number,value,datetime_start,datetime_complete,duration,params_batch_size,params_bidirectional,params_dropout_fc,params_hidden_size,params_lr,params_num_layers,params_weight_decay,state
0,0.6134985983371735,2026-03-04 23:06:54.431472,2026-03-04 23:07:04.040220,0 days 00:00:09.608748,32,False,0.28493564427131046,96,0.0011504753106625046,1,0.0002607024758370766,COMPLETE
1,0.5867404937744141,2026-03-04 23:07:04.040220,2026-03-04 23:07:12.054424,0 days 00:00:08.014204,32,True,0.4056937753654446,192,0.0007496501097315302,1,5.4041038546473305e-05,COMPLETE
2,0.6474712267518044,2026-03-04 23:07:12.054424,2026-03-04 23:07:22.069193,0 days 00:00:10.014769,16,True,0.39807076404450803,128,0.0007627211116577326,3,1.5679933916722995e-05,COMPLETE
3,0.6776746511459351,2026-03-04 23:07:22.071197,2026-03-04 23:07:31.527074,0 days 00:00:09.455877,16,True,0.5687496940092467,96,0.0019174238140216384,2,0.0003550304858128307,COMPLETE
4,0.6384340822696686,2026-03-04 23:07:31.533583,2026-03-04 23:07:40.224554,0 days 00:00:08.690971,32,True,0.5947547746402069,256,0.0007380901894391266,1,0.00012172847081122418,COMPLETE
5,0.5368382260203362,2026-03-04 23:07:40.224554,2026-03-04 23:07:59.090424,0 days 00:00:18.865870,16,True,0.22542334011440945,192,0.0008218411404269376,3,1.70505392602693e-05,COMPLETE
6,0.5326868481934071,2026-03-04 23:07:59.090424,2026-03-04 23:08:12.501538,0 days 00:00:13.411114,16,False,0.37101640734341984,256,0.0014355166831664403,2,0.0001326033192269654,COMPLETE
7,0.5521854758262634,2026-03-04 23:08:12.501538,2026-03-04 23:08:21.425347,0 days 00:00:08.923809,64,True,0.26448851490160175,192,0.000883171698312604,2,0.0003244160088734161,COMPLETE
8,0.5423017963767052,2026-03-04 23:08:21.425347,2026-03-04 23:08:30.116092,0 days 00:00:08.690745,16,True,0.3708431154505025,64,0.0015314309403948435,1,0.0006197015748809143,COMPLETE
9,0.583553671836853,2026-03-04 23:08:30.117315,2026-03-04 23:08:36.721971,0 days 00:00:06.604656,32,False,0.5887128330883842,96,0.0018478138267043395,1,4.4300218067679785e-05,COMPLETE
10,0.5914145112037659,2026-03-04 23:08:36.721971,2026-03-04 23:08:43.904188,0 days 00:00:07.182217,64,False,0.49126804502923016,256,0.0005126065261429245,2,0.00011794741578776494,COMPLETE
11,0.5976129174232483,2026-03-04 23:08:43.907520,2026-03-04 23:08:57.087774,0 days 00:00:13.180254,16,False,0.22108779176995955,192,0.0012921394802672813,3,1.0417360920350827e-05,COMPLETE
12,0.5622489377856255,2026-03-04 23:08:57.089059,2026-03-04 23:09:13.585998,0 days 00:00:16.496939,16,False,0.317509110609564,256,0.0009988537700117758,3,2.8239890993965703e-05,COMPLETE
13,0.702542245388031,2026-03-04 23:09:13.585998,2026-03-04 23:09:22.493448,0 days 00:00:08.907450,16,False,0.4695456595762007,128,0.0005528788971444906,3,7.01047862413305e-05,COMPLETE
14,0.5916455313563347,2026-03-04 23:09:22.493448,2026-03-04 23:09:32.235070,0 days 00:00:09.741622,16,True,0.21678706391583558,64,0.0014374293360523084,2,2.6243018818127848e-05,COMPLETE
15,0.5751241818070412,2026-03-04 23:09:32.235070,2026-03-04 23:09:45.639619,0 days 00:00:13.404549,16,False,0.31575415292155984,256,0.0010860607104367682,2,0.00017557979945574372,COMPLETE
16,0.5099815130233765,2026-03-04 23:09:45.639619,2026-03-04 23:09:57.322652,0 days 00:00:11.683033,64,True,0.4650068393934398,192,0.0009019872394594411,3,0.0008547731631155262,COMPLETE
17,0.5925796627998352,2026-03-04 23:09:57.322652,2026-03-04 23:10:04.221910,0 days 00:00:06.899258,64,False,0.48914208183526214,192,0.0006105619040794546,2,0.0009006020499939699,COMPLETE
18,0.551397442817688,2026-03-04 23:10:04.221910,2026-03-04 23:10:14.320147,0 days 00:00:10.098237,64,True,0.4480595631138229,256,0.0016463827258369511,3,0.000619173805232399,COMPLETE
