class,directoryname,directorypath,numclips,split
Robbery,Robbery_001,data/interim/clips_original_06_undersample/Robbery/Robbery_001,61,train
Robbery,Robbery_002,data/interim/clips_original_06_undersample/Robbery/Robbery_002,180,train
Robbery,Robbery_003,data/interim/clips_original_06_undersample/Robbery/Robbery_003,61,train
Robbery,Robbery_004,data/interim/clips_original_06_undersample/Robbery/Robbery_004,95,train
Robbery,Robbery_005,data/interim/clips_original_06_undersample/Robbery/Robbery_005,159,val
Robbery,Robbery_006,data/interim/clips_original_06_undersample/Robbery/Robbery_006,180,test
Robbery,Robbery_007,data/interim/clips_original_06_undersample/Robbery/Robbery_007,129,train
Robbery,Robbery_008,data/interim/clips_original_06_undersample/Robbery/Robbery_008,141,train
Robbery,Robbery_009,data/interim/clips_original_06_undersample/Robbery/Robbery_009,180,train
Robbery,Robbery_010,data/interim/clips_original_06_undersample/Robbery/Robbery_010,180,val
Robbery,Robbery_011,data/interim/clips_original_06_undersample/Robbery/Robbery_011,81,train
Robbery,Robbery_012,data/interim/clips_original_06_undersample/Robbery/Robbery_012,46,train
Robbery,Robbery_013,data/interim/clips_original_06_undersample/Robbery/Robbery_013,180,test
Robbery,Robbery_014,data/interim/clips_original_06_undersample/Robbery/Robbery_014,180,train
Robbery,Robbery_015,data/interim/clips_original_06_undersample/Robbery/Robbery_015,171,test
Robbery,Robbery_016,data/interim/clips_original_06_undersample/Robbery/Robbery_016,103,train
Robbery,Robbery_017,data/interim/clips_original_06_undersample/Robbery/Robbery_017,180,val
Robbery,Robbery_018,data/interim/clips_original_06_undersample/Robbery/Robbery_018,179,train
Robbery,Robbery_019,data/interim/clips_original_06_undersample/Robbery/Robbery_019,180,train
Robbery,Robbery_020,data/interim/clips_original_06_undersample/Robbery/Robbery_020,180,train
Robbery,Robbery_021,data/interim/clips_original_06_undersample/Robbery/Robbery_021,180,train
Robbery,Robbery_022,data/interim/clips_original_06_undersample/Robbery/Robbery_022,180,train
Robbery,Robbery_023,data/interim/clips_original_06_undersample/Robbery/Robbery_023,69,test
Robbery,Robbery_024,data/interim/clips_original_06_undersample/Robbery/Robbery_024,149,train
Robbery,Robbery_025,data/interim/clips_original_06_undersample/Robbery/Robbery_025,91,train
Robbery,Robbery_026,data/interim/clips_original_06_undersample/Robbery/Robbery_026,180,val
Robbery,Robbery_027,data/interim/clips_original_06_undersample/Robbery/Robbery_027,180,train
