clip_id,mean_loss,max_loss,conf_error,error_freq,cls,split,video_id,rule_high_loss,rule_conf_error,rule_error_freq,n_rules_triggered,decision
Robbery_007,3.7537296276826124,6.825605869293213,1.0,0.23076923076923078,Robbery,val,Robbery_007,True,True,False,2,filter
Robbery_129,3.5625387796988854,6.559905052185059,1.0,0.23076923076923078,Robbery,val,Robbery_129,True,True,False,2,filter
Robbery_085,3.442261191514822,6.190467834472656,1.0,0.23076923076923078,Robbery,val,Robbery_085,True,True,False,2,filter
Robbery_069,3.0826827104275045,5.304741859436035,1.0,0.23076923076923078,Robbery,val,Robbery_069,True,True,False,2,filter
Robbery_137,2.921923050513634,6.519650459289551,1.0,0.23076923076923078,Robbery,val,Robbery_137,True,True,False,2,filter
Robbery_075,2.690736568891085,6.072828769683838,1.0,0.23076923076923078,Robbery,val,Robbery_075,True,True,False,2,filter
Robbery_018,2.1912030577659607,5.967010974884033,1.0,0.23076923076923078,Robbery,val,Robbery_018,True,True,False,2,filter
Robbery_109,1.8663931374366467,5.423245906829834,1.0,0.23076923076923078,Robbery,val,Robbery_109,True,True,False,2,filter
Robbery_146,1.8214762233770811,5.793653964996338,1.0,0.23076923076923078,Robbery,val,Robbery_146,True,True,False,2,filter
Normal_177,1.1823016674472735,2.284886121749878,1.0,0.23076923076923078,Normal,val,Normal_177,True,True,False,2,filter
Normal_046,0.9531044286604111,2.413724422454834,1.0,0.23076923076923078,Normal,val,Normal_046,True,True,False,2,filter
Robbery_128,0.922271707883248,3.169686794281006,1.0,0.23076923076923078,Robbery,val,Robbery_128,True,True,False,2,filter
