clip_id,mean_loss,max_loss,conf_error,error_freq,cls,split,video_id,rule_high_loss,rule_conf_error,rule_error_freq,n_rules_triggered,decision
Normal_177,2.280398104091485,6.122523784637451,1.0,0.26666666666666666,Normal,val,Normal_177,True,True,False,2,filter
Robbery_137,2.161567731698354,3.973982810974121,1.0,0.26666666666666666,Robbery,val,Robbery_137,True,True,False,2,filter
Robbery_146,1.8406962094207604,3.593341588973999,1.0,0.26666666666666666,Robbery,val,Robbery_146,True,True,False,2,filter
Robbery_069,1.7326319297154744,3.1810317039489746,1.0,0.26666666666666666,Robbery,val,Robbery_069,True,True,False,2,filter
Robbery_129,1.5626745615775386,3.642390251159668,1.0,0.26666666666666666,Robbery,val,Robbery_129,True,True,False,2,filter
Robbery_007,1.405676836334169,3.7332923412323,1.0,0.26666666666666666,Robbery,val,Robbery_007,True,True,False,2,filter
Robbery_085,1.3956533707678318,3.45025634765625,1.0,0.26666666666666666,Robbery,val,Robbery_085,True,True,False,2,filter
Normal_145,1.2137646907940507,5.350411415100098,1.0,0.26666666666666666,Normal,val,Normal_145,True,True,False,2,filter
Robbery_004,0.9042689144921799,3.189056396484375,1.0,0.26666666666666666,Robbery,val,Robbery_004,True,True,False,2,filter
Normal_570,0.8585550300776958,2.7413649559020996,1.0,0.26666666666666666,Normal,val,Normal_570,True,True,False,2,filter
