number,value,datetime_start,datetime_complete,duration,params_batch_size,params_bidirectional,params_dropout_fc,params_hidden_size,params_lr,params_num_layers,params_weight_decay,user_attrs_best_val_auc,user_attrs_seed,state
0,0.5889039635658264,2026-03-09 22:35:28.028203,2026-03-09 22:35:39.628977,0 days 00:00:11.600774,32,False,0.28493564427131046,96,0.0011504753106625046,1,0.0002607024758370766,0.8370967741935484,42.0,COMPLETE
1,0.531566321849823,2026-03-09 22:35:39.630977,2026-03-09 22:36:02.856321,0 days 00:00:23.225344,32,True,0.4056937753654446,192,0.0007496501097315302,1,5.4041038546473305e-05,0.832258064516129,43.0,COMPLETE
2,0.6695963218808174,2026-03-09 22:36:02.857321,2026-03-09 22:36:17.754043,0 days 00:00:14.896722,16,True,0.39807076404450803,128,0.0007627211116577326,3,1.5679933916722995e-05,0.8209677419354838,44.0,COMPLETE
3,0.6837137639522552,2026-03-09 22:36:17.754043,2026-03-09 22:36:29.553292,0 days 00:00:11.799249,16,True,0.5687496940092467,96,0.0019174238140216384,2,0.0003550304858128307,0.7774193548387097,45.0,COMPLETE
4,0.5659345239400864,2026-03-09 22:36:29.554413,2026-03-09 22:36:50.415042,0 days 00:00:20.860629,32,True,0.5947547746402069,256,0.0007380901894391266,1,0.00012172847081122418,0.8016129032258064,46.0,COMPLETE
5,1.2264552973210812,2026-03-09 22:36:50.417041,2026-03-09 22:37:02.936805,0 days 00:00:12.519764,16,True,0.22542334011440945,192,0.0008218411404269376,3,1.70505392602693e-05,,,PRUNED
6,0.596119225025177,2026-03-09 22:37:02.937805,2026-03-09 22:37:37.595428,0 days 00:00:34.657623,16,False,0.37101640734341984,256,0.0014355166831664403,2,0.0001326033192269654,0.8516129032258065,48.0,COMPLETE
7,0.5260974764823914,2026-03-09 22:37:37.596429,2026-03-09 22:38:12.836008,0 days 00:00:35.239579,64,True,0.26448851490160175,192,0.000883171698312604,2,0.0003244160088734161,0.814516129032258,49.0,COMPLETE
8,0.7001648545265198,2026-03-09 22:38:12.836598,2026-03-09 22:38:23.370558,0 days 00:00:10.533960,16,True,0.3708431154505025,64,0.0015314309403948435,1,0.0006197015748809143,0.8,50.0,COMPLETE
9,0.6284917742013931,2026-03-09 22:38:23.371557,2026-03-09 22:38:31.793071,0 days 00:00:08.421514,32,False,0.5887128330883842,96,0.0018478138267043395,1,4.4300218067679785e-05,0.7887096774193548,51.0,COMPLETE
10,0.607081949710846,2026-03-09 22:38:31.794071,2026-03-09 22:38:50.712672,0 days 00:00:18.918601,64,False,0.2062379198633824,192,0.0005126065261429245,2,0.0009044366299969405,0.835483870967742,52.0,COMPLETE
11,0.5554190278053284,2026-03-09 22:38:50.713672,2026-03-09 22:39:25.991124,0 days 00:00:35.277452,64,True,0.46731017736485325,192,0.0005583048485797585,2,5.1544513708209705e-05,0.8129032258064516,53.0,COMPLETE
12,0.5428306460380554,2026-03-09 22:39:25.992125,2026-03-09 22:40:16.045536,0 days 00:00:50.053411,64,True,0.3027425299831498,192,0.0010329690416286399,3,4.8190664081275475e-05,0.8387096774193548,54.0,COMPLETE
13,0.5335903763771057,2026-03-09 22:40:16.046536,2026-03-09 22:40:35.850370,0 days 00:00:19.803834,64,True,0.46954565957620076,192,0.0006368238020287693,1,0.0002010666400324538,0.8306451612903226,55.0,COMPLETE
14,0.6542559266090393,2026-03-09 22:40:35.850989,2026-03-09 22:40:44.921807,0 days 00:00:09.070818,32,True,0.47529180478007954,64,0.0008912173454034153,2,7.960541389414137e-05,0.8290322580645162,56.0,COMPLETE
15,0.5934652090072632,2026-03-09 22:40:44.922808,2026-03-09 22:40:56.944903,0 days 00:00:12.022095,64,True,0.3063211419239877,128,0.0011286790287058002,2,2.6354747293806716e-05,0.7854838709677421,57.0,COMPLETE
16,0.6802534759044647,2026-03-09 22:40:56.945873,2026-03-09 22:41:17.873458,0 days 00:00:20.927585,32,True,0.42998344336137034,192,0.000666187384341631,1,0.0004894057592170779,0.7870967741935484,58.0,COMPLETE
17,0.5346795916557312,2026-03-09 22:41:17.874457,2026-03-09 22:42:07.944280,0 days 00:00:50.069823,64,True,0.25752003547403185,192,0.000897655151173857,3,0.0001926300832284274,0.7887096774193548,59.0,COMPLETE
18,0.573220744729042,2026-03-09 22:42:07.945250,2026-03-09 22:42:20.535359,0 days 00:00:12.590109,32,False,0.3433561139162167,192,0.001329064757731953,1,2.763511115389103e-05,0.8096774193548387,60.0,COMPLETE
19,0.5719743967056274,2026-03-09 22:42:20.536359,2026-03-09 22:42:30.784431,0 days 00:00:10.248072,64,True,0.526277481232475,128,0.0006390220245251933,2,8.13783216988864e-05,0.8580645161290322,61.0,COMPLETE
20,0.5350571721792221,2026-03-09 22:42:30.785431,2026-03-09 22:42:39.945752,0 days 00:00:09.160321,32,True,0.3354347932607106,64,0.0008558758115590333,2,0.0003609026053961795,0.832258064516129,62.0,COMPLETE
21,0.5129900574684143,2026-03-09 22:42:39.946752,2026-03-09 22:42:59.772514,0 days 00:00:19.825762,64,True,0.45561465221530434,192,0.0006413040775644475,1,0.000204158755987199,0.8451612903225807,63.0,COMPLETE
22,0.4922807216644287,2026-03-09 22:42:59.773483,2026-03-09 22:43:19.520325,0 days 00:00:19.746842,64,True,0.4264812983620642,192,0.0007023262797144942,1,0.0001607490343170311,0.8064516129032259,64.0,COMPLETE
23,0.47624561190605164,2026-03-09 22:43:19.521322,2026-03-09 22:43:39.779941,0 days 00:00:20.258619,64,True,0.4405646503424854,192,0.000581014563339502,1,0.00021845798880933535,0.8032258064516129,65.0,COMPLETE
24,0.4885827898979187,2026-03-09 22:43:39.781445,2026-03-09 22:43:59.701743,0 days 00:00:19.920298,64,True,0.49801670731996056,192,0.0005767841602310722,1,0.00018002079601799363,0.8016129032258065,66.0,COMPLETE
25,0.5456777811050415,2026-03-09 22:43:59.703747,2026-03-09 22:44:14.744199,0 days 00:00:15.040452,64,True,0.514425613000947,256,0.00056052465634789,1,0.00014412247880989015,0.8290322580645162,67.0,COMPLETE
26,0.5526962280273438,2026-03-09 22:44:14.744199,2026-03-09 22:44:26.660265,0 days 00:00:11.916066,64,False,0.504772245737861,192,0.0005067777086115076,1,9.327137362397087e-05,0.7774193548387096,68.0,COMPLETE
27,0.5272513031959534,2026-03-09 22:44:26.660265,2026-03-09 22:44:46.493972,0 days 00:00:19.833707,64,True,0.5471397936075645,192,0.0005520490135974682,1,0.0004963884085893859,0.8290322580645162,69.0,COMPLETE
28,0.565584123134613,2026-03-09 22:44:46.496791,2026-03-09 22:45:06.250551,0 days 00:00:19.753760,64,True,0.43245642840781373,192,0.000591228399274058,1,0.0001569711860679654,0.7870967741935484,70.0,COMPLETE
29,0.5185433626174927,2026-03-09 22:45:06.250551,2026-03-09 22:45:13.806916,0 days 00:00:07.556365,64,False,0.49556518784924686,96,0.0007130332052724732,1,0.00025527980661167564,0.8225806451612903,71.0,COMPLETE
30,0.5007254481315613,2026-03-09 22:45:13.806916,2026-03-09 22:45:22.240621,0 days 00:00:08.433705,64,True,0.43584763923128284,128,0.0006034645640300467,1,0.0002581279859369922,0.8532258064516128,72.0,COMPLETE
31,0.5637059211730957,2026-03-09 22:45:22.240621,2026-03-09 22:45:30.671619,0 days 00:00:08.430998,64,True,0.43626759149697913,128,0.0005958600292614559,1,0.0002701942256592885,0.7725806451612903,73.0,COMPLETE
32,0.5612953305244446,2026-03-09 22:45:30.673625,2026-03-09 22:45:39.079561,0 days 00:00:08.405936,64,True,0.39244255602161926,128,0.0006918697594467237,1,0.00025492302954241517,0.8145161290322581,74.0,COMPLETE
33,0.5868226885795593,2026-03-09 22:45:39.080559,2026-03-09 22:45:47.501699,0 days 00:00:08.421140,64,True,0.4118972027243241,128,0.0007928929053723846,1,0.00011086009641018923,0.7967741935483871,75.0,COMPLETE
34,0.49230992794036865,2026-03-09 22:45:47.501699,2026-03-09 22:45:55.975448,0 days 00:00:08.473749,64,True,0.44484087615120405,128,0.0006031389999072253,1,0.00017896048880029438,0.8225806451612903,76.0,COMPLETE
35,0.502957284450531,2026-03-09 22:45:55.975448,2026-03-09 22:46:03.815292,0 days 00:00:07.839844,64,True,0.48684217040552025,96,0.000507224690025935,1,6.692146345929238e-05,0.8354838709677419,77.0,COMPLETE
36,1.4263863358646631,2026-03-09 22:46:03.815292,2026-03-09 22:46:09.896999,0 days 00:00:06.081707,16,True,0.5380977391180702,256,0.0007474728865864723,1,0.0001562445131155127,,,PRUNED
37,0.5651647448539734,2026-03-09 22:46:09.899003,2026-03-09 22:46:29.720271,0 days 00:00:19.821268,64,True,0.384856089027284,192,0.0006852818670471429,1,0.00010964073854665943,0.8193548387096774,79.0,COMPLETE
38,1.4296899028122425,2026-03-09 22:46:29.720271,2026-03-09 22:46:31.681698,0 days 00:00:01.961427,16,True,0.5558181836676845,128,0.0009921537648154971,1,1.1137175720328557e-05,,,PRUNED
