number,value,datetime_start,datetime_complete,duration,params_batch_size,params_bidirectional,params_dropout_fc,params_hidden_size,params_lr,params_num_layers,params_weight_decay,user_attrs_best_val_auc,user_attrs_seed,state
0,0.5250848010182381,2026-03-10 23:38:23.069730,2026-03-10 23:38:32.611369,0 days 00:00:09.541639,32,False,0.28493564427131046,96,0.0011504753106625046,1,0.0002607024758370766,0.8596774193548387,42.0,COMPLETE
1,0.622872456908226,2026-03-10 23:38:32.611369,2026-03-10 23:38:54.225074,0 days 00:00:21.613705,32,True,0.4056937753654446,192,0.0007496501097315302,1,5.4041038546473305e-05,0.8225806451612904,43.0,COMPLETE
2,0.5839802473783493,2026-03-10 23:38:54.226073,2026-03-10 23:39:09.134389,0 days 00:00:14.908316,16,True,0.39807076404450803,128,0.0007627211116577326,3,1.5679933916722995e-05,0.8161290322580645,44.0,COMPLETE
3,0.6056276336312294,2026-03-10 23:39:09.134389,2026-03-10 23:39:22.064683,0 days 00:00:12.930294,16,True,0.5687496940092467,96,0.0019174238140216384,2,0.0003550304858128307,0.7580645161290323,45.0,COMPLETE
4,0.5723235607147217,2026-03-10 23:39:22.064683,2026-03-10 23:39:43.578969,0 days 00:00:21.514286,32,True,0.5947547746402069,256,0.0007380901894391266,1,0.00012172847081122418,0.8241935483870967,46.0,COMPLETE
5,0.6540875285863876,2026-03-10 23:39:43.578969,2026-03-10 23:40:52.453253,0 days 00:01:08.874284,16,True,0.22542334011440945,192,0.0008218411404269376,3,1.70505392602693e-05,0.7774193548387096,47.0,COMPLETE
6,0.6527590677142143,2026-03-10 23:40:52.453253,2026-03-10 23:41:27.315400,0 days 00:00:34.862147,16,False,0.37101640734341984,256,0.0014355166831664403,2,0.0001326033192269654,0.7854838709677419,48.0,COMPLETE
7,0.5280646085739136,2026-03-10 23:41:27.324786,2026-03-10 23:42:02.654430,0 days 00:00:35.329644,64,True,0.26448851490160175,192,0.000883171698312604,2,0.0003244160088734161,0.8048387096774194,49.0,COMPLETE
8,0.681408479809761,2026-03-10 23:42:02.656437,2026-03-10 23:42:13.467453,0 days 00:00:10.811016,16,True,0.3708431154505025,64,0.0015314309403948435,1,0.0006197015748809143,0.8129032258064517,50.0,COMPLETE
9,0.5793217420578003,2026-03-10 23:42:13.470401,2026-03-10 23:42:22.213073,0 days 00:00:08.742672,32,False,0.5887128330883842,96,0.0018478138267043395,1,4.4300218067679785e-05,0.8290322580645162,51.0,COMPLETE
10,0.6128793954849243,2026-03-10 23:42:22.213073,2026-03-10 23:42:31.261598,0 days 00:00:09.048525,64,False,0.30217738350607953,96,0.0005126065261429245,2,0.0008896597012019069,0.785483870967742,52.0,COMPLETE
11,0.4539397060871124,2026-03-10 23:42:31.261598,2026-03-10 23:42:50.371499,0 days 00:00:19.109901,64,False,0.21878718226275012,192,0.001053604015293126,2,0.00025030990636701615,0.8032258064516129,53.0,COMPLETE
12,0.5306183695793152,2026-03-10 23:42:50.371499,2026-03-10 23:42:59.444184,0 days 00:00:09.072685,64,False,0.22677597318152046,128,0.0011355311414388252,3,0.0002680977485517947,0.8451612903225807,54.0,COMPLETE
13,0.49789324402809143,2026-03-10 23:42:59.444184,2026-03-10 23:43:07.382100,0 days 00:00:07.937916,64,False,0.29085560466035143,64,0.0011200195017495092,1,0.00016765681158521082,0.8032258064516129,55.0,COMPLETE
14,0.5528737306594849,2026-03-10 23:43:07.392170,2026-03-10 23:43:15.615717,0 days 00:00:08.223547,64,False,0.3248939743688466,64,0.0010893612413289439,2,6.983890381587806e-05,0.7290322580645161,56.0,COMPLETE
15,0.5243388414382935,2026-03-10 23:43:15.615717,2026-03-10 23:43:24.229525,0 days 00:00:08.613808,64,False,0.46049117241691967,64,0.0013733801188819852,2,0.00017965045161614767,0.8596774193548387,57.0,COMPLETE
16,0.557429850101471,2026-03-10 23:43:24.237001,2026-03-10 23:43:36.692474,0 days 00:00:12.455473,64,False,0.20439567569750852,192,0.0005884377665823488,1,3.023856563165812e-05,0.7919354838709677,58.0,COMPLETE
17,0.5521629452705383,2026-03-10 23:43:36.692474,2026-03-10 23:43:44.940255,0 days 00:00:08.247781,64,False,0.25752003547403185,64,0.000978352762208561,3,0.0005047957798204537,0.7693548387096775,59.0,COMPLETE
18,0.5871139764785767,2026-03-10 23:43:44.940255,2026-03-10 23:43:53.016494,0 days 00:00:08.076239,64,False,0.33503550613144584,64,0.000973452186370009,1,8.076852731323843e-05,0.7774193548387096,60.0,COMPLETE
19,0.585814356803894,2026-03-10 23:43:53.016494,2026-03-10 23:44:12.835651,0 days 00:00:19.819157,64,False,0.46148384633765743,192,0.0012742284971720803,2,0.00017679071885842233,0.8209677419354838,61.0,COMPLETE
20,0.49465662240982056,2026-03-10 23:44:12.836797,2026-03-10 23:44:29.156661,0 days 00:00:16.319864,64,False,0.2503135715729222,256,0.0006683250198070388,2,0.00018890045034165577,0.832258064516129,62.0,COMPLETE
21,0.5366836190223694,2026-03-10 23:44:29.156661,2026-03-10 23:44:45.897876,0 days 00:00:16.741215,64,False,0.2590734873879826,256,0.0005872141881906929,2,0.00018078242672202885,0.8096774193548387,63.0,COMPLETE
22,0.5178844928741455,2026-03-10 23:44:45.897876,2026-03-10 23:45:03.014687,0 days 00:00:17.116811,64,False,0.21030840613610868,256,0.000663590884012856,2,0.00011212399203489852,0.8048387096774194,64.0,COMPLETE
