number,value,datetime_start,datetime_complete,duration,params_batch_size,params_bidirectional,params_dropout_fc,params_hidden_size,params_lr,params_num_layers,params_weight_decay,state
0,0.6299070417881012,2026-03-06 18:52:32.833551,2026-03-06 18:52:43.328902,0 days 00:00:10.495351,32,False,0.28493564427131046,96,0.0011504753106625046,1,0.0002607024758370766,COMPLETE
1,0.5899172723293304,2026-03-06 18:52:43.328902,2026-03-06 18:52:51.014616,0 days 00:00:07.685714,32,True,0.4056937753654446,192,0.0007496501097315302,1,5.4041038546473305e-05,COMPLETE
2,0.6620018184185028,2026-03-06 18:52:51.014616,2026-03-06 18:53:00.429401,0 days 00:00:09.414785,16,True,0.39807076404450803,128,0.0007627211116577326,3,1.5679933916722995e-05,COMPLETE
3,0.6904869824647903,2026-03-06 18:53:00.439480,2026-03-06 18:53:09.085119,0 days 00:00:08.645639,16,True,0.5687496940092467,96,0.0019174238140216384,2,0.0003550304858128307,COMPLETE
4,0.603812962770462,2026-03-06 18:53:09.085119,2026-03-06 18:53:16.924929,0 days 00:00:07.839810,32,True,0.5947547746402069,256,0.0007380901894391266,1,0.00012172847081122418,COMPLETE
5,0.6341057494282722,2026-03-06 18:53:16.926934,2026-03-06 18:53:34.439592,0 days 00:00:17.512658,16,True,0.22542334011440945,192,0.0008218411404269376,3,1.70505392602693e-05,COMPLETE
6,0.5585020035505295,2026-03-06 18:53:34.439592,2026-03-06 18:53:46.856790,0 days 00:00:12.417198,16,False,0.37101640734341984,256,0.0014355166831664403,2,0.0001326033192269654,COMPLETE
7,0.5986537933349609,2026-03-06 18:53:46.856790,2026-03-06 18:53:54.162813,0 days 00:00:07.306023,64,True,0.26448851490160175,192,0.000883171698312604,2,0.0003244160088734161,COMPLETE
8,0.6954402402043343,2026-03-06 18:53:54.162813,2026-03-06 18:54:02.114718,0 days 00:00:07.951905,16,True,0.3708431154505025,64,0.0015314309403948435,1,0.0006197015748809143,COMPLETE
9,0.6581536531448364,2026-03-06 18:54:02.114718,2026-03-06 18:54:08.108104,0 days 00:00:05.993386,32,False,0.5887128330883842,96,0.0018478138267043395,1,4.4300218067679785e-05,COMPLETE
