class,directoryname,directorypath,numclips,split
Robbery,Robbery_001,data/interim/clips_original_07_undersample/Robbery/Robbery_001,32,train
Robbery,Robbery_002,data/interim/clips_original_07_undersample/Robbery/Robbery_002,32,train
Robbery,Robbery_003,data/interim/clips_original_07_undersample/Robbery/Robbery_003,32,train
Robbery,Robbery_004,data/interim/clips_original_07_undersample/Robbery/Robbery_004,32,train
Robbery,Robbery_005,data/interim/clips_original_07_undersample/Robbery/Robbery_005,32,val
Robbery,Robbery_006,data/interim/clips_original_07_undersample/Robbery/Robbery_006,32,test
Robbery,Robbery_007,data/interim/clips_original_07_undersample/Robbery/Robbery_007,32,train
Robbery,Robbery_008,data/interim/clips_original_07_undersample/Robbery/Robbery_008,32,train
Robbery,Robbery_009,data/interim/clips_original_07_undersample/Robbery/Robbery_009,32,train
Robbery,Robbery_010,data/interim/clips_original_07_undersample/Robbery/Robbery_010,32,val
Robbery,Robbery_011,data/interim/clips_original_07_undersample/Robbery/Robbery_011,32,train
Robbery,Robbery_012,data/interim/clips_original_07_undersample/Robbery/Robbery_012,32,train
Robbery,Robbery_013,data/interim/clips_original_07_undersample/Robbery/Robbery_013,32,test
Robbery,Robbery_014,data/interim/clips_original_07_undersample/Robbery/Robbery_014,32,train
Robbery,Robbery_015,data/interim/clips_original_07_undersample/Robbery/Robbery_015,32,test
Robbery,Robbery_016,data/interim/clips_original_07_undersample/Robbery/Robbery_016,32,train
Robbery,Robbery_017,data/interim/clips_original_07_undersample/Robbery/Robbery_017,32,val
Robbery,Robbery_018,data/interim/clips_original_07_undersample/Robbery/Robbery_018,32,train
Robbery,Robbery_019,data/interim/clips_original_07_undersample/Robbery/Robbery_019,32,train
Robbery,Robbery_020,data/interim/clips_original_07_undersample/Robbery/Robbery_020,32,train
Robbery,Robbery_021,data/interim/clips_original_07_undersample/Robbery/Robbery_021,32,train
Robbery,Robbery_022,data/interim/clips_original_07_undersample/Robbery/Robbery_022,32,train
Robbery,Robbery_023,data/interim/clips_original_07_undersample/Robbery/Robbery_023,32,test
Robbery,Robbery_024,data/interim/clips_original_07_undersample/Robbery/Robbery_024,32,train
Robbery,Robbery_025,data/interim/clips_original_07_undersample/Robbery/Robbery_025,32,train
Robbery,Robbery_026,data/interim/clips_original_07_undersample/Robbery/Robbery_026,32,val
Robbery,Robbery_027,data/interim/clips_original_07_undersample/Robbery/Robbery_027,32,train
Robbery,Robbery_028,data/interim/clips_original_07_undersample/Robbery/Robbery_028,32,test
Robbery,Robbery_030,data/interim/clips_original_07_undersample/Robbery/Robbery_030,32,test
Robbery,Robbery_033,data/interim/clips_original_07_undersample/Robbery/Robbery_033,32,test
Robbery,Robbery_034,data/interim/clips_original_07_undersample/Robbery/Robbery_034,32,train
Robbery,Robbery_035,data/interim/clips_original_07_undersample/Robbery/Robbery_035,32,test
Robbery,Robbery_036,data/interim/clips_original_07_undersample/Robbery/Robbery_036,32,train
Robbery,Robbery_037,data/interim/clips_original_07_undersample/Robbery/Robbery_037,32,train
Robbery,Robbery_039,data/interim/clips_original_07_undersample/Robbery/Robbery_039,32,val
Robbery,Robbery_040,data/interim/clips_original_07_undersample/Robbery/Robbery_040,32,test
Robbery,Robbery_041,data/interim/clips_original_07_undersample/Robbery/Robbery_041,32,train
Robbery,Robbery_042,data/interim/clips_original_07_undersample/Robbery/Robbery_042,32,train
Robbery,Robbery_043,data/interim/clips_original_07_undersample/Robbery/Robbery_043,32,val
Robbery,Robbery_044,data/interim/clips_original_07_undersample/Robbery/Robbery_044,32,train
Robbery,Robbery_045,data/interim/clips_original_07_undersample/Robbery/Robbery_045,32,train
Robbery,Robbery_046,data/interim/clips_original_07_undersample/Robbery/Robbery_046,32,test
Robbery,Robbery_047,data/interim/clips_original_07_undersample/Robbery/Robbery_047,32,test
Robbery,Robbery_048,data/interim/clips_original_07_undersample/Robbery/Robbery_048,32,test
Robbery,Robbery_049,data/interim/clips_original_07_undersample/Robbery/Robbery_049,32,test
Robbery,Robbery_051,data/interim/clips_original_07_undersample/Robbery/Robbery_051,32,val
Robbery,Robbery_054,data/interim/clips_original_07_undersample/Robbery/Robbery_054,32,val
Robbery,Robbery_055,data/interim/clips_original_07_undersample/Robbery/Robbery_055,32,train
Robbery,Robbery_056,data/interim/clips_original_07_undersample/Robbery/Robbery_056,32,train
Robbery,Robbery_057,data/interim/clips_original_07_undersample/Robbery/Robbery_057,32,train
Robbery,Robbery_058,data/interim/clips_original_07_undersample/Robbery/Robbery_058,32,train
Robbery,Robbery_059,data/interim/clips_original_07_undersample/Robbery/Robbery_059,32,train
Robbery,Robbery_060,data/interim/clips_original_07_undersample/Robbery/Robbery_060,32,train
Robbery,Robbery_061,data/interim/clips_original_07_undersample/Robbery/Robbery_061,32,train
Robbery,Robbery_062,data/interim/clips_original_07_undersample/Robbery/Robbery_062,32,train
Robbery,Robbery_064,data/interim/clips_original_07_undersample/Robbery/Robbery_064,32,val
Robbery,Robbery_065,data/interim/clips_original_07_undersample/Robbery/Robbery_065,32,test
Robbery,Robbery_066,data/interim/clips_original_07_undersample/Robbery/Robbery_066,32,val
Robbery,Robbery_067,data/interim/clips_original_07_undersample/Robbery/Robbery_067,32,test
Robbery,Robbery_068,data/interim/clips_original_07_undersample/Robbery/Robbery_068,32,train
Robbery,Robbery_069,data/interim/clips_original_07_undersample/Robbery/Robbery_069,32,train
Robbery,Robbery_070,data/interim/clips_original_07_undersample/Robbery/Robbery_070,32,test
Robbery,Robbery_071,data/interim/clips_original_07_undersample/Robbery/Robbery_071,32,train
Robbery,Robbery_073,data/interim/clips_original_07_undersample/Robbery/Robbery_073,32,train
Robbery,Robbery_074,data/interim/clips_original_07_undersample/Robbery/Robbery_074,32,train
Robbery,Robbery_075,data/interim/clips_original_07_undersample/Robbery/Robbery_075,32,test
Robbery,Robbery_077,data/interim/clips_original_07_undersample/Robbery/Robbery_077,32,val
Robbery,Robbery_079,data/interim/clips_original_07_undersample/Robbery/Robbery_079,32,val
Robbery,Robbery_081,data/interim/clips_original_07_undersample/Robbery/Robbery_081,32,val
Robbery,Robbery_083,data/interim/clips_original_07_undersample/Robbery/Robbery_083,32,train
Robbery,Robbery_084,data/interim/clips_original_07_undersample/Robbery/Robbery_084,32,test
Robbery,Robbery_085,data/interim/clips_original_07_undersample/Robbery/Robbery_085,32,train
Robbery,Robbery_086,data/interim/clips_original_07_undersample/Robbery/Robbery_086,32,train
Robbery,Robbery_087,data/interim/clips_original_07_undersample/Robbery/Robbery_087,32,val
Robbery,Robbery_088,data/interim/clips_original_07_undersample/Robbery/Robbery_088,32,train
Robbery,Robbery_090,data/interim/clips_original_07_undersample/Robbery/Robbery_090,32,train
Robbery,Robbery_091,data/interim/clips_original_07_undersample/Robbery/Robbery_091,32,train
Robbery,Robbery_092,data/interim/clips_original_07_undersample/Robbery/Robbery_092,32,train
Robbery,Robbery_093,data/interim/clips_original_07_undersample/Robbery/Robbery_093,32,train
Robbery,Robbery_094,data/interim/clips_original_07_undersample/Robbery/Robbery_094,32,train
Robbery,Robbery_097,data/interim/clips_original_07_undersample/Robbery/Robbery_097,32,train
Robbery,Robbery_098,data/interim/clips_original_07_undersample/Robbery/Robbery_098,32,val
Robbery,Robbery_099,data/interim/clips_original_07_undersample/Robbery/Robbery_099,32,val
Robbery,Robbery_100,data/interim/clips_original_07_undersample/Robbery/Robbery_100,32,test
Robbery,Robbery_101,data/interim/clips_original_07_undersample/Robbery/Robbery_101,32,train
Robbery,Robbery_103,data/interim/clips_original_07_undersample/Robbery/Robbery_103,32,test
Robbery,Robbery_105,data/interim/clips_original_07_undersample/Robbery/Robbery_105,32,train
Robbery,Robbery_108,data/interim/clips_original_07_undersample/Robbery/Robbery_108,32,train
Robbery,Robbery_109,data/interim/clips_original_07_undersample/Robbery/Robbery_109,32,train
Robbery,Robbery_110,data/interim/clips_original_07_undersample/Robbery/Robbery_110,32,train
Robbery,Robbery_111,data/interim/clips_original_07_undersample/Robbery/Robbery_111,32,train
Robbery,Robbery_113,data/interim/clips_original_07_undersample/Robbery/Robbery_113,32,train
Robbery,Robbery_114,data/interim/clips_original_07_undersample/Robbery/Robbery_114,32,train
Robbery,Robbery_115,data/interim/clips_original_07_undersample/Robbery/Robbery_115,32,train
Robbery,Robbery_116,data/interim/clips_original_07_undersample/Robbery/Robbery_116,32,train
Robbery,Robbery_117,data/interim/clips_original_07_undersample/Robbery/Robbery_117,32,val
Robbery,Robbery_119,data/interim/clips_original_07_undersample/Robbery/Robbery_119,32,train
Robbery,Robbery_120,data/interim/clips_original_07_undersample/Robbery/Robbery_120,32,val
Robbery,Robbery_121,data/interim/clips_original_07_undersample/Robbery/Robbery_121,32,train
Robbery,Robbery_122,data/interim/clips_original_07_undersample/Robbery/Robbery_122,32,train
Robbery,Robbery_123,data/interim/clips_original_07_undersample/Robbery/Robbery_123,32,val
Robbery,Robbery_124,data/interim/clips_original_07_undersample/Robbery/Robbery_124,32,train
Robbery,Robbery_125,data/interim/clips_original_07_undersample/Robbery/Robbery_125,32,test
Robbery,Robbery_126,data/interim/clips_original_07_undersample/Robbery/Robbery_126,32,train
Robbery,Robbery_127,data/interim/clips_original_07_undersample/Robbery/Robbery_127,32,train
Robbery,Robbery_128,data/interim/clips_original_07_undersample/Robbery/Robbery_128,32,test
Robbery,Robbery_129,data/interim/clips_original_07_undersample/Robbery/Robbery_129,32,train
Robbery,Robbery_130,data/interim/clips_original_07_undersample/Robbery/Robbery_130,32,train
Robbery,Robbery_131,data/interim/clips_original_07_undersample/Robbery/Robbery_131,32,test
Robbery,Robbery_132,data/interim/clips_original_07_undersample/Robbery/Robbery_132,32,train
Robbery,Robbery_133,data/interim/clips_original_07_undersample/Robbery/Robbery_133,32,train
Robbery,Robbery_134,data/interim/clips_original_07_undersample/Robbery/Robbery_134,32,train
Robbery,Robbery_135,data/interim/clips_original_07_undersample/Robbery/Robbery_135,32,test
Robbery,Robbery_136,data/interim/clips_original_07_undersample/Robbery/Robbery_136,32,val
Robbery,Robbery_137,data/interim/clips_original_07_undersample/Robbery/Robbery_137,32,test
Robbery,Robbery_138,data/interim/clips_original_07_undersample/Robbery/Robbery_138,32,train
Robbery,Robbery_139,data/interim/clips_original_07_undersample/Robbery/Robbery_139,32,train
Robbery,Robbery_140,data/interim/clips_original_07_undersample/Robbery/Robbery_140,32,train
Robbery,Robbery_141,data/interim/clips_original_07_undersample/Robbery/Robbery_141,32,train
Robbery,Robbery_142,data/interim/clips_original_07_undersample/Robbery/Robbery_142,32,train
Robbery,Robbery_143,data/interim/clips_original_07_undersample/Robbery/Robbery_143,32,train
Robbery,Robbery_144,data/interim/clips_original_07_undersample/Robbery/Robbery_144,32,train
Robbery,Robbery_145,data/interim/clips_original_07_undersample/Robbery/Robbery_145,32,train
Robbery,Robbery_146,data/interim/clips_original_07_undersample/Robbery/Robbery_146,32,train
Robbery,Robbery_147,data/interim/clips_original_07_undersample/Robbery/Robbery_147,32,train
Robbery,Robbery_149,data/interim/clips_original_07_undersample/Robbery/Robbery_149,32,train
Normal,Normal_726,data/interim/clips_original_07_undersample/Normal/Normal_726,32,train
Normal,Normal_130,data/interim/clips_original_07_undersample/Normal/Normal_130,32,test
Normal,Normal_007,data/interim/clips_original_07_undersample/Normal/Normal_007,32,train
Normal,Normal_670,data/interim/clips_original_07_undersample/Normal/Normal_670,32,val
Normal,Normal_722,data/interim/clips_original_07_undersample/Normal/Normal_722,32,val
Normal,Normal_032,data/interim/clips_original_07_undersample/Normal/Normal_032,32,train
Normal,Normal_247,data/interim/clips_original_07_undersample/Normal/Normal_247,32,train
Normal,Normal_035,data/interim/clips_original_07_undersample/Normal/Normal_035,32,train
Normal,Normal_452,data/interim/clips_original_07_undersample/Normal/Normal_452,32,train
Normal,Normal_207,data/interim/clips_original_07_undersample/Normal/Normal_207,32,val
Normal,Normal_008,data/interim/clips_original_07_undersample/Normal/Normal_008,32,train
Normal,Normal_855,data/interim/clips_original_07_undersample/Normal/Normal_855,32,train
Normal,Normal_083,data/interim/clips_original_07_undersample/Normal/Normal_083,32,train
Normal,Normal_694,data/interim/clips_original_07_undersample/Normal/Normal_694,32,train
Normal,Normal_707,data/interim/clips_original_07_undersample/Normal/Normal_707,32,test
Normal,Normal_038,data/interim/clips_original_07_undersample/Normal/Normal_038,32,train
Normal,Normal_678,data/interim/clips_original_07_undersample/Normal/Normal_678,32,train
Normal,Normal_100,data/interim/clips_original_07_undersample/Normal/Normal_100,32,train
Normal,Normal_508,data/interim/clips_original_07_undersample/Normal/Normal_508,32,train
Normal,Normal_142,data/interim/clips_original_07_undersample/Normal/Normal_142,32,train
Normal,Normal_015,data/interim/clips_original_07_undersample/Normal/Normal_015,32,test
Normal,Normal_158,data/interim/clips_original_07_undersample/Normal/Normal_158,32,test
Normal,Normal_353,data/interim/clips_original_07_undersample/Normal/Normal_353,32,val
Normal,Normal_253,data/interim/clips_original_07_undersample/Normal/Normal_253,32,train
Normal,Normal_181,data/interim/clips_original_07_undersample/Normal/Normal_181,32,train
Normal,Normal_214,data/interim/clips_original_07_undersample/Normal/Normal_214,32,train
Normal,Normal_109,data/interim/clips_original_07_undersample/Normal/Normal_109,32,train
Normal,Normal_455,data/interim/clips_original_07_undersample/Normal/Normal_455,32,train
Normal,Normal_460,data/interim/clips_original_07_undersample/Normal/Normal_460,32,val
Normal,Normal_417,data/interim/clips_original_07_undersample/Normal/Normal_417,32,train
Normal,Normal_681,data/interim/clips_original_07_undersample/Normal/Normal_681,32,train
Normal,Normal_201,data/interim/clips_original_07_undersample/Normal/Normal_201,32,val
Normal,Normal_456,data/interim/clips_original_07_undersample/Normal/Normal_456,32,train
Normal,Normal_619,data/interim/clips_original_07_undersample/Normal/Normal_619,32,train
Normal,Normal_086,data/interim/clips_original_07_undersample/Normal/Normal_086,32,train
Normal,Normal_157,data/interim/clips_original_07_undersample/Normal/Normal_157,24,train
Normal,Normal_945,data/interim/clips_original_07_undersample/Normal/Normal_945,32,train
Normal,Normal_585,data/interim/clips_original_07_undersample/Normal/Normal_585,32,test
Normal,Normal_026,data/interim/clips_original_07_undersample/Normal/Normal_026,32,train
Normal,Normal_173,data/interim/clips_original_07_undersample/Normal/Normal_173,32,train
Normal,Normal_303,data/interim/clips_original_07_undersample/Normal/Normal_303,32,train
Normal,Normal_457,data/interim/clips_original_07_undersample/Normal/Normal_457,32,test
Normal,Normal_411,data/interim/clips_original_07_undersample/Normal/Normal_411,32,train
Normal,Normal_350,data/interim/clips_original_07_undersample/Normal/Normal_350,32,train
Normal,Normal_946,data/interim/clips_original_07_undersample/Normal/Normal_946,32,val
Normal,Normal_402,data/interim/clips_original_07_undersample/Normal/Normal_402,32,train
Normal,Normal_570,data/interim/clips_original_07_undersample/Normal/Normal_570,32,val
Normal,Normal_349,data/interim/clips_original_07_undersample/Normal/Normal_349,32,val
Normal,Normal_317,data/interim/clips_original_07_undersample/Normal/Normal_317,32,test
Normal,Normal_174,data/interim/clips_original_07_undersample/Normal/Normal_174,32,train
Normal,Normal_001,data/interim/clips_original_07_undersample/Normal/Normal_001,32,val
Normal,Normal_885,data/interim/clips_original_07_undersample/Normal/Normal_885,32,train
Normal,Normal_039,data/interim/clips_original_07_undersample/Normal/Normal_039,32,test
Normal,Normal_239,data/interim/clips_original_07_undersample/Normal/Normal_239,32,val
Normal,Normal_498,data/interim/clips_original_07_undersample/Normal/Normal_498,32,train
Normal,Normal_688,data/interim/clips_original_07_undersample/Normal/Normal_688,32,train
Normal,Normal_929,data/interim/clips_original_07_undersample/Normal/Normal_929,32,train
Normal,Normal_949,data/interim/clips_original_07_undersample/Normal/Normal_949,32,test
Normal,Normal_598,data/interim/clips_original_07_undersample/Normal/Normal_598,32,test
Normal,Normal_112,data/interim/clips_original_07_undersample/Normal/Normal_112,32,test
Normal,Normal_361,data/interim/clips_original_07_undersample/Normal/Normal_361,32,train
Normal,Normal_135,data/interim/clips_original_07_undersample/Normal/Normal_135,32,val
Normal,Normal_454,data/interim/clips_original_07_undersample/Normal/Normal_454,32,train
Normal,Normal_399,data/interim/clips_original_07_undersample/Normal/Normal_399,32,train
Normal,Normal_047,data/interim/clips_original_07_undersample/Normal/Normal_047,32,train
Normal,Normal_037,data/interim/clips_original_07_undersample/Normal/Normal_037,32,train
Normal,Normal_754,data/interim/clips_original_07_undersample/Normal/Normal_754,32,val
Normal,Normal_547,data/interim/clips_original_07_undersample/Normal/Normal_547,32,train
Normal,Normal_758,data/interim/clips_original_07_undersample/Normal/Normal_758,32,train
Normal,Normal_199,data/interim/clips_original_07_undersample/Normal/Normal_199,32,train
Normal,Normal_255,data/interim/clips_original_07_undersample/Normal/Normal_255,32,train
Normal,Normal_354,data/interim/clips_original_07_undersample/Normal/Normal_354,32,test
Normal,Normal_144,data/interim/clips_original_07_undersample/Normal/Normal_144,32,val
Normal,Normal_341,data/interim/clips_original_07_undersample/Normal/Normal_341,32,train
Normal,Normal_160,data/interim/clips_original_07_undersample/Normal/Normal_160,32,test
Normal,Normal_523,data/interim/clips_original_07_undersample/Normal/Normal_523,32,train
Normal,Normal_365,data/interim/clips_original_07_undersample/Normal/Normal_365,32,train
Normal,Normal_403,data/interim/clips_original_07_undersample/Normal/Normal_403,32,train
Normal,Normal_360,data/interim/clips_original_07_undersample/Normal/Normal_360,32,train
Normal,Normal_401,data/interim/clips_original_07_undersample/Normal/Normal_401,32,test
Normal,Normal_605,data/interim/clips_original_07_undersample/Normal/Normal_605,32,train
Normal,Normal_092,data/interim/clips_original_07_undersample/Normal/Normal_092,32,val
Normal,Normal_046,data/interim/clips_original_07_undersample/Normal/Normal_046,32,train
Normal,Normal_530,data/interim/clips_original_07_undersample/Normal/Normal_530,32,train
Normal,Normal_612,data/interim/clips_original_07_undersample/Normal/Normal_612,32,train
