clip_id,mean_loss,max_loss,conf_error,error_freq,cls,split,video_id,rule_high_loss,rule_conf_error,rule_error_freq,n_rules_triggered,decision
Robbery_069,3.5958192263330733,5.6939167976379395,1.0,0.2857142857142857,Robbery,val,Robbery_069,True,True,False,2,filter
Robbery_007,3.379099633012499,5.86025333404541,1.0,0.2857142857142857,Robbery,val,Robbery_007,True,True,False,2,filter
Robbery_124,2.687530334506716,4.772231101989746,0.3586517588368484,0.2857142857142857,Robbery,train,Robbery_124,True,True,False,2,filter
Robbery_137,2.576087236404419,4.444065570831299,1.0,0.2857142857142857,Robbery,val,Robbery_137,True,True,False,2,filter
Normal_177,2.5259064648832594,4.257209300994873,1.0,0.2857142857142857,Normal,val,Normal_177,True,True,False,2,filter
Robbery_018,2.3219181086335863,4.6113505363464355,1.0,0.2857142857142857,Robbery,val,Robbery_018,True,True,False,2,filter
Robbery_085,2.246124816792352,3.681786298751831,1.0,0.2857142857142857,Robbery,val,Robbery_085,True,True,False,2,filter
Normal_948,1.4110282462622439,3.7235467433929443,1.0,0.2857142857142857,Normal,val,Normal_948,True,True,False,2,filter
Robbery_129,1.1762613028820073,2.653653383255005,1.0,0.2857142857142857,Robbery,val,Robbery_129,True,True,False,2,filter
Robbery_146,0.9681364728936127,2.9180681705474854,1.0,0.2857142857142857,Robbery,val,Robbery_146,True,True,False,2,filter
Normal_570,0.9621360823512077,2.0147202014923096,1.0,0.2857142857142857,Normal,val,Normal_570,True,True,False,2,filter
Normal_046,0.9402493068150112,2.850182056427002,1.0,0.2857142857142857,Normal,val,Normal_046,True,True,False,2,filter
Robbery_075,0.9256792100412505,2.757009744644165,1.0,0.2857142857142857,Robbery,val,Robbery_075,True,True,False,2,filter
