number,value,datetime_start,datetime_complete,duration,params_batch_size,params_bidirectional,params_dropout_fc,params_hidden_size,params_lr,params_num_layers,params_weight_decay,user_attrs_best_val_auc,state
0,0.547503337264061,2026-03-27 21:45:50.999807,2026-03-27 21:46:00.437883,0 days 00:00:09.438076,32,False,0.28493564427131046,96,0.0011504753106625046,1,0.0002607024758370766,0.8875,COMPLETE
1,0.5082897692918777,2026-03-27 21:46:00.437883,2026-03-27 21:46:21.754424,0 days 00:00:21.316541,32,True,0.4056937753654446,192,0.0007496501097315302,1,5.4041038546473305e-05,0.8937499999999999,COMPLETE
2,0.35074644287427265,2026-03-27 21:46:21.761264,2026-03-27 21:46:36.912019,0 days 00:00:15.150755,16,True,0.39807076404450803,128,0.0007627211116577326,3,1.5679933916722995e-05,0.9270833333333333,COMPLETE
3,0.3825809533397357,2026-03-27 21:46:36.912019,2026-03-27 21:46:49.349250,0 days 00:00:12.437231,16,True,0.5687496940092467,96,0.0019174238140216384,2,0.0003550304858128307,0.9020833333333333,COMPLETE
4,0.44048723578453064,2026-03-27 21:46:49.359335,2026-03-27 21:47:10.223225,0 days 00:00:20.863890,32,True,0.5947547746402069,256,0.0007380901894391266,1,0.00012172847081122418,0.9020833333333333,COMPLETE
5,0.3220012237628301,2026-03-27 21:47:10.223225,2026-03-27 21:48:18.973809,0 days 00:01:08.750584,16,True,0.22542334011440945,192,0.0008218411404269376,3,1.70505392602693e-05,0.9333333333333333,COMPLETE
6,0.2962489053606987,2026-03-27 21:48:18.973809,2026-03-27 21:48:55.135447,0 days 00:00:36.161638,16,False,0.37101640734341984,256,0.0014355166831664403,2,0.0001326033192269654,0.925,COMPLETE
7,0.3743533194065094,2026-03-27 21:48:55.136447,2026-03-27 21:49:31.591298,0 days 00:00:36.454851,64,True,0.26448851490160175,192,0.000883171698312604,2,0.0003244160088734161,0.88125,COMPLETE
8,0.4317403982083003,2026-03-27 21:49:31.591298,2026-03-27 21:49:42.912535,0 days 00:00:11.321237,16,True,0.3708431154505025,64,0.0015314309403948435,1,0.0006197015748809143,0.8791666666666667,COMPLETE
9,0.4308239445090294,2026-03-27 21:49:42.912535,2026-03-27 21:49:51.922837,0 days 00:00:09.010302,32,False,0.5887128330883842,96,0.0018478138267043395,1,4.4300218067679785e-05,0.9166666666666666,COMPLETE
10,0.4051731824874878,2026-03-27 21:49:51.922837,2026-03-27 21:50:08.310118,0 days 00:00:16.387281,64,False,0.49126804502923016,256,0.0005126065261429245,2,0.00011794741578776494,0.9,COMPLETE
11,0.4183117250601451,2026-03-27 21:50:08.310118,2026-03-27 21:50:49.462924,0 days 00:00:41.152806,16,False,0.22108779176995955,192,0.0012921394802672813,3,1.0417360920350827e-05,0.8708333333333333,COMPLETE
12,0.3382508208354314,2026-03-27 21:50:49.462924,2026-03-27 21:51:38.614240,0 days 00:00:49.151316,16,False,0.317509110609564,256,0.0009988537700117758,3,2.8239890993965703e-05,0.9291666666666667,COMPLETE
13,0.4354056343436241,2026-03-27 21:51:38.614240,2026-03-27 21:51:50.554135,0 days 00:00:11.939895,16,False,0.4695456595762007,128,0.0005528788971444906,3,7.01047862413305e-05,0.9354166666666667,COMPLETE
14,0.3339509963989258,2026-03-27 21:51:50.554135,2026-03-27 21:52:02.753573,0 days 00:00:12.199438,16,True,0.21678706391583558,64,0.0014374293360523084,2,2.6243018818127848e-05,0.90625,COMPLETE
15,0.39390092591444653,2026-03-27 21:52:02.754572,2026-03-27 21:52:38.845199,0 days 00:00:36.090627,16,False,0.31575415292155984,256,0.0010860607104367682,2,0.00017557979945574372,0.89375,COMPLETE
16,0.25538378953933716,2026-03-27 21:52:38.845199,2026-03-27 21:53:31.441859,0 days 00:00:52.596660,64,True,0.4650068393934398,192,0.0009019872394594411,3,0.0008547731631155262,0.9291666666666667,COMPLETE
17,0.39167389273643494,2026-03-27 21:53:31.451119,2026-03-27 21:53:50.257399,0 days 00:00:18.806280,64,False,0.48914208183526214,192,0.0006105619040794546,2,0.0009006020499939699,0.8979166666666667,COMPLETE
18,0.3684234321117401,2026-03-27 21:53:50.257399,2026-03-27 21:54:24.594905,0 days 00:00:34.337506,64,True,0.4480595631138229,256,0.0016463827258369511,3,0.000619173805232399,0.9395833333333334,COMPLETE
19,0.47118499875068665,2026-03-27 21:54:24.594905,2026-03-27 21:54:32.995968,0 days 00:00:08.401063,64,False,0.5255974822311326,128,0.0012963922167505532,2,0.00019546102190065394,0.8895833333333334,COMPLETE
20,0.36960768699645996,2026-03-27 21:54:32.995968,2026-03-27 21:54:41.848540,0 days 00:00:08.852572,64,True,0.3493641011084635,64,0.0009421711276981052,3,0.000556225305441539,0.9270833333333334,COMPLETE
21,0.35097388674815494,2026-03-27 21:54:41.848540,2026-03-27 21:55:50.774799,0 days 00:01:08.926259,16,True,0.43582334840700604,192,0.0008696997331901554,3,3.2187013688926906e-05,0.88125,COMPLETE
22,0.37606261173884076,2026-03-27 21:55:50.774799,2026-03-27 21:56:59.761854,0 days 00:01:08.987055,16,True,0.5272528100753763,192,0.000663590884012856,3,8.078320352814233e-05,0.9229166666666667,COMPLETE
23,0.36292764544487,2026-03-27 21:56:59.761854,2026-03-27 21:57:52.192802,0 days 00:00:52.430948,64,True,0.2517476588251184,192,0.0011542735816656232,3,1.7602113492094366e-05,0.9,COMPLETE
24,0.44707385698954266,2026-03-27 21:57:52.192802,2026-03-27 21:58:40.038705,0 days 00:00:47.845903,16,True,0.4131184917661179,192,0.0008241434220501024,2,0.000909851589005447,0.8750000000000001,COMPLETE
