number,value,datetime_start,datetime_complete,duration,params_batch_size,params_bidirectional,params_dropout_fc,params_hidden_size,params_lr,params_num_layers,params_weight_decay,state
0,0.6165004372596741,2026-03-06 17:57:00.897356,2026-03-06 17:57:10.854659,0 days 00:00:09.957303,32,False,0.28493564427131046,96,0.0011504753106625046,1,0.0002607024758370766,COMPLETE
1,0.6064081192016602,2026-03-06 17:57:10.856657,2026-03-06 17:57:18.265329,0 days 00:00:07.408672,32,True,0.4056937753654446,192,0.0007496501097315302,1,5.4041038546473305e-05,COMPLETE
2,0.6221691146492958,2026-03-06 17:57:18.267330,2026-03-06 17:57:28.081446,0 days 00:00:09.814116,16,True,0.39807076404450803,128,0.0007627211116577326,3,1.5679933916722995e-05,COMPLETE
3,0.6052490174770355,2026-03-06 17:57:28.082577,2026-03-06 17:57:36.897585,0 days 00:00:08.815008,16,True,0.5687496940092467,96,0.0019174238140216384,2,0.0003550304858128307,COMPLETE
4,0.6108047962188721,2026-03-06 17:57:36.898585,2026-03-06 17:57:44.799720,0 days 00:00:07.901135,32,True,0.5947547746402069,256,0.0007380901894391266,1,0.00012172847081122418,COMPLETE
5,0.5595810785889626,2026-03-06 17:57:44.801226,2026-03-06 17:58:02.765619,0 days 00:00:17.964393,16,True,0.22542334011440945,192,0.0008218411404269376,3,1.70505392602693e-05,COMPLETE
6,0.5528620854020119,2026-03-06 17:58:02.767125,2026-03-06 17:58:15.205477,0 days 00:00:12.438352,16,False,0.37101640734341984,256,0.0014355166831664403,2,0.0001326033192269654,COMPLETE
7,0.5876916646957397,2026-03-06 17:58:15.206477,2026-03-06 17:58:22.451666,0 days 00:00:07.245189,64,True,0.26448851490160175,192,0.000883171698312604,2,0.0003244160088734161,COMPLETE
8,0.608884297311306,2026-03-06 17:58:22.452668,2026-03-06 17:58:31.100303,0 days 00:00:08.647635,16,True,0.3708431154505025,64,0.0015314309403948435,1,0.0006197015748809143,COMPLETE
9,0.6015158295631409,2026-03-06 17:58:31.101805,2026-03-06 17:58:37.163472,0 days 00:00:06.061667,32,False,0.5887128330883842,96,0.0018478138267043395,1,4.4300218067679785e-05,COMPLETE
