clip_id,mean_loss,max_loss,conf_error,error_freq,cls,split,video_id,rule_high_loss,rule_conf_error,rule_error_freq,n_rules_triggered,decision
Robbery_069,3.3045534381740973,5.354740619659424,1.0,0.2631578947368421,Robbery,val,Robbery_069,True,True,False,2,filter
Robbery_124,3.0842480675170294,5.556718349456787,0.3647103407358947,0.2631578947368421,Robbery,train,Robbery_124,True,True,False,2,filter
Robbery_007,2.993076780908986,5.019428730010986,1.0,0.2631578947368421,Robbery,val,Robbery_007,True,True,False,2,filter
Normal_177,2.9775537656326043,4.936766624450684,1.0,0.2631578947368421,Normal,val,Normal_177,True,True,False,2,filter
Normal_115,2.7737344581829873,4.510875701904297,0.35235790673055145,0.2631578947368421,Normal,train,Normal_115,True,True,False,2,filter
Robbery_137,2.4992955530944623,4.562102317810059,1.0,0.2631578947368421,Robbery,val,Robbery_137,True,True,False,2,filter
Robbery_085,2.4326433642326215,4.721065998077393,1.0,0.2631578947368421,Robbery,val,Robbery_085,True,True,False,2,filter
Robbery_146,2.332855266077738,4.859453201293945,1.0,0.2631578947368421,Robbery,val,Robbery_146,True,True,False,2,filter
Robbery_122,1.7242650371044874,5.4712629318237305,0.3514175874818313,0.2631578947368421,Robbery,train,Robbery_122,True,True,False,2,filter
Robbery_109,1.456972905679753,3.508790969848633,1.0,0.2631578947368421,Robbery,val,Robbery_109,True,True,False,2,filter
Robbery_005,1.20069132647232,2.69691801071167,1.0,0.2631578947368421,Robbery,val,Robbery_005,True,True,False,2,filter
Robbery_018,1.1469226543252404,4.087661266326904,1.0,0.2631578947368421,Robbery,val,Robbery_018,True,True,False,2,filter
Robbery_075,1.050288285765993,3.480699300765991,1.0,0.2631578947368421,Robbery,val,Robbery_075,True,True,False,2,filter
Normal_145,0.9517960686138586,3.6068601608276367,1.0,0.2631578947368421,Normal,val,Normal_145,True,True,False,2,filter
Robbery_020,0.9002394732578021,3.377027750015259,1.0,0.2631578947368421,Robbery,val,Robbery_020,True,True,False,2,filter
Robbery_129,0.875834192345409,3.302328109741211,1.0,0.2631578947368421,Robbery,val,Robbery_129,True,True,False,2,filter
Robbery_074,0.7117401060746297,2.7540249824523926,1.0,0.2631578947368421,Robbery,val,Robbery_074,True,True,False,2,filter
Normal_209,0.6291290758128621,2.875791311264038,1.0,0.2631578947368421,Normal,val,Normal_209,True,True,False,2,filter
Robbery_088,0.6195981471774805,4.002668857574463,0.35722552632030685,0.2631578947368421,Robbery,train,Robbery_088,True,True,False,2,filter
