number,value,datetime_start,datetime_complete,duration,params_batch_size,params_bidirectional,params_dropout_fc,params_hidden_size,params_lr,params_num_layers,params_weight_decay,user_attrs_best_val_auc,user_attrs_seed,state
0,0.599628746509552,2026-03-12 20:45:43.898362,2026-03-12 20:46:01.968488,0 days 00:00:18.070126,32,False,0.28493564427131046,96,0.0011504753106625046,1,0.0002607024758370766,0.8225806451612904,42,COMPLETE
1,0.6164053678512573,2026-03-12 20:46:01.971507,2026-03-12 20:46:10.278417,0 days 00:00:08.306910,32,True,0.4056937753654446,192,0.0007496501097315302,1,5.4041038546473305e-05,0.8193548387096774,43,COMPLETE
2,0.7002100199460983,2026-03-12 20:46:10.278417,2026-03-12 20:46:21.150157,0 days 00:00:10.871740,16,True,0.39807076404450803,128,0.0007627211116577326,3,1.5679933916722995e-05,0.8161290322580645,44,COMPLETE
3,0.6118929386138916,2026-03-12 20:46:21.150157,2026-03-12 20:46:31.151447,0 days 00:00:10.001290,16,True,0.5687496940092467,96,0.0019174238140216384,2,0.0003550304858128307,0.7467741935483871,45,COMPLETE
4,0.5707042813301086,2026-03-12 20:46:31.158663,2026-03-12 20:46:40.092281,0 days 00:00:08.933618,32,True,0.5947547746402069,256,0.0007380901894391266,1,0.00012172847081122418,0.8274193548387097,46,COMPLETE
5,0.5999991744756699,2026-03-12 20:46:40.092281,2026-03-12 20:47:00.082661,0 days 00:00:19.990380,16,True,0.22542334011440945,192,0.0008218411404269376,3,1.70505392602693e-05,0.8129032258064516,47,COMPLETE
6,0.614487387239933,2026-03-12 20:47:00.082661,2026-03-12 20:47:13.798430,0 days 00:00:13.715769,16,False,0.37101640734341984,256,0.0014355166831664403,2,0.0001326033192269654,0.7758064516129032,48,COMPLETE
7,0.5994608998298645,2026-03-12 20:47:13.798430,2026-03-12 20:47:22.538160,0 days 00:00:08.739730,64,True,0.26448851490160175,192,0.000883171698312604,2,0.0003244160088734161,0.8064516129032259,49,COMPLETE
8,0.6239955723285675,2026-03-12 20:47:22.538160,2026-03-12 20:47:31.938144,0 days 00:00:09.399984,16,True,0.3708431154505025,64,0.0015314309403948435,1,0.0006197015748809143,0.7709677419354838,50,COMPLETE
9,0.6134017705917358,2026-03-12 20:47:31.942404,2026-03-12 20:47:39.120714,0 days 00:00:07.178310,32,False,0.5887128330883842,96,0.0018478138267043395,1,4.4300218067679785e-05,0.7919354838709678,51,COMPLETE
10,0.5857997536659241,2026-03-12 20:47:39.121714,2026-03-12 20:47:46.693492,0 days 00:00:07.571778,64,False,0.4921467580828037,256,0.0005126065261429245,2,0.00010117248921128361,0.8048387096774193,52,COMPLETE
11,0.5782474875450134,2026-03-12 20:47:46.693492,2026-03-12 20:47:54.168167,0 days 00:00:07.474675,64,False,0.48907214115801195,256,0.0005063996376266946,2,8.776006475933925e-05,0.817741935483871,53,COMPLETE
12,0.6079555749893188,2026-03-12 20:47:54.169986,2026-03-12 20:48:02.423118,0 days 00:00:08.253132,64,False,0.5165877328999808,256,0.000503185013133512,3,4.384997338756333e-05,0.7580645161290323,54,COMPLETE
