class,directoryname,directorypath,numclips,split
Normal,Normal_007,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_007,32,train
Normal,Normal_008,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_008,32,train
Normal,Normal_012,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_012,32,train
Normal,Normal_020,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_020,30,train
Normal,Normal_021,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_021,32,train
Normal,Normal_023,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_023,32,train
Normal,Normal_032,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_032,32,train
Normal,Normal_039,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_039,32,train
Normal,Normal_043,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_043,32,train
Normal,Normal_047,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_047,32,train
Normal,Normal_054,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_054,32,train
Normal,Normal_057,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_057,32,train
Normal,Normal_058,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_058,32,train
Normal,Normal_061,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_061,32,train
Normal,Normal_064,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_064,31,train
Normal,Normal_066,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_066,32,train
Normal,Normal_069,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_069,32,train
Normal,Normal_080,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_080,31,train
Normal,Normal_083,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_083,32,train
Normal,Normal_085,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_085,32,train
Normal,Normal_086,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_086,32,train
Normal,Normal_092,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_092,32,train
Normal,Normal_096,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_096,32,train
Normal,Normal_099,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_099,32,train
Normal,Normal_100,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_100,32,train
Normal,Normal_130,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_130,32,train
Normal,Normal_135,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_135,32,train
Normal,Normal_142,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_142,32,train
Normal,Normal_143,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_143,32,train
Normal,Normal_144,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_144,32,train
Normal,Normal_150,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_150,32,train
Normal,Normal_152,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_152,32,train
Normal,Normal_158,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_158,32,train
Normal,Normal_162,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_162,32,train
Normal,Normal_163,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_163,32,train
Normal,Normal_172,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_172,32,train
Normal,Normal_173,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_173,32,train
Normal,Normal_174,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_174,32,train
Normal,Normal_181,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_181,32,train
Normal,Normal_199,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_199,32,train
Normal,Normal_205,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_205,32,train
Normal,Normal_206,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_206,32,train
Normal,Normal_213,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_213,32,train
Normal,Normal_214,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_214,32,train
Normal,Normal_237,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_237,32,train
Normal,Normal_239,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_239,32,train
Normal,Normal_247,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_247,32,train
Normal,Normal_255,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_255,32,train
Normal,Normal_289,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_289,32,train
Normal,Normal_299,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_299,32,train
Normal,Normal_303,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_303,32,train
Normal,Normal_305,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_305,32,train
Normal,Normal_306,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_306,32,train
Normal,Normal_314,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_314,32,train
Normal,Normal_317,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_317,32,train
Normal,Normal_318,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_318,32,train
Normal,Normal_335,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_335,32,train
Normal,Normal_341,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_341,32,train
Normal,Normal_342,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_342,32,train
Normal,Normal_345,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_345,13,train
Normal,Normal_346,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_346,32,train
Normal,Normal_350,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_350,32,train
Normal,Normal_353,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_353,32,train
Normal,Normal_361,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_361,32,train
Normal,Normal_365,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_365,32,train
Normal,Normal_375,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_375,32,train
Normal,Normal_399,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_399,32,train
Normal,Normal_401,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_401,32,train
Normal,Normal_402,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_402,32,train
Normal,Normal_403,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_403,25,train
Normal,Normal_411,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_411,32,train
Normal,Normal_416,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_416,32,train
Normal,Normal_417,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_417,32,train
Normal,Normal_445,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_445,32,train
Normal,Normal_446,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_446,30,train
Normal,Normal_450,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_450,32,train
Normal,Normal_452,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_452,27,train
Normal,Normal_454,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_454,32,train
Normal,Normal_455,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_455,32,train
Normal,Normal_456,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_456,32,train
Normal,Normal_457,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_457,32,train
Normal,Normal_459,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_459,32,train
Normal,Normal_460,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_460,32,train
Normal,Normal_508,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_508,32,train
Normal,Normal_509,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_509,32,train
Normal,Normal_512,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_512,32,train
Normal,Normal_530,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_530,32,train
Normal,Normal_547,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_547,32,train
Normal,Normal_566,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_566,32,train
Normal,Normal_579,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_579,32,train
Normal,Normal_585,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_585,32,train
Normal,Normal_597,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_597,32,train
Normal,Normal_599,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_599,32,train
Normal,Normal_605,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_605,32,train
Normal,Normal_612,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_612,32,train
Normal,Normal_654,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_654,32,train
Normal,Normal_670,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_670,32,train
Normal,Normal_674,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_674,32,train
Normal,Normal_677,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_677,32,train
Normal,Normal_678,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_678,32,train
Normal,Normal_681,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_681,32,train
Normal,Normal_687,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_687,32,train
Normal,Normal_688,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_688,32,train
Normal,Normal_695,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_695,32,train
Normal,Normal_699,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_699,32,train
Normal,Normal_707,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_707,32,train
Normal,Normal_711,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_711,32,train
Normal,Normal_745,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_745,19,train
Normal,Normal_753,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_753,32,train
Normal,Normal_754,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_754,32,train
Normal,Normal_759,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_759,32,train
Normal,Normal_772,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_772,32,train
Normal,Normal_795,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_795,32,train
Normal,Normal_819,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_819,32,train
Normal,Normal_820,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_820,32,train
Normal,Normal_854,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_854,32,train
Normal,Normal_859,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_859,32,train
Normal,Normal_861,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_861,32,train
Normal,Normal_881,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_881,14,train
Normal,Normal_929,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_929,32,train
Normal,Normal_947,data/interim/clips_original_len16_seg32_uniform/Normal/Normal_947,32,train
Robbery,Robbery_006,data/interim/clips_original_len16_seg32_uniform/Robbery/Robbery_006,32,train
Robbery,Robbery_009,data/interim/clips_original_len16_seg32_uniform/Robbery/Robbery_009,32,train
Robbery,Robbery_010,data/interim/clips_original_len16_seg32_uniform/Robbery/Robbery_010,32,train
Robbery,Robbery_011,data/interim/clips_original_len16_seg32_uniform/Robbery/Robbery_011,32,train
Robbery,Robbery_013,data/interim/clips_original_len16_seg32_uniform/Robbery/Robbery_013,32,train
Robbery,Robbery_014,data/interim/clips_original_len16_seg32_uniform/Robbery/Robbery_014,32,train
Robbery,Robbery_015,data/interim/clips_original_len16_seg32_uniform/Robbery/Robbery_015,32,train
Robbery,Robbery_016,data/interim/clips_original_len16_seg32_uniform/Robbery/Robbery_016,32,train
Robbery,Robbery_017,data/interim/clips_original_len16_seg32_uniform/Robbery/Robbery_017,32,train
Robbery,Robbery_021,data/interim/clips_original_len16_seg32_uniform/Robbery/Robbery_021,32,train
Robbery,Robbery_022,data/interim/clips_original_len16_seg32_uniform/Robbery/Robbery_022,32,train
Robbery,Robbery_023,data/interim/clips_original_len16_seg32_uniform/Robbery/Robbery_023,32,train
Robbery,Robbery_024,data/interim/clips_original_len16_seg32_uniform/Robbery/Robbery_024,32,train
Robbery,Robbery_026,data/interim/clips_original_len16_seg32_uniform/Robbery/Robbery_026,32,train
Robbery,Robbery_027,data/interim/clips_original_len16_seg32_uniform/Robbery/Robbery_027,32,train
Robbery,Robbery_028,data/interim/clips_original_len16_seg32_uniform/Robbery/Robbery_028,32,train
Robbery,Robbery_030,data/interim/clips_original_len16_seg32_uniform/Robbery/Robbery_030,32,train
Robbery,Robbery_033,data/interim/clips_original_len16_seg32_uniform/Robbery/Robbery_033,32,train
Robbery,Robbery_034,data/interim/clips_original_len16_seg32_uniform/Robbery/Robbery_034,32,train
