number,value,datetime_start,datetime_complete,duration,params_batch_size,params_bidirectional,params_dropout_fc,params_hidden_size,params_lr,params_num_layers,params_weight_decay,user_attrs_best_val_auc,state
0,0.28426283737644553,2026-03-27 23:04:41.387242,2026-03-27 23:04:49.509975,0 days 00:00:08.122733,32,False,0.28493564427131046,96,0.0011504753106625046,1,0.0002607024758370766,0.9375,COMPLETE
1,0.2931419461965561,2026-03-27 23:04:49.509975,2026-03-27 23:04:59.459279,0 days 00:00:09.949304,32,True,0.4056937753654446,192,0.0007496501097315302,1,5.4041038546473305e-05,0.95625,COMPLETE
2,0.29617202778657276,2026-03-27 23:04:59.459279,2026-03-27 23:05:11.831533,0 days 00:00:12.372254,16,True,0.39807076404450803,128,0.0007627211116577326,3,1.5679933916722995e-05,0.9208333333333334,COMPLETE
3,0.3431040445963542,2026-03-27 23:05:11.831533,2026-03-27 23:05:22.942783,0 days 00:00:11.111250,16,True,0.5687496940092467,96,0.0019174238140216384,2,0.0003550304858128307,0.9208333333333334,COMPLETE
4,0.23658858239650726,2026-03-27 23:05:22.942783,2026-03-27 23:05:33.029559,0 days 00:00:10.086776,32,True,0.5947547746402069,256,0.0007380901894391266,1,0.00012172847081122418,0.9333333333333333,COMPLETE
5,0.26694973061482113,2026-03-27 23:05:33.029559,2026-03-27 23:05:55.631332,0 days 00:00:22.601773,16,True,0.22542334011440945,192,0.0008218411404269376,3,1.70505392602693e-05,0.9291666666666667,COMPLETE
6,0.28928904980421066,2026-03-27 23:05:55.631332,2026-03-27 23:06:11.332669,0 days 00:00:15.701337,16,False,0.37101640734341984,256,0.0014355166831664403,2,0.0001326033192269654,0.9083333333333333,COMPLETE
7,0.2923305332660675,2026-03-27 23:06:11.332669,2026-03-27 23:06:20.402684,0 days 00:00:09.070015,64,True,0.26448851490160175,192,0.000883171698312604,2,0.0003244160088734161,0.9541666666666667,COMPLETE
8,0.2636313537756602,2026-03-27 23:06:20.402684,2026-03-27 23:06:30.603758,0 days 00:00:10.201074,16,True,0.3708431154505025,64,0.0015314309403948435,1,0.0006197015748809143,0.94375,COMPLETE
9,0.251413743942976,2026-03-27 23:06:30.603758,2026-03-27 23:06:38.246885,0 days 00:00:07.643127,32,False,0.5887128330883842,96,0.0018478138267043395,1,4.4300218067679785e-05,0.9458333333333333,COMPLETE
10,0.17792220413684845,2026-03-27 23:06:38.246885,2026-03-27 23:06:47.278141,0 days 00:00:09.031256,64,False,0.4921467580828037,256,0.0005126065261429245,2,0.00010117248921128361,0.9416666666666667,COMPLETE
11,0.15110819041728973,2026-03-27 23:06:47.278141,2026-03-27 23:06:55.301292,0 days 00:00:08.023151,64,False,0.48907214115801195,256,0.0005063996376266946,2,8.776006475933925e-05,0.9520833333333334,COMPLETE
12,0.15351621806621552,2026-03-27 23:06:55.301292,2026-03-27 23:07:03.303811,0 days 00:00:08.002519,64,False,0.49211336894685365,256,0.0005029367232475836,2,5.1377642830119504e-05,0.9541666666666667,COMPLETE
13,0.21875619888305664,2026-03-27 23:07:03.303811,2026-03-27 23:07:11.917539,0 days 00:00:08.613728,64,False,0.48479112088536463,256,0.000510171884697431,3,4.020719224305434e-05,0.9395833333333333,COMPLETE
14,0.14487449824810028,2026-03-27 23:07:11.919543,2026-03-27 23:07:19.512046,0 days 00:00:07.592503,64,False,0.4963792441068867,256,0.0005976695470614513,2,2.814145272515242e-05,0.9541666666666667,COMPLETE
15,0.4214667081832886,2026-03-27 23:07:19.512046,2026-03-27 23:07:20.700921,0 days 00:00:01.188875,64,False,0.45249889714913566,64,0.0006151672702452408,2,1.0184491042294961e-05,,PRUNED
16,0.7301194667816162,2026-03-27 23:07:20.702923,2026-03-27 23:07:21.928467,0 days 00:00:01.225544,64,False,0.5279439156968389,128,0.0006212035334744976,2,2.4346596102796976e-05,,PRUNED
17,0.22897450625896454,2026-03-27 23:07:21.938411,2026-03-27 23:07:30.551606,0 days 00:00:08.613195,64,False,0.4403772049738224,256,0.0006084322301520073,3,0.0001926300832284274,0.9166666666666666,COMPLETE
18,0.3024330735206604,2026-03-27 23:07:30.551606,2026-03-27 23:07:39.474759,0 days 00:00:08.923153,64,False,0.5388249568257985,256,0.0010257798469020614,3,7.21419684411737e-05,0.95625,COMPLETE
