clip_id,mean_loss,max_loss,conf_error,error_freq,cls,split,video_id,rule_high_loss,rule_conf_error,rule_error_freq,n_rules_triggered,decision
Robbery_069,3.6603199470610845,6.002384185791016,1.0,0.23809523809523808,Robbery,val,Robbery_069,True,True,False,2,filter
Robbery_007,3.4550324110757735,5.823581218719482,1.0,0.23809523809523808,Robbery,val,Robbery_007,True,True,False,2,filter
Robbery_124,3.135598225252969,6.903858184814453,0.36856564394907937,0.23809523809523808,Robbery,train,Robbery_124,True,True,False,2,filter
Robbery_137,2.7678468901486624,5.162191390991211,1.0,0.23809523809523808,Robbery,val,Robbery_137,True,True,False,2,filter
Robbery_075,2.1268371499720073,4.776401996612549,1.0,0.23809523809523808,Robbery,val,Robbery_075,True,True,False,2,filter
Robbery_085,2.091453192489488,4.610660076141357,1.0,0.23809523809523808,Robbery,val,Robbery_085,True,True,False,2,filter
Robbery_146,1.8788557818957738,4.783820152282715,1.0,0.23809523809523808,Robbery,val,Robbery_146,True,True,False,2,filter
Robbery_018,1.8582619095132464,4.049462795257568,1.0,0.23809523809523808,Robbery,val,Robbery_018,True,True,False,2,filter
Robbery_129,1.790038855657691,4.543818473815918,1.0,0.23809523809523808,Robbery,val,Robbery_129,True,True,False,2,filter
Normal_177,1.7210486182676894,4.249386310577393,1.0,0.23809523809523808,Normal,val,Normal_177,True,True,False,2,filter
Robbery_109,1.643725760990665,3.978307008743286,1.0,0.23809523809523808,Robbery,val,Robbery_109,True,True,False,2,filter
Normal_570,1.044496605350148,2.3309786319732666,1.0,0.23809523809523808,Normal,val,Normal_570,True,True,False,2,filter
