clip_id,mean_loss,max_loss,conf_error,error_freq,cls,split,video_id,rule_high_loss,rule_conf_error,rule_error_freq,n_rules_triggered,decision
Robbery_129,2.454268228440058,4.500476360321045,1.0,0.23809523809523808,Robbery,val,Robbery_129,True,True,False,2,filter
Robbery_007,2.4196060612088157,4.690189838409424,1.0,0.23809523809523808,Robbery,val,Robbery_007,True,True,False,2,filter
Robbery_146,2.3764778404008773,4.436944484710693,1.0,0.23809523809523808,Robbery,val,Robbery_146,True,True,False,2,filter
Normal_177,2.3699884584971835,4.729990482330322,1.0,0.23809523809523808,Normal,val,Normal_177,True,True,False,2,filter
Robbery_137,2.3229987507774714,4.228693962097168,1.0,0.23809523809523808,Robbery,val,Robbery_137,True,True,False,2,filter
Robbery_085,2.294174861340296,4.315236568450928,1.0,0.23809523809523808,Robbery,val,Robbery_085,True,True,False,2,filter
Robbery_069,1.8998170438266935,3.4662299156188965,1.0,0.23809523809523808,Robbery,val,Robbery_069,True,True,False,2,filter
Robbery_128,1.7857747847835224,4.444790363311768,1.0,0.23809523809523808,Robbery,val,Robbery_128,True,True,False,2,filter
Normal_570,1.552739781992776,3.2373814582824707,1.0,0.23809523809523808,Normal,val,Normal_570,True,True,False,2,filter
Normal_948,1.4196103862708522,4.255279541015625,1.0,0.23809523809523808,Normal,val,Normal_948,True,True,False,2,filter
Normal_046,1.0291223520679134,4.236527919769287,1.0,0.23809523809523808,Normal,val,Normal_046,True,True,False,2,filter
Normal_209,0.9494375771000272,2.454984188079834,1.0,0.23809523809523808,Normal,val,Normal_209,True,True,False,2,filter
Normal_017,0.884957511332773,3.0716214179992676,1.0,0.23809523809523808,Normal,val,Normal_017,True,True,False,2,filter
Robbery_018,0.8550070583642948,3.207374334335327,1.0,0.23809523809523808,Robbery,val,Robbery_018,True,True,False,2,filter
