clip_id,mean_loss,max_loss,conf_error,error_freq,cls,split,video_id,rule_high_loss,rule_conf_error,rule_error_freq,n_rules_triggered,decision
Robbery_069,4.453074255159923,6.359017372131348,1.0,0.2857142857142857,Robbery,val,Robbery_069,True,True,False,2,filter
Robbery_007,4.006773018411228,6.148604869842529,1.0,0.2857142857142857,Robbery,val,Robbery_007,True,True,False,2,filter
Robbery_085,3.675115849290575,6.050852298736572,1.0,0.2857142857142857,Robbery,val,Robbery_085,True,True,False,2,filter
Robbery_124,3.5029654119695937,6.369530200958252,0.4113349869315113,0.2857142857142857,Robbery,train,Robbery_124,True,True,False,2,filter
Normal_177,2.7974409588745663,5.651902198791504,1.0,0.2857142857142857,Normal,val,Normal_177,True,True,False,2,filter
Robbery_018,2.2928145911012376,5.677525043487549,1.0,0.2857142857142857,Robbery,val,Robbery_018,True,True,False,2,filter
Robbery_129,2.1953035795262883,5.641525745391846,1.0,0.2857142857142857,Robbery,val,Robbery_129,True,True,False,2,filter
Robbery_137,2.106363909585135,5.881186008453369,1.0,0.2857142857142857,Robbery,val,Robbery_137,True,True,False,2,filter
Robbery_146,2.0934150852262974,6.054638385772705,1.0,0.2857142857142857,Robbery,val,Robbery_146,True,True,False,2,filter
Normal_209,1.9577140933168786,5.294641494750977,1.0,0.2857142857142857,Normal,val,Normal_209,True,True,False,2,filter
Normal_145,1.3923756395067488,3.5492398738861084,1.0,0.2857142857142857,Normal,val,Normal_145,True,True,False,2,filter
Robbery_075,1.3524042357291495,5.177920341491699,1.0,0.2857142857142857,Robbery,val,Robbery_075,True,True,False,2,filter
Normal_570,1.0822195547100688,3.589024543762207,1.0,0.2857142857142857,Normal,val,Normal_570,True,True,False,2,filter
Normal_948,1.0295449551194906,3.741189479827881,1.0,0.2857142857142857,Normal,val,Normal_948,True,True,False,2,filter
Robbery_109,1.0007864095470203,4.609577655792236,1.0,0.2857142857142857,Robbery,val,Robbery_109,True,True,False,2,filter
