clip_id,mean_loss,max_loss,conf_error,error_freq,cls,split,video_id,rule_high_loss,rule_conf_error,rule_error_freq,n_rules_triggered,decision
Normal_115,3.212927546190179,5.428575038909912,0.3885078585666159,0.2608695652173913,Normal,train,Normal_115,True,True,False,2,filter
Robbery_007,2.919067517570827,4.916291236877441,1.0,0.2608695652173913,Robbery,val,Robbery_007,True,True,False,2,filter
Robbery_069,2.86267758452374,4.772637367248535,1.0,0.2608695652173913,Robbery,val,Robbery_069,True,True,False,2,filter
Robbery_129,2.78867123697115,4.647026538848877,1.0,0.2608695652173913,Robbery,val,Robbery_129,True,True,False,2,filter
Robbery_085,2.7436705413072007,4.535043716430664,1.0,0.2608695652173913,Robbery,val,Robbery_085,True,True,False,2,filter
Robbery_018,2.5316000295721968,4.321639537811279,1.0,0.2608695652173913,Robbery,val,Robbery_018,True,True,False,2,filter
Robbery_075,2.479902713195137,4.302726745605469,1.0,0.2608695652173913,Robbery,val,Robbery_075,True,True,False,2,filter
Robbery_137,1.933034794162149,3.779365301132202,1.0,0.2608695652173913,Robbery,val,Robbery_137,True,True,False,2,filter
Robbery_109,1.841021773931773,3.4606587886810303,1.0,0.2608695652173913,Robbery,val,Robbery_109,True,True,False,2,filter
Normal_017,1.7562666540236578,4.384166240692139,1.0,0.2608695652173913,Normal,val,Normal_017,True,True,False,2,filter
Normal_948,1.6249082410789055,4.079955101013184,1.0,0.2608695652173913,Normal,val,Normal_948,True,True,False,2,filter
Robbery_146,1.5065287584843843,4.097249984741211,1.0,0.2608695652173913,Robbery,val,Robbery_146,True,True,False,2,filter
Normal_046,1.429735322037469,3.746711492538452,1.0,0.2608695652173913,Normal,val,Normal_046,True,True,False,2,filter
Normal_177,1.3412029633865408,3.9696011543273926,1.0,0.2608695652173913,Normal,val,Normal_177,True,True,False,2,filter
Robbery_128,1.3235000243167514,3.830303192138672,1.0,0.2608695652173913,Robbery,val,Robbery_128,True,True,False,2,filter
Normal_209,1.27602132037282,4.3948893547058105,1.0,0.2608695652173913,Normal,val,Normal_209,True,True,False,2,filter
Normal_207,1.2497663518170947,4.511260986328125,1.0,0.2608695652173913,Normal,val,Normal_207,True,True,False,2,filter
Normal_570,0.936653169479383,3.4493625164031982,1.0,0.2608695652173913,Normal,val,Normal_570,True,True,False,2,filter
