number,value,datetime_start,datetime_complete,duration,params_batch_size,params_bidirectional,params_dropout_fc,params_hidden_size,params_lr,params_num_layers,params_weight_decay,user_attrs_best_val_auc,state
0,0.4015507698059082,2026-03-23 22:19:28.863815,2026-03-23 22:19:34.908259,0 days 00:00:06.044444,32,False,0.28493564427131046,96,0.0011504753106625046,1,0.0002607024758370766,0.9375,COMPLETE
1,0.40294355154037476,2026-03-23 22:19:34.910266,2026-03-23 22:19:41.951846,0 days 00:00:07.041580,32,True,0.4056937753654446,192,0.0007496501097315302,1,5.4041038546473305e-05,0.9375,COMPLETE
2,0.33736808598041534,2026-03-23 22:19:41.954842,2026-03-23 22:19:50.912106,0 days 00:00:08.957264,16,True,0.39807076404450803,128,0.0007627211116577326,3,1.5679933916722995e-05,0.9073275862068966,COMPLETE
3,0.29935505986213684,2026-03-23 22:19:50.912106,2026-03-23 22:19:59.116064,0 days 00:00:08.203958,16,True,0.5687496940092467,96,0.0019174238140216384,2,0.0003550304858128307,0.9116379310344828,COMPLETE
4,0.39578063786029816,2026-03-23 22:19:59.118548,2026-03-23 22:20:06.662203,0 days 00:00:07.543655,32,True,0.5947547746402069,256,0.0007380901894391266,1,0.00012172847081122418,0.9073275862068966,COMPLETE
5,0.29293152689933777,2026-03-23 22:20:06.664205,2026-03-23 22:20:23.355051,0 days 00:00:16.690846,16,True,0.22542334011440945,192,0.0008218411404269376,3,1.70505392602693e-05,0.9331896551724138,COMPLETE
6,0.26387909054756165,2026-03-23 22:20:23.355934,2026-03-23 22:20:35.177893,0 days 00:00:11.821959,16,False,0.37101640734341984,256,0.0014355166831664403,2,0.0001326033192269654,0.9116379310344828,COMPLETE
7,0.4169021248817444,2026-03-23 22:20:35.177893,2026-03-23 22:20:42.343231,0 days 00:00:07.165338,64,True,0.26448851490160175,192,0.000883171698312604,2,0.0003244160088734161,0.9353448275862069,COMPLETE
8,0.2873626450697581,2026-03-23 22:20:42.344230,2026-03-23 22:20:49.828200,0 days 00:00:07.483970,16,True,0.3708431154505025,64,0.0015314309403948435,1,0.0006197015748809143,0.915948275862069,COMPLETE
9,0.34228019416332245,2026-03-23 22:20:49.828200,2026-03-23 22:20:55.638292,0 days 00:00:05.810092,32,False,0.5887128330883842,96,0.0018478138267043395,1,4.4300218067679785e-05,0.9331896551724137,COMPLETE
10,0.30738064646720886,2026-03-23 22:20:55.640297,2026-03-23 22:21:01.554642,0 days 00:00:05.914345,64,False,0.49126804502923016,256,0.0005126065261429245,2,0.00011794741578776494,0.9310344827586208,COMPLETE
11,0.3728205660978953,2026-03-23 22:21:01.554642,2026-03-23 22:21:09.571002,0 days 00:00:08.016360,16,False,0.3737425087025644,64,0.0013595852031894216,2,0.0007901468597421817,0.9116379310344827,COMPLETE
12,0.18566679395735264,2026-03-23 22:21:09.571002,2026-03-23 22:21:18.220630,0 days 00:00:08.649628,16,False,0.3416033039796708,64,0.0014540260325774793,3,0.0007753496757838726,0.956896551724138,COMPLETE
13,0.2688928743203481,2026-03-23 22:21:18.220630,2026-03-23 22:21:32.580459,0 days 00:00:14.359829,16,False,0.311904692785374,256,0.0011935722428894112,3,0.0009613810916758242,0.84375,COMPLETE
14,0.20281162858009338,2026-03-23 22:21:32.580459,2026-03-23 22:21:40.591830,0 days 00:00:08.011371,16,False,0.45182739270492533,64,0.001571074175854256,3,0.00018766870441105796,0.8900862068965517,COMPLETE
15,0.2752882142861684,2026-03-23 22:21:40.591830,2026-03-23 22:21:49.394566,0 days 00:00:08.802736,16,False,0.46953912454263297,64,0.0016432431183789763,3,0.00022020860455696138,0.9224137931034483,COMPLETE
16,0.3338622748851776,2026-03-23 22:21:49.394566,2026-03-23 22:21:54.532201,0 days 00:00:05.137635,64,False,0.4650068393934398,64,0.001097765087268528,3,0.0004973541716877471,0.954741379310345,COMPLETE
17,0.3492988124489784,2026-03-23 22:21:54.532201,2026-03-23 22:22:02.654836,0 days 00:00:08.122635,16,False,0.5311149037830162,64,0.0012728934090761185,3,6.099047615350199e-05,0.9482758620689655,COMPLETE
18,0.29756756623586017,2026-03-23 22:22:02.655881,2026-03-23 22:22:10.512227,0 days 00:00:07.856346,16,False,0.32538327298994807,128,0.0017011937957632853,3,0.00020535283532881576,0.9008620689655172,COMPLETE
19,0.29795482754707336,2026-03-23 22:22:10.512227,2026-03-23 22:22:15.622687,0 days 00:00:05.110460,64,False,0.43780076634516985,64,0.001004176883639614,3,3.5133851043496136e-05,0.9676724137931034,COMPLETE
20,0.2619952727109194,2026-03-23 22:22:15.622687,2026-03-23 22:22:23.759593,0 days 00:00:08.136906,16,False,0.5276269504938003,64,0.0006107780462549884,3,0.00047057502026700366,0.9806034482758621,COMPLETE
21,0.2511723612745603,2026-03-23 22:22:23.760597,2026-03-23 22:22:31.941985,0 days 00:00:08.181388,16,False,0.5266141072042146,64,0.0005816130610825722,3,0.00046423534236637176,0.9655172413793104,COMPLETE
22,0.2281903773546219,2026-03-23 22:22:31.941985,2026-03-23 22:22:40.160204,0 days 00:00:08.218219,16,False,0.5230979749541568,64,0.0006058539439316299,3,0.0005665033272450019,0.9568965517241379,COMPLETE
23,0.3109847108523051,2026-03-23 22:22:40.160204,2026-03-23 22:22:48.210430,0 days 00:00:08.050226,16,False,0.4371106913469198,64,0.0010225584546829415,3,0.0007351382225889439,0.9288793103448275,COMPLETE
24,0.2771555384000142,2026-03-23 22:22:48.210430,2026-03-23 22:22:56.093896,0 days 00:00:07.883466,16,False,0.48749581331689934,64,0.0015010682757128264,2,7.856587522854963e-05,0.9547413793103449,COMPLETE
25,0.2363157421350479,2026-03-23 22:22:56.093896,2026-03-23 22:23:03.909762,0 days 00:00:07.815866,16,False,0.3229647738549135,128,0.0006493324284170767,3,0.00017359608984413672,0.9375,COMPLETE
26,0.2162335937221845,2026-03-23 22:23:03.909762,2026-03-23 22:23:12.102684,0 days 00:00:08.192922,16,False,0.4298846985314468,64,0.0009201380577681491,3,0.00042348196064569306,0.915948275862069,COMPLETE
27,0.2776653418938319,2026-03-23 22:23:12.102684,2026-03-23 22:23:19.997052,0 days 00:00:07.894368,16,False,0.41405019653707076,64,0.0009149065366054123,2,0.0003234510478711111,0.9375,COMPLETE
28,0.2931584417819977,2026-03-23 22:23:19.997052,2026-03-23 22:23:25.007139,0 days 00:00:05.010087,64,False,0.33878168165644423,64,0.0013199438822145094,3,0.0009481722515539351,0.9698275862068966,COMPLETE
29,0.23431268334388733,2026-03-23 22:23:25.007530,2026-03-23 22:23:31.014103,0 days 00:00:06.006573,32,False,0.44247459456126537,96,0.001121572772707286,3,0.0002995178011622438,0.978448275862069,COMPLETE
