class,directoryname,directorypath,numclips,split
Normal,Normal_001,data/interim/clips_original_09_oversample/Normal/Normal_001,32,val
Normal,Normal_004,data/interim/clips_original_09_oversample/Normal/Normal_004,32,test
Normal,Normal_007,data/interim/clips_original_09_oversample/Normal/Normal_007,32,train
Normal,Normal_008,data/interim/clips_original_09_oversample/Normal/Normal_008,32,train
Normal,Normal_012,data/interim/clips_original_09_oversample/Normal/Normal_012,32,train
Normal,Normal_015,data/interim/clips_original_09_oversample/Normal/Normal_015,30,train
Normal,Normal_017,data/interim/clips_original_09_oversample/Normal/Normal_017,32,train
Normal,Normal_020,data/interim/clips_original_09_oversample/Normal/Normal_020,30,train
Normal,Normal_021,data/interim/clips_original_09_oversample/Normal/Normal_021,32,train
Normal,Normal_023,data/interim/clips_original_09_oversample/Normal/Normal_023,32,val
Normal,Normal_026,data/interim/clips_original_09_oversample/Normal/Normal_026,32,train
Normal,Normal_028,data/interim/clips_original_09_oversample/Normal/Normal_028,32,train
Normal,Normal_032,data/interim/clips_original_09_oversample/Normal/Normal_032,32,val
Normal,Normal_035,data/interim/clips_original_09_oversample/Normal/Normal_035,32,train
Normal,Normal_037,data/interim/clips_original_09_oversample/Normal/Normal_037,28,test
Normal,Normal_038,data/interim/clips_original_09_oversample/Normal/Normal_038,32,train
Normal,Normal_039,data/interim/clips_original_09_oversample/Normal/Normal_039,32,train
Normal,Normal_043,data/interim/clips_original_09_oversample/Normal/Normal_043,32,train
Normal,Normal_046,data/interim/clips_original_09_oversample/Normal/Normal_046,32,train
Normal,Normal_047,data/interim/clips_original_09_oversample/Normal/Normal_047,32,train
Normal,Normal_049,data/interim/clips_original_09_oversample/Normal/Normal_049,32,test
Normal,Normal_052,data/interim/clips_original_09_oversample/Normal/Normal_052,20,test
Normal,Normal_054,data/interim/clips_original_09_oversample/Normal/Normal_054,32,train
Normal,Normal_057,data/interim/clips_original_09_oversample/Normal/Normal_057,32,val
Normal,Normal_058,data/interim/clips_original_09_oversample/Normal/Normal_058,32,train
Normal,Normal_061,data/interim/clips_original_09_oversample/Normal/Normal_061,32,train
Normal,Normal_064,data/interim/clips_original_09_oversample/Normal/Normal_064,31,train
Normal,Normal_066,data/interim/clips_original_09_oversample/Normal/Normal_066,32,train
Normal,Normal_069,data/interim/clips_original_09_oversample/Normal/Normal_069,32,train
Normal,Normal_080,data/interim/clips_original_09_oversample/Normal/Normal_080,31,train
Normal,Normal_083,data/interim/clips_original_09_oversample/Normal/Normal_083,32,train
Normal,Normal_085,data/interim/clips_original_09_oversample/Normal/Normal_085,32,train
Normal,Normal_086,data/interim/clips_original_09_oversample/Normal/Normal_086,32,train
Normal,Normal_092,data/interim/clips_original_09_oversample/Normal/Normal_092,32,train
Normal,Normal_096,data/interim/clips_original_09_oversample/Normal/Normal_096,32,train
Normal,Normal_099,data/interim/clips_original_09_oversample/Normal/Normal_099,32,train
Normal,Normal_100,data/interim/clips_original_09_oversample/Normal/Normal_100,32,train
Normal,Normal_109,data/interim/clips_original_09_oversample/Normal/Normal_109,32,test
