number,value,datetime_start,datetime_complete,duration,params_batch_size,params_bidirectional,params_dropout_fc,params_hidden_size,params_lr,params_num_layers,params_weight_decay,state
0,0.6275588572025299,2026-03-06 19:44:29.093408,2026-03-06 19:44:37.328651,0 days 00:00:08.235243,32,False,0.28493564427131046,96,0.0011504753106625046,1,0.0002607024758370766,COMPLETE
1,0.619157463312149,2026-03-06 19:44:37.329657,2026-03-06 19:44:46.155341,0 days 00:00:08.825684,32,True,0.4056937753654446,192,0.0007496501097315302,1,5.4041038546473305e-05,COMPLETE
2,0.5562898144125938,2026-03-06 19:44:46.156342,2026-03-06 19:44:57.177925,0 days 00:00:11.021583,16,True,0.39807076404450803,128,0.0007627211116577326,3,1.5679933916722995e-05,COMPLETE
3,0.5864929184317589,2026-03-06 19:44:57.179020,2026-03-06 19:45:07.458285,0 days 00:00:10.279265,16,True,0.5687496940092467,96,0.0019174238140216384,2,0.0003550304858128307,COMPLETE
4,0.5996121168136597,2026-03-06 19:45:07.459291,2026-03-06 19:45:16.713639,0 days 00:00:09.254348,32,True,0.5947547746402069,256,0.0007380901894391266,1,0.00012172847081122418,COMPLETE
5,0.6017984710633755,2026-03-06 19:45:16.714738,2026-03-06 19:45:37.342702,0 days 00:00:20.627964,16,True,0.22542334011440945,192,0.0008218411404269376,3,1.70505392602693e-05,COMPLETE
6,0.5862315744161606,2026-03-06 19:45:37.343698,2026-03-06 19:45:51.810042,0 days 00:00:14.466344,16,False,0.37101640734341984,256,0.0014355166831664403,2,0.0001326033192269654,COMPLETE
7,0.6359705924987793,2026-03-06 19:45:51.811042,2026-03-06 19:46:00.763608,0 days 00:00:08.952566,64,True,0.26448851490160175,192,0.000883171698312604,2,0.0003244160088734161,COMPLETE
8,0.6793900579214096,2026-03-06 19:46:00.764606,2026-03-06 19:46:10.352972,0 days 00:00:09.588366,16,True,0.3708431154505025,64,0.0015314309403948435,1,0.0006197015748809143,COMPLETE
9,0.6436377763748169,2026-03-06 19:46:10.353972,2026-03-06 19:46:17.388491,0 days 00:00:07.034519,32,False,0.5887128330883842,96,0.0018478138267043395,1,4.4300218067679785e-05,COMPLETE
10,0.6381053924560547,2026-03-06 19:46:17.390108,2026-03-06 19:46:23.702903,0 days 00:00:06.312795,64,False,0.4778751436886507,128,0.0005126065261429245,3,1.0699098455538697e-05,COMPLETE
11,0.6037812009453773,2026-03-06 19:46:23.703906,2026-03-06 19:46:33.716953,0 days 00:00:10.013047,16,False,0.3737425087025644,128,0.0012921394802672813,3,9.564716175263719e-05,COMPLETE
12,0.6404161751270294,2026-03-06 19:46:33.716953,2026-03-06 19:46:48.320918,0 days 00:00:14.603965,16,False,0.4467710116482187,256,0.0005276845703240477,2,2.8383466643042105e-05,COMPLETE
13,0.6227498054504395,2026-03-06 19:46:48.321918,2026-03-06 19:46:57.767762,0 days 00:00:09.445844,16,False,0.31486472151471134,128,0.0010564615151250837,2,0.0001632552758201316,COMPLETE
14,0.6571256965398788,2026-03-06 19:46:57.768764,2026-03-06 19:47:22.009042,0 days 00:00:24.240278,16,True,0.5138285915721833,256,0.0006263812661926302,3,6.614675287497496e-05,COMPLETE
15,0.614833690226078,2026-03-06 19:47:22.010048,2026-03-06 19:47:31.788100,0 days 00:00:09.778052,16,False,0.3378745058313897,64,0.0014758077375831085,2,0.0009818247569037453,COMPLETE
