clip_id,mean_loss,max_loss,conf_error,error_freq,cls,split,video_id,rule_high_loss,rule_conf_error,rule_error_freq,n_rules_triggered,decision
Robbery_085,2.5224363958394087,4.550445556640625,1.0,0.25925925925925924,Robbery,val,Robbery_085,True,True,False,2,filter
Robbery_069,1.8581919029906944,3.170208215713501,1.0,0.25925925925925924,Robbery,val,Robbery_069,True,True,False,2,filter
Robbery_007,1.7416711088131975,4.135136604309082,1.0,0.25925925925925924,Robbery,val,Robbery_007,True,True,False,2,filter
Normal_177,1.7175705510846995,4.152218341827393,1.0,0.25925925925925924,Normal,val,Normal_177,True,True,False,2,filter
Robbery_137,1.518851682267807,3.841198444366455,1.0,0.25925925925925924,Robbery,val,Robbery_137,True,True,False,2,filter
Normal_028,1.4027638102847118,3.63850998878479,1.0,0.25925925925925924,Normal,val,Normal_028,True,True,False,2,filter
Normal_570,1.3893320016838886,3.0138614177703857,1.0,0.25925925925925924,Normal,val,Normal_570,True,True,False,2,filter
Normal_209,1.3194921480284796,2.633118152618408,1.0,0.25925925925925924,Normal,val,Normal_209,True,True,False,2,filter
Normal_017,1.0369921312839896,2.8232669830322266,1.0,0.25925925925925924,Normal,val,Normal_017,True,True,False,2,filter
Robbery_146,0.9940274076329337,3.755157232284546,1.0,0.25925925925925924,Robbery,val,Robbery_146,True,True,False,2,filter
