number,value,datetime_start,datetime_complete,duration,params_batch_size,params_bidirectional,params_dropout_fc,params_hidden_size,params_lr,params_num_layers,params_weight_decay,state
0,0.6508212387561798,2026-03-06 21:01:02.720285,2026-03-06 21:01:12.395515,0 days 00:00:09.675230,32,False,0.28493564427131046,96,0.0011504753106625046,1,0.0002607024758370766,COMPLETE
1,0.6280024349689484,2026-03-06 21:01:12.396138,2026-03-06 21:01:34.562832,0 days 00:00:22.166694,32,True,0.4056937753654446,192,0.0007496501097315302,1,5.4041038546473305e-05,COMPLETE
2,0.7126136645674706,2026-03-06 21:01:34.563832,2026-03-06 21:01:50.305450,0 days 00:00:15.741618,16,True,0.39807076404450803,128,0.0007627211116577326,3,1.5679933916722995e-05,COMPLETE
3,0.7362774983048439,2026-03-06 21:01:50.306450,2026-03-06 21:02:03.176469,0 days 00:00:12.870019,16,True,0.5687496940092467,96,0.0019174238140216384,2,0.0003550304858128307,COMPLETE
4,0.6348510384559631,2026-03-06 21:02:03.177469,2026-03-06 21:02:24.590494,0 days 00:00:21.413025,32,True,0.5947547746402069,256,0.0007380901894391266,1,0.00012172847081122418,COMPLETE
5,0.6551278866827488,2026-03-06 21:02:24.591521,2026-03-06 21:03:36.708679,0 days 00:01:12.117158,16,True,0.22542334011440945,192,0.0008218411404269376,3,1.70505392602693e-05,COMPLETE
6,0.5694123357534409,2026-03-06 21:03:36.708679,2026-03-06 21:04:14.741644,0 days 00:00:38.032965,16,False,0.37101640734341984,256,0.0014355166831664403,2,0.0001326033192269654,COMPLETE
7,0.6529953479766846,2026-03-06 21:04:14.742645,2026-03-06 21:04:51.983104,0 days 00:00:37.240459,64,True,0.26448851490160175,192,0.000883171698312604,2,0.0003244160088734161,COMPLETE
8,0.7098651379346848,2026-03-06 21:04:51.984105,2026-03-06 21:05:03.651435,0 days 00:00:11.667330,16,True,0.3708431154505025,64,0.0015314309403948435,1,0.0006197015748809143,COMPLETE
9,0.6513268649578094,2026-03-06 21:05:03.652466,2026-03-06 21:05:12.911363,0 days 00:00:09.258897,32,False,0.5887128330883842,96,0.0018478138267043395,1,4.4300218067679785e-05,COMPLETE
10,0.6202443242073059,2026-03-06 21:05:12.912363,2026-03-06 21:05:30.097145,0 days 00:00:17.184782,64,False,0.49126804502923016,256,0.0005126065261429245,2,0.00011794741578776494,COMPLETE
11,0.525188684463501,2026-03-06 21:05:30.098145,2026-03-06 21:05:47.412241,0 days 00:00:17.314096,64,False,0.48939406518365774,256,0.0005110329249550081,2,0.00013093310334961412,COMPLETE
12,0.633187472820282,2026-03-06 21:05:47.413241,2026-03-06 21:06:04.603944,0 days 00:00:17.190703,64,False,0.47313598703686843,256,0.0012381596363379324,2,5.879585365207514e-05,COMPLETE
13,0.6197865009307861,2026-03-06 21:06:04.605949,2026-03-06 21:06:25.618649,0 days 00:00:21.012700,64,False,0.4810714355634625,256,0.0005192978348252593,3,0.00018073466704302462,COMPLETE
14,0.6277615055441856,2026-03-06 21:06:25.619656,2026-03-06 21:07:04.312130,0 days 00:00:38.692474,16,False,0.3465727603986415,256,0.0014776363871399723,2,3.090891404256283e-05,COMPLETE
15,0.5869506597518921,2026-03-06 21:07:04.313130,2026-03-06 21:07:13.035987,0 days 00:00:08.722857,64,False,0.4397113947415314,64,0.0006176340197303904,2,0.0009818247569037453,COMPLETE
16,0.6436179876327515,2026-03-06 21:07:13.036987,2026-03-06 21:07:21.863760,0 days 00:00:08.826773,64,False,0.3209727614030063,128,0.0011003775844999689,2,0.000167400831814184,COMPLETE
17,0.5957158617675304,2026-03-06 21:07:21.863760,2026-03-06 21:08:13.038645,0 days 00:00:51.174885,16,False,0.5311149037830162,256,0.0014360657836461847,3,7.585288620205398e-05,COMPLETE
18,0.6371707916259766,2026-03-06 21:08:13.039645,2026-03-06 21:08:34.767970,0 days 00:00:21.728325,64,False,0.5238451919378919,256,0.001022469123512183,3,8.885760789500066e-05,COMPLETE
19,0.5257543325424194,2026-03-06 21:08:34.768971,2026-03-06 21:09:12.917504,0 days 00:00:38.148533,16,False,0.42956093557074415,256,0.0006480597467914865,2,3.427766328767098e-05,COMPLETE
20,0.5405024886131287,2026-03-06 21:09:12.918505,2026-03-06 21:09:21.689679,0 days 00:00:08.771174,64,False,0.4369446325675829,64,0.0006107780462549884,2,2.562795346449688e-05,COMPLETE
21,0.5672889351844788,2026-03-06 21:09:21.689679,2026-03-06 21:09:30.395787,0 days 00:00:08.706108,64,False,0.43244357064618005,64,0.0005869797481777271,2,1.0209900522737132e-05,COMPLETE
22,0.5829706192016602,2026-03-06 21:09:30.396827,2026-03-06 21:09:39.092339,0 days 00:00:08.695512,64,False,0.44225120576279514,64,0.0006557646436380616,2,3.0392548939603185e-05,COMPLETE
23,0.5184749960899353,2026-03-06 21:09:39.092339,2026-03-06 21:09:47.841275,0 days 00:00:08.748936,64,False,0.493383220416437,64,0.000555860621429092,2,3.0210435488583123e-05,COMPLETE
24,0.6458507180213928,2026-03-06 21:09:47.842273,2026-03-06 21:09:56.735178,0 days 00:00:08.892905,64,False,0.5249884741315639,128,0.0005461890505589958,2,2.098581289583201e-05,COMPLETE
25,0.6541057452559471,2026-03-06 21:09:56.736212,2026-03-06 21:10:08.654210,0 days 00:00:11.917998,16,False,0.5015557767399637,64,0.0006699502049507825,2,4.175338263085836e-05,COMPLETE
26,0.6072123050689697,2026-03-06 21:10:08.655213,2026-03-06 21:10:20.815702,0 days 00:00:12.160489,64,False,0.5558225677864421,256,0.0005636224735522442,1,8.081339269174457e-05,COMPLETE
27,0.5900304913520813,2026-03-06 21:10:20.816704,2026-03-06 21:10:42.078466,0 days 00:00:21.261762,64,False,0.4690843786829438,256,0.0006811259649614757,3,1.0296529908801524e-05,COMPLETE
28,0.6360176503658295,2026-03-06 21:10:42.079464,2026-03-06 21:10:51.607793,0 days 00:00:09.528329,32,False,0.547861985350465,64,0.0008638780234988392,2,3.9347568029678694e-05,COMPLETE
29,0.6772853583097458,2026-03-06 21:10:51.607793,2026-03-06 21:11:03.036016,0 days 00:00:11.428223,16,False,0.4613506257220176,96,0.0005014214735365141,1,0.0002467553157842134,COMPLETE
30,0.673345685005188,2026-03-06 21:11:03.037016,2026-03-06 21:11:12.685125,0 days 00:00:09.648109,32,False,0.40585765768865273,128,0.0005862167824245652,2,1.9503404830542118e-05,COMPLETE
31,0.5806669592857361,2026-03-06 21:11:12.686125,2026-03-06 21:11:21.300008,0 days 00:00:08.613883,64,False,0.49949706318958964,64,0.000623890272712531,2,2.5310742442742156e-05,COMPLETE
32,0.5672456622123718,2026-03-06 21:11:21.301007,2026-03-06 21:11:29.994816,0 days 00:00:08.693809,64,False,0.4189352151688672,64,0.0007203297007532704,2,6.579004224890762e-05,COMPLETE
33,0.539106547832489,2026-03-06 21:11:29.996323,2026-03-06 21:11:38.624022,0 days 00:00:08.627699,64,False,0.45142713429034886,64,0.0005576150505425565,2,1.3658526407328596e-05,COMPLETE
34,0.5690960884094238,2026-03-06 21:11:38.625026,2026-03-06 21:11:58.302315,0 days 00:00:19.677289,64,False,0.46125988622576203,192,0.0005349841315084631,2,1.2888292979796518e-05,COMPLETE
35,0.7126009911298752,2026-03-06 21:11:58.303841,2026-03-06 21:12:11.530737,0 days 00:00:13.226896,16,True,0.38883119237576236,96,0.0005587730700202632,2,1.6123356366734284e-05,COMPLETE
36,0.6479955613613129,2026-03-06 21:12:11.531344,2026-03-06 21:12:21.648479,0 days 00:00:10.117135,32,False,0.5085424069199059,64,0.0007701255304536832,1,1.3493253278367959e-05,COMPLETE
37,0.6556206941604614,2026-03-06 21:12:21.648479,2026-03-06 21:12:58.026074,0 days 00:00:36.377595,64,True,0.45410481921773793,256,0.0007027526671058049,3,5.137767278504895e-05,COMPLETE
38,0.6556507796049118,2026-03-06 21:12:58.027074,2026-03-06 21:13:29.233330,0 days 00:00:31.206256,16,False,0.41482420964363564,192,0.0006249273794037381,2,2.1463126483472223e-05,COMPLETE
39,0.5686013698577881,2026-03-06 21:13:29.234331,2026-03-06 21:13:37.717692,0 days 00:00:08.483361,64,True,0.3798822222895725,64,0.0007812889803077552,1,2.9545647357445057e-05,COMPLETE
40,0.6342461332678795,2026-03-06 21:13:37.718692,2026-03-06 21:14:13.630053,0 days 00:00:35.911361,16,False,0.32067760199472695,256,0.0009372767967372874,2,3.805522996472884e-05,COMPLETE
