clip_id,mean_loss,max_loss,conf_error,error_freq,cls,split,video_id,rule_high_loss,rule_conf_error,rule_error_freq,n_rules_triggered,decision
Normal_177,3.3892307795327286,5.9658098220825195,1.0,0.2413793103448276,Normal,val,Normal_177,True,True,False,2,filter
Robbery_129,2.256198461713462,4.978503704071045,1.0,0.2413793103448276,Robbery,val,Robbery_129,True,True,False,2,filter
Robbery_007,2.1787431445615044,4.777731418609619,1.0,0.2413793103448276,Robbery,val,Robbery_007,True,True,False,2,filter
Robbery_069,1.9855006850998977,3.665191173553467,1.0,0.2413793103448276,Robbery,val,Robbery_069,True,True,False,2,filter
Normal_948,1.7984984552423502,5.242246627807617,1.0,0.2413793103448276,Normal,val,Normal_948,True,True,False,2,filter
Robbery_146,1.7432553454719741,4.750277519226074,1.0,0.2413793103448276,Robbery,val,Robbery_146,True,True,False,2,filter
Normal_046,1.0907619119589698,3.679395914077759,1.0,0.2413793103448276,Normal,val,Normal_046,True,True,False,2,filter
Robbery_085,1.0007495542281661,2.198586940765381,1.0,0.2413793103448276,Robbery,val,Robbery_085,True,True,False,2,filter
Robbery_137,0.9613534902254569,3.2593836784362793,1.0,0.2413793103448276,Robbery,val,Robbery_137,True,True,False,2,filter
Robbery_074,0.8021687307748301,2.39504337310791,1.0,0.2413793103448276,Robbery,val,Robbery_074,True,True,False,2,filter
Robbery_004,0.7930905413011025,3.036393404006958,1.0,0.2413793103448276,Robbery,val,Robbery_004,True,True,False,2,filter
Normal_570,0.7743566863495728,2.1027474403381348,1.0,0.2413793103448276,Normal,val,Normal_570,True,True,False,2,filter
Robbery_018,0.7276422306252964,3.6761388778686523,1.0,0.2413793103448276,Robbery,val,Robbery_018,True,True,False,2,filter
