clip_id,mean_loss,max_loss,conf_error,error_freq,cls,split,video_id,rule_high_loss,rule_conf_error,rule_error_freq,n_rules_triggered,decision
Robbery_085,2.418215751647949,4.0867767333984375,1.0,0.23809523809523808,Robbery,val,Robbery_085,True,True,False,2,filter
Robbery_137,2.269383203415644,4.022639274597168,1.0,0.23809523809523808,Robbery,val,Robbery_137,True,True,False,2,filter
Robbery_075,1.9276392516635714,3.956406593322754,1.0,0.23809523809523808,Robbery,val,Robbery_075,True,True,False,2,filter
Robbery_069,1.882683311189924,3.0659830570220947,1.0,0.23809523809523808,Robbery,val,Robbery_069,True,True,False,2,filter
Robbery_129,1.5617348698987847,3.704495668411255,1.0,0.23809523809523808,Robbery,val,Robbery_129,True,True,False,2,filter
Robbery_007,1.5162203936349778,3.99751353263855,1.0,0.23809523809523808,Robbery,val,Robbery_007,True,True,False,2,filter
Robbery_005,1.4320594260380382,3.7649290561676025,1.0,0.23809523809523808,Robbery,val,Robbery_005,True,True,False,2,filter
Robbery_146,1.3392163979865255,3.8795392513275146,1.0,0.23809523809523808,Robbery,val,Robbery_146,True,True,False,2,filter
Normal_046,1.0657401287129946,3.734022617340088,1.0,0.23809523809523808,Normal,val,Normal_046,True,True,False,2,filter
Normal_570,1.0537236847338223,2.3466830253601074,1.0,0.23809523809523808,Normal,val,Normal_570,True,True,False,2,filter
