number,value,datetime_start,datetime_complete,duration,params_batch_size,params_bidirectional,params_dropout_fc,params_hidden_size,params_lr,params_num_layers,params_weight_decay,state
0,0.5262086093425751,2026-03-07 22:37:00.635901,2026-03-07 22:37:15.428117,0 days 00:00:14.792216,32,False,0.28493564427131046,96,0.0011504753106625046,1,0.0002607024758370766,COMPLETE
1,0.5481231510639191,2026-03-07 22:37:15.429116,2026-03-07 22:37:34.311240,0 days 00:00:18.882124,32,True,0.4056937753654446,192,0.0007496501097315302,1,5.4041038546473305e-05,COMPLETE
2,0.5822945311665535,2026-03-07 22:37:34.312418,2026-03-07 22:37:47.405984,0 days 00:00:13.093566,16,True,0.39807076404450803,128,0.0007627211116577326,3,1.5679933916722995e-05,COMPLETE
3,0.6334992796182632,2026-03-07 22:37:47.406984,2026-03-07 22:37:57.314556,0 days 00:00:09.907572,16,True,0.5687496940092467,96,0.0019174238140216384,2,0.0003550304858128307,COMPLETE
4,0.5713587403297424,2026-03-07 22:37:57.315556,2026-03-07 22:38:14.590288,0 days 00:00:17.274732,32,True,0.5947547746402069,256,0.0007380901894391266,1,0.00012172847081122418,COMPLETE
5,0.5744404718279839,2026-03-07 22:38:14.591294,2026-03-07 22:39:11.935619,0 days 00:00:57.344325,16,True,0.22542334011440945,192,0.0008218411404269376,3,1.70505392602693e-05,COMPLETE
6,0.570248082280159,2026-03-07 22:39:11.936619,2026-03-07 22:39:40.422239,0 days 00:00:28.485620,16,False,0.37101640734341984,256,0.0014355166831664403,2,0.0001326033192269654,COMPLETE
7,0.5398885011672974,2026-03-07 22:39:40.423239,2026-03-07 22:40:10.242458,0 days 00:00:29.819219,64,True,0.26448851490160175,192,0.000883171698312604,2,0.0003244160088734161,COMPLETE
8,0.5987950712442398,2026-03-07 22:40:10.243459,2026-03-07 22:40:19.460059,0 days 00:00:09.216600,16,True,0.3708431154505025,64,0.0015314309403948435,1,0.0006197015748809143,COMPLETE
9,0.5020748376846313,2026-03-07 22:40:19.461062,2026-03-07 22:40:26.944845,0 days 00:00:07.483783,32,False,0.5887128330883842,96,0.0018478138267043395,1,4.4300218067679785e-05,COMPLETE
10,0.46774378418922424,2026-03-07 22:40:26.945845,2026-03-07 22:40:33.509605,0 days 00:00:06.563760,64,False,0.4921467580828037,96,0.0005126065261429245,2,3.7669826973855905e-05,COMPLETE
11,0.4427577555179596,2026-03-07 22:40:33.509605,2026-03-07 22:40:40.069624,0 days 00:00:06.560019,64,False,0.4899883294469092,96,0.0005110329249550081,2,3.838860376623868e-05,COMPLETE
12,0.401784211397171,2026-03-07 22:40:40.070627,2026-03-07 22:40:46.699039,0 days 00:00:06.628412,64,False,0.4927299818207691,96,0.0005029998748782448,2,3.6876475688881796e-05,COMPLETE
13,0.5240675210952759,2026-03-07 22:40:46.699039,2026-03-07 22:40:53.361793,0 days 00:00:06.662754,64,False,0.48479112088536463,96,0.0005101747711318096,3,2.5536101754392595e-05,COMPLETE
14,0.4705658257007599,2026-03-07 22:40:53.362792,2026-03-07 22:40:59.996221,0 days 00:00:06.633429,64,False,0.49678462104608806,64,0.0005976695470614513,2,6.947282061851314e-05,COMPLETE
15,0.5042747855186462,2026-03-07 22:40:59.997221,2026-03-07 22:41:06.793182,0 days 00:00:06.795961,64,False,0.4531875007729558,128,0.0006060991292865514,2,1.0249509730938458e-05,COMPLETE
16,0.4461895227432251,2026-03-07 22:41:06.794290,2026-03-07 22:41:13.395040,0 days 00:00:06.600750,64,False,0.5284534855837709,96,0.0006326810902496555,2,2.4346596102796976e-05,COMPLETE
17,0.5631155371665955,2026-03-07 22:41:13.396040,2026-03-07 22:41:19.968897,0 days 00:00:06.572857,64,False,0.43758877048276856,96,0.001024767712193717,3,8.255559665380405e-05,COMPLETE
18,0.4399465024471283,2026-03-07 22:41:19.969902,2026-03-07 22:41:26.750298,0 days 00:00:06.780396,64,False,0.539289691972804,96,0.0006444167977098167,3,3.287168507272623e-05,COMPLETE
19,0.6282731294631958,2026-03-07 22:41:26.751302,2026-03-07 22:41:28.215179,0 days 00:00:01.463877,64,False,0.5333704351146947,128,0.000655047746000859,3,0.00017904319826816606,PRUNED
20,0.3983743190765381,2026-03-07 22:41:28.216182,2026-03-07 22:41:34.872633,0 days 00:00:06.656451,64,False,0.5462340127247339,64,0.001018377044114985,3,2.562795346449688e-05,COMPLETE
21,0.40849605202674866,2026-03-07 22:41:34.873631,2026-03-07 22:41:41.458992,0 days 00:00:06.585361,64,False,0.5469908131360799,64,0.0012043658162772908,3,2.492469908328211e-05,COMPLETE
22,0.4067172706127167,2026-03-07 22:41:41.458992,2026-03-07 22:41:48.203958,0 days 00:00:06.744966,64,False,0.5607890804641342,64,0.0012018532801980387,3,1.5899101791430375e-05,COMPLETE
23,0.406408429145813,2026-03-07 22:41:48.205128,2026-03-07 22:41:54.987902,0 days 00:00:06.782774,64,False,0.567521581315856,64,0.0009889485703560073,3,1.6701231816713254e-05,COMPLETE
24,0.36820656061172485,2026-03-07 22:41:54.989405,2026-03-07 22:42:01.617831,0 days 00:00:06.628426,64,False,0.5134931013345116,64,0.0009596357078657146,3,1.2566467245706122e-05,COMPLETE
25,0.3460734486579895,2026-03-07 22:42:01.619336,2026-03-07 22:42:08.253071,0 days 00:00:06.633735,64,False,0.4538362316468204,64,0.0009493582974654177,3,1.1016251306372069e-05,COMPLETE
26,0.32652905583381653,2026-03-07 22:42:08.254073,2026-03-07 22:42:15.053403,0 days 00:00:06.799330,64,False,0.4540112159378004,64,0.0009393207878554185,3,1.1143084605500502e-05,COMPLETE
27,0.410806268453598,2026-03-07 22:42:15.054404,2026-03-07 22:42:21.617706,0 days 00:00:06.563302,64,False,0.4533290654169805,64,0.0009201943849971198,3,1.0090498973249481e-05,COMPLETE
28,0.4152311086654663,2026-03-07 22:42:21.619212,2026-03-07 22:42:28.323074,0 days 00:00:06.703862,64,False,0.33769186638784604,64,0.0013744229359829697,3,1.279989752844612e-05,COMPLETE
29,0.5295063108205795,2026-03-07 22:42:28.324076,2026-03-07 22:42:36.244037,0 days 00:00:07.919961,32,False,0.42672706389226345,64,0.0010932288365359082,3,1.2848835787221088e-05,COMPLETE
30,0.47000885009765625,2026-03-07 22:42:36.245038,2026-03-07 22:42:43.977399,0 days 00:00:07.732361,32,False,0.4630826230398993,64,0.0009016608582172197,3,2.057305246190983e-05,COMPLETE
31,0.3042565584182739,2026-03-07 22:42:43.978903,2026-03-07 22:42:50.540144,0 days 00:00:06.561241,64,False,0.41542524433495925,64,0.0010434137618883289,3,1.2142122914464456e-05,COMPLETE
32,0.3615766167640686,2026-03-07 22:42:50.541149,2026-03-07 22:42:57.246910,0 days 00:00:06.705761,64,False,0.4054024006418147,64,0.0010930387070636736,3,1.2317458951927834e-05,COMPLETE
33,0.49381017684936523,2026-03-07 22:42:57.248065,2026-03-07 22:43:04.004308,0 days 00:00:06.756243,64,False,0.4021156624271673,64,0.0011415868790996637,3,1.0355235000637842e-05,COMPLETE
34,0.45409372448921204,2026-03-07 22:43:04.005308,2026-03-07 22:43:10.609979,0 days 00:00:06.604671,64,False,0.3520004667396692,64,0.0013020484709896092,3,1.9582137583566986e-05,COMPLETE
35,0.7337495759129524,2026-03-07 22:43:10.610978,2026-03-07 22:43:23.495449,0 days 00:00:12.884471,16,True,0.3279111087059835,256,0.0008242681282398809,3,5.465616348462786e-05,PRUNED
36,0.6925589442253113,2026-03-07 22:43:23.495449,2026-03-07 22:43:28.274582,0 days 00:00:04.779133,32,False,0.3832244348804168,192,0.0010741443575194409,3,1.3761925601547037e-05,PRUNED
37,0.4540427029132843,2026-03-07 22:43:28.274582,2026-03-07 22:43:35.274230,0 days 00:00:06.999648,64,True,0.4210557612418582,64,0.000804233753426403,3,1.9607547923012433e-05,COMPLETE
38,0.6494118943810463,2026-03-07 22:43:35.275228,2026-03-07 22:43:43.016140,0 days 00:00:07.740912,16,False,0.29706213184432184,256,0.000749060697679809,3,0.0007307776112653593,PRUNED
39,0.5469899773597717,2026-03-07 22:43:43.017140,2026-03-07 22:43:53.180921,0 days 00:00:10.163781,64,True,0.4098059036490166,128,0.0015746882445190524,3,3.054813145817394e-05,COMPLETE
40,0.513422042131424,2026-03-07 22:43:53.181923,2026-03-07 22:44:04.866883,0 days 00:00:11.684960,32,False,0.3852678173093607,192,0.0012535514264061854,1,1.4727088966523584e-05,COMPLETE
41,0.3906845450401306,2026-03-07 22:44:04.867884,2026-03-07 22:44:11.415868,0 days 00:00:06.547984,64,False,0.46937647569896146,64,0.00096588846629499,3,1.2222887774609383e-05,COMPLETE
42,0.4754014015197754,2026-03-07 22:44:11.416867,2026-03-07 22:44:18.035841,0 days 00:00:06.618974,64,False,0.5123565651818904,64,0.0008655631532236748,3,1.9015871558829583e-05,COMPLETE
43,0.42611584067344666,2026-03-07 22:44:18.036841,2026-03-07 22:44:24.797676,0 days 00:00:06.760835,64,False,0.4382993467961733,64,0.0009647541113360147,3,1.269203067971515e-05,COMPLETE
44,0.830011174082756,2026-03-07 22:44:24.799183,2026-03-07 22:44:26.611699,0 days 00:00:01.812516,16,False,0.5115238615069153,64,0.0011074082150563315,3,0.0009937608082376795,PRUNED
45,0.4161866307258606,2026-03-07 22:44:26.612699,2026-03-07 22:44:33.594010,0 days 00:00:06.981311,64,True,0.4723659584157143,64,0.0007093921681353692,3,1.0043312686171184e-05,COMPLETE
46,0.46258819103240967,2026-03-07 22:44:33.595009,2026-03-07 22:44:39.979920,0 days 00:00:06.384911,64,False,0.4333377551003761,64,0.0010488152172596816,2,1.5122082709023133e-05,COMPLETE
47,0.5385624170303345,2026-03-07 22:44:39.980924,2026-03-07 22:44:55.913073,0 days 00:00:15.932149,64,False,0.3620600534539444,256,0.0009370611717716819,3,2.0684301827994503e-05,COMPLETE
48,0.3172721266746521,2026-03-07 22:44:55.914073,2026-03-07 22:45:02.562652,0 days 00:00:06.648579,64,False,0.40989019417679506,64,0.000860762017043487,3,5.5326170398455645e-05,COMPLETE
49,1.1941598951816559,2026-03-07 22:45:02.562652,2026-03-07 22:45:07.563957,0 days 00:00:05.001305,16,False,0.39004154007106834,192,0.000858269466746102,2,0.0002240141069539676,PRUNED
50,0.9957329630851746,2026-03-07 22:45:07.564957,2026-03-07 22:45:08.919184,0 days 00:00:01.354227,64,True,0.20592025225701255,64,0.0008109102999960829,2,0.0001222229549714537,PRUNED
51,0.3634393513202667,2026-03-07 22:45:08.920189,2026-03-07 22:45:15.765666,0 days 00:00:06.845477,64,False,0.4158303865860873,64,0.001166572826089547,3,4.8278581505719534e-05,COMPLETE
52,0.44310641288757324,2026-03-07 22:45:15.765666,2026-03-07 22:45:22.324073,0 days 00:00:06.558407,64,False,0.4112531778793493,64,0.0011683130476873747,3,5.1544375912814826e-05,COMPLETE
53,0.47366946935653687,2026-03-07 22:45:22.326073,2026-03-07 22:45:28.968208,0 days 00:00:06.642135,64,False,0.45023113172602003,64,0.0010371809591454,3,9.282202722664424e-05,COMPLETE
54,0.6923114657402039,2026-03-07 22:45:28.969369,2026-03-07 22:45:30.458813,0 days 00:00:01.489444,64,False,0.41767442718886405,128,0.0013244195016770164,3,7.407435921944326e-05,PRUNED
55,0.5207282900810242,2026-03-07 22:45:30.459318,2026-03-07 22:45:36.995035,0 days 00:00:06.535717,64,False,0.37622869825523736,64,0.0015561378565232108,1,6.412617166136717e-05,COMPLETE
56,0.37651383876800537,2026-03-07 22:45:36.996031,2026-03-07 22:45:43.583710,0 days 00:00:06.587679,64,False,0.3934433308806624,64,0.001130435075610353,3,2.8333243883214345e-05,COMPLETE
57,0.399198442697525,2026-03-07 22:45:43.585219,2026-03-07 22:45:50.195240,0 days 00:00:06.610021,64,False,0.4437594378437032,64,0.0008913999353404741,3,4.238583588491282e-05,COMPLETE
58,0.4290030300617218,2026-03-07 22:45:50.196240,2026-03-07 22:45:56.855345,0 days 00:00:06.659105,64,False,0.35956132261271834,64,0.0007013175421516294,3,0.00014471845934950616,COMPLETE
59,0.480008602142334,2026-03-07 22:45:56.857351,2026-03-07 22:46:03.592775,0 days 00:00:06.735424,64,False,0.4800925844290872,64,0.001003462490523378,3,0.00010265951799890365,COMPLETE
60,0.462621808052063,2026-03-07 22:46:03.593871,2026-03-07 22:46:11.837427,0 days 00:00:08.243556,32,False,0.45938009742296637,128,0.0014416901724694608,3,1.7362472058793287e-05,COMPLETE
61,0.4824734628200531,2026-03-07 22:46:11.838931,2026-03-07 22:46:18.490306,0 days 00:00:06.651375,64,False,0.40146709395651625,64,0.0009488569970114203,3,1.1854602093624145e-05,COMPLETE
62,0.37946754693984985,2026-03-07 22:46:18.491305,2026-03-07 22:46:25.261030,0 days 00:00:06.769725,64,False,0.5857160870505582,64,0.0008412880061992373,3,1.1291730980229974e-05,COMPLETE
63,0.4579649567604065,2026-03-07 22:46:25.262029,2026-03-07 22:46:32.416082,0 days 00:00:07.154053,64,False,0.5073673494185861,64,0.0012419259114674808,3,2.3345802694303367e-05,COMPLETE
64,0.3467070758342743,2026-03-07 22:46:32.416082,2026-03-07 22:46:39.219327,0 days 00:00:06.803245,64,False,0.4262631059220634,64,0.0007784873590633912,3,0.00037977990543668826,COMPLETE
65,0.4559425115585327,2026-03-07 22:46:39.220332,2026-03-07 22:46:45.919428,0 days 00:00:06.699096,64,False,0.4353155305079163,64,0.000787368613205349,3,0.00043221094249028177,COMPLETE
66,0.3647647202014923,2026-03-07 22:46:45.920432,2026-03-07 22:47:01.840417,0 days 00:00:15.919985,64,False,0.42421144378440045,256,0.0007691700688100549,3,0.000254790945381575,COMPLETE
67,0.5030593276023865,2026-03-07 22:47:01.841415,2026-03-07 22:47:08.558911,0 days 00:00:06.717496,64,False,0.40568354590307426,64,0.001062148134415055,3,0.0004695035408509137,COMPLETE
68,0.528938889503479,2026-03-07 22:47:08.558911,2026-03-07 22:47:15.155112,0 days 00:00:06.596201,64,False,0.3448727396338022,96,0.0007200076606178019,3,5.0423377652405314e-05,COMPLETE
69,1.5355241782963276,2026-03-07 22:47:15.157111,2026-03-07 22:47:25.659782,0 days 00:00:10.502671,16,True,0.37480983526196043,192,0.0006736839188902844,3,0.0003080873171681045,PRUNED
70,0.3734918534755707,2026-03-07 22:47:25.660285,2026-03-07 22:47:32.445552,0 days 00:00:06.785267,64,False,0.45300447874633687,64,0.0005489716692740104,3,0.00017221914380123433,COMPLETE
71,0.516537606716156,2026-03-07 22:47:32.446618,2026-03-07 22:47:48.284039,0 days 00:00:15.837421,64,False,0.4240440681240606,256,0.0007796511654762712,3,0.0002966913283155763,COMPLETE
