number,value,datetime_start,datetime_complete,duration,params_batch_size,params_bidirectional,params_dropout_fc,params_hidden_size,params_lr,params_num_layers,params_weight_decay,user_attrs_best_val_auc,state
0,0.39942654222249985,2026-03-26 13:41:41.533177,2026-03-26 13:41:48.411437,0 days 00:00:06.878260,32,False,0.28493564427131046,96,0.0011504753106625046,1,0.0002607024758370766,0.9483870967741935,COMPLETE
1,0.3988732695579529,2026-03-26 13:41:48.421221,2026-03-26 13:41:56.903425,0 days 00:00:08.482204,32,True,0.4056937753654446,192,0.0007496501097315302,1,5.4041038546473305e-05,0.9333333333333333,COMPLETE
2,0.38916975259780884,2026-03-26 13:41:56.904427,2026-03-26 13:42:07.307602,0 days 00:00:10.403175,16,True,0.39807076404450803,128,0.0007627211116577326,3,1.5679933916722995e-05,0.896774193548387,COMPLETE
3,0.3956059515476227,2026-03-26 13:42:07.307602,2026-03-26 13:42:16.918569,0 days 00:00:09.610967,16,True,0.5687496940092467,96,0.0019174238140216384,2,0.0003550304858128307,0.8924731182795699,COMPLETE
4,0.490396223962307,2026-03-26 13:42:16.928273,2026-03-26 13:42:25.859278,0 days 00:00:08.931005,32,True,0.5947547746402069,256,0.0007380901894391266,1,0.00012172847081122418,0.9139784946236559,COMPLETE
5,0.41750627259413403,2026-03-26 13:42:25.859278,2026-03-26 13:42:45.959490,0 days 00:00:20.100212,16,True,0.22542334011440945,192,0.0008218411404269376,3,1.70505392602693e-05,0.8838709677419354,COMPLETE
6,0.3511486252148946,2026-03-26 13:42:45.959490,2026-03-26 13:42:59.754500,0 days 00:00:13.795010,16,False,0.37101640734341984,256,0.0014355166831664403,2,0.0001326033192269654,0.9311827956989247,COMPLETE
7,0.26747745275497437,2026-03-26 13:42:59.754500,2026-03-26 13:43:08.244850,0 days 00:00:08.490350,64,True,0.26448851490160175,192,0.000883171698312604,2,0.0003244160088734161,0.9182795698924732,COMPLETE
8,0.24975982308387756,2026-03-26 13:43:08.254540,2026-03-26 13:43:17.185805,0 days 00:00:08.931265,16,True,0.3708431154505025,64,0.0015314309403948435,1,0.0006197015748809143,0.9419354838709676,COMPLETE
9,0.41246066987514496,2026-03-26 13:43:17.185805,2026-03-26 13:43:24.028461,0 days 00:00:06.842656,32,False,0.5887128330883842,96,0.0018478138267043395,1,4.4300218067679785e-05,0.9075268817204301,COMPLETE
10,0.23941294848918915,2026-03-26 13:43:24.028461,2026-03-26 13:43:30.089794,0 days 00:00:06.061333,64,False,0.4911632730863661,64,0.0005126065261429245,2,0.0009275780771398699,0.9204301075268817,COMPLETE
11,0.3626653552055359,2026-03-26 13:43:30.089794,2026-03-26 13:43:36.182189,0 days 00:00:06.092395,64,False,0.4893230400339485,64,0.0005110329249550081,2,0.0008645222794854035,0.9118279569892473,COMPLETE
12,0.5146067142486572,2026-03-26 13:43:36.183201,2026-03-26 13:43:37.335903,0 days 00:00:01.152702,64,False,0.4729943242138932,64,0.0005054500549779796,3,0.0008542947358727073,,PRUNED
13,0.3752501308917999,2026-03-26 13:43:37.335903,2026-03-26 13:43:43.284062,0 days 00:00:05.948159,64,False,0.48479112088536463,64,0.0011935722428894112,1,0.0009759364603162958,0.9311827956989248,COMPLETE
14,0.3926573246717453,2026-03-26 13:43:43.285940,2026-03-26 13:43:53.236125,0 days 00:00:09.950185,16,True,0.34643005763869034,64,0.0015078321880286365,2,0.0004877769243412804,0.9010752688172043,COMPLETE
15,0.3502923846244812,2026-03-26 13:43:53.236125,2026-03-26 13:43:59.280785,0 days 00:00:06.044660,64,False,0.4395627208886509,64,0.0006175379355550693,2,0.0002108523071641334,0.9268817204301074,COMPLETE
16,0.31279632449150085,2026-03-26 13:43:59.280785,2026-03-26 13:44:05.385232,0 days 00:00:06.104447,64,True,0.32243388244030563,128,0.001084043260951796,1,0.000555084853206397,0.8989247311827957,COMPLETE
17,0.3608354826768239,2026-03-26 13:44:05.386983,2026-03-26 13:44:15.811817,0 days 00:00:10.424834,16,False,0.5311149037830162,64,0.0014360657836461847,3,0.0005844765217999717,0.9010752688172042,COMPLETE
18,0.35962802171707153,2026-03-26 13:44:15.812820,2026-03-26 13:44:21.925289,0 days 00:00:06.112469,64,True,0.5248545006306061,64,0.0006339174361923966,1,7.220173179934987e-05,0.9483870967741935,COMPLETE
19,0.3698488970597585,2026-03-26 13:44:21.926288,2026-03-26 13:44:31.616876,0 days 00:00:09.690588,16,False,0.42941186950436233,64,0.0009401153919303279,2,0.00017904319826816606,0.9354838709677419,COMPLETE
20,0.3058757483959198,2026-03-26 13:44:31.617876,2026-03-26 13:44:40.702600,0 days 00:00:09.084724,64,True,0.3345842325476799,256,0.0013116073895284512,2,2.9880920724717516e-05,0.9290322580645161,COMPLETE
21,0.3351401388645172,2026-03-26 13:44:40.703599,2026-03-26 13:44:49.537391,0 days 00:00:08.833792,64,True,0.20790355099847943,192,0.0009144533789604616,2,0.00032476202831542464,0.9032258064516129,COMPLETE
