class,directoryname,directorypath,numclips,split
Normal,Normal_001,data/interim/clips_original_10_oversample/Normal/Normal_001,34,val
Normal,Normal_004,data/interim/clips_original_10_oversample/Normal/Normal_004,57,test
Normal,Normal_007,data/interim/clips_original_10_oversample/Normal/Normal_007,61,train
Normal,Normal_008,data/interim/clips_original_10_oversample/Normal/Normal_008,160,train
Normal,Normal_012,data/interim/clips_original_10_oversample/Normal/Normal_012,146,train
Normal,Normal_015,data/interim/clips_original_10_oversample/Normal/Normal_015,30,train
Normal,Normal_017,data/interim/clips_original_10_oversample/Normal/Normal_017,53,train
Normal,Normal_020,data/interim/clips_original_10_oversample/Normal/Normal_020,30,train
Normal,Normal_021,data/interim/clips_original_10_oversample/Normal/Normal_021,122,train
Normal,Normal_023,data/interim/clips_original_10_oversample/Normal/Normal_023,110,val
Normal,Normal_026,data/interim/clips_original_10_oversample/Normal/Normal_026,170,train
Normal,Normal_028,data/interim/clips_original_10_oversample/Normal/Normal_028,180,train
Normal,Normal_032,data/interim/clips_original_10_oversample/Normal/Normal_032,52,val
Normal,Normal_035,data/interim/clips_original_10_oversample/Normal/Normal_035,180,train
Normal,Normal_037,data/interim/clips_original_10_oversample/Normal/Normal_037,28,test
Normal,Normal_038,data/interim/clips_original_10_oversample/Normal/Normal_038,180,train
Normal,Normal_039,data/interim/clips_original_10_oversample/Normal/Normal_039,112,train
Normal,Normal_043,data/interim/clips_original_10_oversample/Normal/Normal_043,108,train
Normal,Normal_046,data/interim/clips_original_10_oversample/Normal/Normal_046,180,train
Normal,Normal_047,data/interim/clips_original_10_oversample/Normal/Normal_047,180,train
Normal,Normal_049,data/interim/clips_original_10_oversample/Normal/Normal_049,180,test
Normal,Normal_052,data/interim/clips_original_10_oversample/Normal/Normal_052,20,test
Normal,Normal_054,data/interim/clips_original_10_oversample/Normal/Normal_054,123,train
Normal,Normal_057,data/interim/clips_original_10_oversample/Normal/Normal_057,180,val
Normal,Normal_058,data/interim/clips_original_10_oversample/Normal/Normal_058,61,train
Normal,Normal_061,data/interim/clips_original_10_oversample/Normal/Normal_061,180,train
Normal,Normal_064,data/interim/clips_original_10_oversample/Normal/Normal_064,123,train
Normal,Normal_066,data/interim/clips_original_10_oversample/Normal/Normal_066,63,train
Normal,Normal_069,data/interim/clips_original_10_oversample/Normal/Normal_069,57,train
Normal,Normal_080,data/interim/clips_original_10_oversample/Normal/Normal_080,124,train
Normal,Normal_083,data/interim/clips_original_10_oversample/Normal/Normal_083,36,train
Normal,Normal_085,data/interim/clips_original_10_oversample/Normal/Normal_085,180,train
Normal,Normal_086,data/interim/clips_original_10_oversample/Normal/Normal_086,180,train
