number,value,datetime_start,datetime_complete,duration,params_batch_size,params_bidirectional,params_dropout_fc,params_hidden_size,params_lr,params_num_layers,params_weight_decay,state
0,0.5583171397447586,2026-03-07 23:12:47.336959,2026-03-07 23:13:00.551251,0 days 00:00:13.214292,32,False,0.28493564427131046,96,0.0011504753106625046,1,0.0002607024758370766,COMPLETE
1,0.5559232607483864,2026-03-07 23:13:00.551251,2026-03-07 23:13:18.945554,0 days 00:00:18.394303,32,True,0.4056937753654446,192,0.0007496501097315302,1,5.4041038546473305e-05,COMPLETE
2,0.5613420531153679,2026-03-07 23:13:18.945554,2026-03-07 23:13:31.622725,0 days 00:00:12.677171,16,True,0.39807076404450803,128,0.0007627211116577326,3,1.5679933916722995e-05,COMPLETE
3,0.5713438913226128,2026-03-07 23:13:31.622725,2026-03-07 23:13:41.631197,0 days 00:00:10.008472,16,True,0.5687496940092467,96,0.0019174238140216384,2,0.0003550304858128307,COMPLETE
4,0.5669087469577789,2026-03-07 23:13:41.631197,2026-03-07 23:14:00.273249,0 days 00:00:18.642052,32,True,0.5947547746402069,256,0.0007380901894391266,1,0.00012172847081122418,COMPLETE
5,0.5840348452329636,2026-03-07 23:14:00.273249,2026-03-07 23:14:55.476269,0 days 00:00:55.203020,16,True,0.22542334011440945,192,0.0008218411404269376,3,1.70505392602693e-05,COMPLETE
6,0.6222130805253983,2026-03-07 23:14:55.476269,2026-03-07 23:15:26.995693,0 days 00:00:31.519424,16,False,0.37101640734341984,256,0.0014355166831664403,2,0.0001326033192269654,COMPLETE
7,0.5675960183143616,2026-03-07 23:15:26.995693,2026-03-07 23:15:55.703210,0 days 00:00:28.707517,64,True,0.26448851490160175,192,0.000883171698312604,2,0.0003244160088734161,COMPLETE
8,0.6421433091163635,2026-03-07 23:15:55.703210,2026-03-07 23:16:04.927762,0 days 00:00:09.224552,16,True,0.3708431154505025,64,0.0015314309403948435,1,0.0006197015748809143,COMPLETE
9,0.561363935470581,2026-03-07 23:16:04.927762,2026-03-07 23:16:12.512684,0 days 00:00:07.584922,32,False,0.5887128330883842,96,0.0018478138267043395,1,4.4300218067679785e-05,COMPLETE
10,0.6116297245025635,2026-03-07 23:16:12.512684,2026-03-07 23:16:27.746349,0 days 00:00:15.233665,64,False,0.4825243441084655,192,0.0005126065261429245,2,4.6050571989597696e-05,COMPLETE
11,0.5741788148880005,2026-03-07 23:16:27.746349,2026-03-07 23:16:35.243046,0 days 00:00:07.496697,32,False,0.31614771152740395,96,0.0012188738406142465,1,5.1544513708209705e-05,COMPLETE
12,0.5741454064846039,2026-03-07 23:16:35.243046,2026-03-07 23:16:42.842351,0 days 00:00:07.599305,32,False,0.4635323582837161,128,0.0011016769059068825,1,0.00023430898411521675,COMPLETE
13,0.5918397307395935,2026-03-07 23:16:42.842351,2026-03-07 23:16:50.388996,0 days 00:00:07.546645,32,False,0.29085560466035143,64,0.0005850676174094601,1,0.0008538648795388466,COMPLETE
14,0.6301937997341156,2026-03-07 23:16:50.388996,2026-03-07 23:16:58.889067,0 days 00:00:08.500071,32,True,0.47529180478007954,96,0.0006465202035560209,2,9.487512325009557e-05,COMPLETE
15,0.5456046462059021,2026-03-07 23:16:58.896116,2026-03-07 23:17:10.381778,0 days 00:00:11.485662,32,False,0.33996589230072816,192,0.0009831451279317027,1,2.6354747293806716e-05,COMPLETE
16,0.5571070164442062,2026-03-07 23:17:10.381778,2026-03-07 23:17:28.747539,0 days 00:00:18.365761,32,True,0.33947767847167143,192,0.0009681335310820558,1,2.4346596102796976e-05,COMPLETE
17,0.5003686547279358,2026-03-07 23:17:28.747539,2026-03-07 23:17:50.522440,0 days 00:00:21.774901,64,False,0.430959261867954,192,0.0009661706931795107,3,3.1276153822642866e-05,COMPLETE
