clip_id,mean_loss,max_loss,conf_error,error_freq,cls,split,video_id,rule_high_loss,rule_conf_error,rule_error_freq,n_rules_triggered,decision
Robbery_069,4.7987110279500484,8.728209495544434,1.0,0.25,Robbery,val,Robbery_069,True,True,False,2,filter
Robbery_007,4.749568521976471,8.659622192382812,1.0,0.25,Robbery,val,Robbery_007,True,True,False,2,filter
Robbery_085,4.286504406481981,8.593294143676758,1.0,0.25,Robbery,val,Robbery_085,True,True,False,2,filter
Robbery_075,3.8178683258593082,8.187702178955078,1.0,0.25,Robbery,val,Robbery_075,True,True,False,2,filter
Robbery_018,3.5173681546002626,8.08475112915039,1.0,0.25,Robbery,val,Robbery_018,True,True,False,2,filter
Robbery_129,3.100958801805973,7.467350006103516,1.0,0.25,Robbery,val,Robbery_129,True,True,False,2,filter
Robbery_005,2.224281514179893,7.630930423736572,1.0,0.25,Robbery,val,Robbery_005,True,True,False,2,filter
Normal_570,2.1614706486871,6.9919819831848145,1.0,0.25,Normal,val,Normal_570,True,True,False,2,filter
Robbery_004,2.1270770728588104,8.0026216506958,1.0,0.25,Robbery,val,Robbery_004,True,True,False,2,filter
Robbery_137,1.4753316279966384,7.261526107788086,1.0,0.25,Robbery,val,Robbery_137,True,True,False,2,filter
Robbery_146,1.340792503207922,7.002452373504639,1.0,0.25,Robbery,val,Robbery_146,True,True,False,2,filter
