number,value,datetime_start,datetime_complete,duration,params_batch_size,params_bidirectional,params_dropout_fc,params_hidden_size,params_lr,params_num_layers,params_weight_decay,state
0,0.6324593424797058,2026-03-05 01:05:00.572036,2026-03-05 01:05:09.193836,0 days 00:00:08.621800,32,False,0.28493564427131046,96,0.0011504753106625046,1,0.0002607024758370766,COMPLETE
1,0.6021643429994583,2026-03-05 01:05:09.194846,2026-03-05 01:05:17.567569,0 days 00:00:08.372723,32,True,0.4056937753654446,192,0.0007496501097315302,1,5.4041038546473305e-05,COMPLETE
2,0.7709540873765945,2026-03-05 01:05:17.568708,2026-03-05 01:05:28.520569,0 days 00:00:10.951861,16,True,0.39807076404450803,128,0.0007627211116577326,3,1.5679933916722995e-05,COMPLETE
3,0.6633951663970947,2026-03-05 01:05:28.521573,2026-03-05 01:05:38.351014,0 days 00:00:09.829441,16,True,0.5687496940092467,96,0.0019174238140216384,2,0.0003550304858128307,COMPLETE
4,0.6540837287902832,2026-03-05 01:05:38.351650,2026-03-05 01:05:47.425593,0 days 00:00:09.073943,32,True,0.5947547746402069,256,0.0007380901894391266,1,0.00012172847081122418,COMPLETE
5,0.6180343180894852,2026-03-05 01:05:47.426593,2026-03-05 01:06:06.994942,0 days 00:00:19.568349,16,True,0.22542334011440945,192,0.0008218411404269376,3,1.70505392602693e-05,COMPLETE
6,0.6859209463000298,2026-03-05 01:06:06.995945,2026-03-05 01:06:20.406605,0 days 00:00:13.410660,16,False,0.37101640734341984,256,0.0014355166831664403,2,0.0001326033192269654,COMPLETE
7,0.596354067325592,2026-03-05 01:06:20.407605,2026-03-05 01:06:29.470698,0 days 00:00:09.063093,64,True,0.26448851490160175,192,0.000883171698312604,2,0.0003244160088734161,COMPLETE
8,0.6666695885360241,2026-03-05 01:06:29.470698,2026-03-05 01:06:38.917449,0 days 00:00:09.446751,16,True,0.3708431154505025,64,0.0015314309403948435,1,0.0006197015748809143,COMPLETE
9,0.6481498777866364,2026-03-05 01:06:38.917449,2026-03-05 01:06:45.738380,0 days 00:00:06.820931,32,False,0.5887128330883842,96,0.0018478138267043395,1,4.4300218067679785e-05,COMPLETE
10,0.5762725472450256,2026-03-05 01:06:45.738380,2026-03-05 01:06:52.987305,0 days 00:00:07.248925,64,False,0.2062379198633824,192,0.0005126065261429245,2,0.0009044366299969405,COMPLETE
11,0.574073076248169,2026-03-05 01:06:52.991681,2026-03-05 01:07:00.235062,0 days 00:00:07.243381,64,False,0.21144118649403879,192,0.0005092956603864634,2,0.0008624009197392455,COMPLETE
12,0.5757996439933777,2026-03-05 01:07:00.237065,2026-03-05 01:07:07.648305,0 days 00:00:07.411240,64,False,0.21803049013508732,192,0.000502976018682016,2,0.0008000864123560979,COMPLETE
13,0.5900482535362244,2026-03-05 01:07:07.650303,2026-03-05 01:07:15.536843,0 days 00:00:07.886540,64,False,0.31556673863231977,192,0.0005101736806449998,3,0.000956890005185768,COMPLETE
14,0.5285182595252991,2026-03-05 01:07:15.537843,2026-03-05 01:07:21.401117,0 days 00:00:05.863274,64,False,0.47529180478007954,64,0.0005976695470614513,2,0.00047362414314470693,COMPLETE
15,0.5261422395706177,2026-03-05 01:07:21.402115,2026-03-05 01:07:27.488253,0 days 00:00:06.086138,64,False,0.4869944124565158,64,0.0006151672702452408,2,0.0004665403793287671,COMPLETE
16,0.5620905160903931,2026-03-05 01:07:27.488253,2026-03-05 01:07:33.513875,0 days 00:00:06.025622,64,False,0.5101677696868048,64,0.0006196607981080913,2,0.00021063979781445145,COMPLETE
17,0.5892097353935242,2026-03-05 01:07:33.514875,2026-03-05 01:07:39.667614,0 days 00:00:06.152739,64,False,0.4744769764441922,64,0.0006084322301520073,3,0.00048265330785523126,COMPLETE
18,0.6005659699440002,2026-03-05 01:07:39.668620,2026-03-05 01:07:45.873979,0 days 00:00:06.205359,64,False,0.4732640990011023,64,0.001022469123512183,3,0.00019921420163970295,COMPLETE
19,0.5217216610908508,2026-03-05 01:07:45.875984,2026-03-05 01:07:52.038655,0 days 00:00:06.162671,64,False,0.5255974822311326,64,0.000639194178835219,2,6.704920748194222e-05,COMPLETE
20,0.6106148362159729,2026-03-05 01:07:52.039741,2026-03-05 01:07:58.328828,0 days 00:00:06.289087,64,False,0.5325161200149474,128,0.0006876664466049534,2,5.675340745421165e-05,COMPLETE
21,0.5313231348991394,2026-03-05 01:07:58.338572,2026-03-05 01:08:04.385348,0 days 00:00:06.046776,64,False,0.45855148890611425,64,0.0006071273488227139,2,8.238280938472916e-05,COMPLETE
22,0.5794832110404968,2026-03-05 01:08:04.386348,2026-03-05 01:08:10.255599,0 days 00:00:05.869251,64,False,0.5262139657929552,64,0.000663590884012856,2,2.864642615372719e-05,COMPLETE
23,0.5421485304832458,2026-03-05 01:08:10.256599,2026-03-05 01:08:16.197616,0 days 00:00:05.941017,64,False,0.44389291384866164,64,0.0005788882591659316,2,0.0004755258531422745,COMPLETE
24,0.5341201424598694,2026-03-05 01:08:16.198615,2026-03-05 01:08:22.173045,0 days 00:00:05.974430,64,False,0.5012752789886944,64,0.0008985882548752458,2,0.0001571371075766255,COMPLETE
25,0.5491297841072083,2026-03-05 01:08:22.174045,2026-03-05 01:08:28.372718,0 days 00:00:06.198673,64,False,0.5551425740897428,64,0.000568708973593564,2,8.7349785900041e-05,COMPLETE
26,0.5827628970146179,2026-03-05 01:08:28.372718,2026-03-05 01:08:34.418938,0 days 00:00:06.046220,64,False,0.4317310052118215,64,0.0010780451195956794,1,3.695819859337155e-05,COMPLETE
27,0.5729909539222717,2026-03-05 01:08:34.419939,2026-03-05 01:08:40.627400,0 days 00:00:06.207461,64,False,0.4952533860402816,64,0.0006790481078621863,3,0.00045892066493334366,COMPLETE
28,0.5896171927452087,2026-03-05 01:08:40.628288,2026-03-05 01:08:46.678812,0 days 00:00:06.050524,64,False,0.5533488556444155,128,0.0009290554698195384,2,2.2167169032114934e-05,COMPLETE
29,0.9575986862182617,2026-03-05 01:08:46.678812,2026-03-05 01:08:48.137774,0 days 00:00:01.458962,32,False,0.4235568709160775,256,0.0013017828530155636,1,0.0002728719499678281,PRUNED
30,0.6291755437850952,2026-03-05 01:08:48.144100,2026-03-05 01:08:55.478551,0 days 00:00:07.334451,32,False,0.4855539943464573,96,0.0008169998512629117,2,1.1259599550981289e-05,COMPLETE
31,0.538800060749054,2026-03-05 01:08:55.478551,2026-03-05 01:09:01.633596,0 days 00:00:06.155045,64,False,0.46040941928888146,64,0.0006296584817500006,2,8.28281691161695e-05,COMPLETE
32,0.5563186407089233,2026-03-05 01:09:01.633596,2026-03-05 01:09:07.709241,0 days 00:00:06.075645,64,False,0.524775767270964,64,0.0005518199086000656,2,7.602788881442379e-05,COMPLETE
33,0.540692925453186,2026-03-05 01:09:07.709241,2026-03-05 01:09:13.862695,0 days 00:00:06.153454,64,False,0.4539586946965952,64,0.0007567284932675149,2,6.166617707792614e-05,COMPLETE
34,0.5545424222946167,2026-03-05 01:09:13.863201,2026-03-05 01:09:19.965327,0 days 00:00:06.102126,64,False,0.3686380902866098,64,0.0007079179185526504,2,0.00017061398294795747,COMPLETE
35,1.8095854399725795,2026-03-05 01:09:19.966323,2026-03-05 01:09:21.644066,0 days 00:00:01.677743,16,True,0.3957658267040961,64,0.0005736271473345616,1,0.00011665858148691695,PRUNED
36,1.1262521147727966,2026-03-05 01:09:21.644066,2026-03-05 01:09:22.935836,0 days 00:00:01.291770,32,False,0.401919953589564,128,0.000822910818930536,2,0.0002624587162444609,PRUNED
37,0.6217672824859619,2026-03-05 01:09:22.936839,2026-03-05 01:09:33.381170,0 days 00:00:10.444331,64,True,0.5478749070373774,256,0.0006395918114346784,3,6.68269434704506e-05,COMPLETE
38,1.036250663921237,2026-03-05 01:09:33.381170,2026-03-05 01:09:35.007402,0 days 00:00:01.626232,16,False,0.425406116965283,96,0.0007340500966895555,2,0.00010046404318728428,PRUNED
39,0.5743375420570374,2026-03-05 01:09:35.007402,2026-03-05 01:09:40.968402,0 days 00:00:05.961000,64,True,0.5127791645899495,64,0.0005982091027030415,1,4.182715240883976e-05,COMPLETE
40,0.5906720161437988,2026-03-05 01:09:40.968402,2026-03-05 01:09:48.189268,0 days 00:00:07.220866,32,False,0.5734465393242447,64,0.0005383600569832708,2,0.0006375031281744272,COMPLETE
41,0.5450009703636169,2026-03-05 01:09:48.193298,2026-03-05 01:09:54.124578,0 days 00:00:05.931280,64,False,0.4981571915964632,64,0.0008859895437873893,2,0.000153141209583762,COMPLETE
42,0.583244264125824,2026-03-05 01:09:54.126583,2026-03-05 01:10:00.464733,0 days 00:00:06.338150,64,False,0.4684043645901693,64,0.0012498862337171485,2,0.0003615285971348385,COMPLETE
43,0.5456474423408508,2026-03-05 01:10:00.465734,2026-03-05 01:10:06.355846,0 days 00:00:05.890112,64,False,0.4895059416977678,64,0.0008034122977539761,2,0.0003421710009206234,COMPLETE
44,1.0312536656856537,2026-03-05 01:10:06.356846,2026-03-05 01:10:08.026892,0 days 00:00:01.670046,16,False,0.4481895887580789,64,0.000670564955512358,2,0.00011245088254854032,PRUNED
45,0.5892671942710876,2026-03-05 01:10:08.027890,2026-03-05 01:10:16.828062,0 days 00:00:08.800172,64,True,0.509395704396778,256,0.0005437518297239816,2,4.85895905304464e-05,COMPLETE
46,0.5650794506072998,2026-03-05 01:10:16.828062,2026-03-05 01:10:22.787672,0 days 00:00:05.959610,64,False,0.5394865816705862,96,0.000974196086829271,2,0.0006499453174690705,COMPLETE
47,0.6025208830833435,2026-03-05 01:10:22.788679,2026-03-05 01:10:28.703560,0 days 00:00:05.914881,64,False,0.3506911285876728,64,0.0017498629758719761,2,0.00022408017672169276,COMPLETE
48,0.5780352354049683,2026-03-05 01:10:28.704562,2026-03-05 01:10:35.046317,0 days 00:00:06.341755,64,False,0.5777488663415709,64,0.0007214436257170193,2,0.00015631234605085068,COMPLETE
