number,value,datetime_start,datetime_complete,duration,params_batch_size,params_bidirectional,params_dropout_fc,params_hidden_size,params_lr,params_num_layers,params_weight_decay,user_attrs_best_val_auc,user_attrs_seed,state
0,0.5805900692939758,2026-03-12 23:18:17.797236,2026-03-12 23:18:27.587300,0 days 00:00:09.790064,32,False,0.28493564427131046,96,0.0011504753106625046,1,0.0002607024758370766,0.8225806451612903,42,COMPLETE
1,0.6257937848567963,2026-03-12 23:18:27.587300,2026-03-12 23:18:51.106819,0 days 00:00:23.519519,32,True,0.4056937753654446,192,0.0007496501097315302,1,5.4041038546473305e-05,0.8435483870967743,43,COMPLETE
2,0.476937223225832,2026-03-12 23:18:51.106819,2026-03-12 23:19:07.920853,0 days 00:00:16.814034,16,True,0.39807076404450803,128,0.0007627211116577326,3,1.5679933916722995e-05,0.8193548387096775,44,COMPLETE
3,0.6029298305511475,2026-03-12 23:19:07.920853,2026-03-12 23:19:20.931743,0 days 00:00:13.010890,16,True,0.5687496940092467,96,0.0019174238140216384,2,0.0003550304858128307,0.8209677419354838,45,COMPLETE
4,0.6035161018371582,2026-03-12 23:19:20.931743,2026-03-12 23:19:43.777639,0 days 00:00:22.845896,32,True,0.5947547746402069,256,0.0007380901894391266,1,0.00012172847081122418,0.7677419354838709,46,COMPLETE
5,0.6877810955047607,2026-03-12 23:19:43.777639,2026-03-12 23:21:01.574534,0 days 00:01:17.796895,16,True,0.22542334011440945,192,0.0008218411404269376,3,1.70505392602693e-05,0.8096774193548387,47,COMPLETE
6,0.4917784556746483,2026-03-12 23:21:01.575569,2026-03-12 23:21:43.005821,0 days 00:00:41.430252,16,False,0.37101640734341984,256,0.0014355166831664403,2,0.0001326033192269654,0.8596774193548387,48,COMPLETE
7,0.5524625182151794,2026-03-12 23:21:43.005821,2026-03-12 23:22:22.454053,0 days 00:00:39.448232,64,True,0.26448851490160175,192,0.000883171698312604,2,0.0003244160088734161,0.8016129032258065,49,COMPLETE
8,0.6724079921841621,2026-03-12 23:22:22.454053,2026-03-12 23:22:34.460161,0 days 00:00:12.006108,16,True,0.3708431154505025,64,0.0015314309403948435,1,0.0006197015748809143,0.8241935483870968,50,COMPLETE
9,0.566671833395958,2026-03-12 23:22:34.460161,2026-03-12 23:22:43.884611,0 days 00:00:09.424450,32,False,0.5887128330883842,96,0.0018478138267043395,1,4.4300218067679785e-05,0.8209677419354837,51,COMPLETE
10,0.5144686698913574,2026-03-12 23:22:43.884611,2026-03-12 23:22:52.674788,0 days 00:00:08.790177,64,False,0.4778751436886507,128,0.0005126065261429245,3,1.0699098455538697e-05,0.8209677419354838,52,COMPLETE
11,0.5825033783912659,2026-03-12 23:22:52.674788,2026-03-12 23:23:05.166269,0 days 00:00:12.491481,16,False,0.3737425087025644,128,0.0012921394802672813,3,9.564716175263719e-05,0.817741935483871,53,COMPLETE
12,0.5372534617781639,2026-03-12 23:23:05.166269,2026-03-12 23:23:46.353359,0 days 00:00:41.187090,16,False,0.4467710116482187,256,0.0005276845703240477,2,2.8383466643042105e-05,0.8564516129032258,54,COMPLETE
13,0.5599667802453041,2026-03-12 23:23:46.353359,2026-03-12 23:23:58.350409,0 days 00:00:11.997050,16,False,0.31486472151471134,128,0.0010564615151250837,2,0.0001632552758201316,0.8161290322580645,55,COMPLETE
14,0.6521738544106483,2026-03-12 23:23:58.350409,2026-03-12 23:25:31.317553,0 days 00:01:32.967144,16,True,0.5138285915721833,256,0.0006263812661926302,3,6.614675287497496e-05,0.8314516129032258,56,COMPLETE
