clip_id,mean_loss,max_loss,conf_error,error_freq,cls,split,video_id,rule_high_loss,rule_conf_error,rule_error_freq,n_rules_triggered,decision
Robbery_069,2.45392870201784,3.904881477355957,1.0,0.23529411764705882,Robbery,val,Robbery_069,True,True,False,2,filter
Robbery_129,2.4372762231265797,3.8668675422668457,1.0,0.23529411764705882,Robbery,val,Robbery_129,True,True,False,2,filter
Robbery_007,2.4342432968756733,3.8799550533294678,1.0,0.23529411764705882,Robbery,val,Robbery_007,True,True,False,2,filter
Robbery_085,2.4132675107787636,3.812978982925415,1.0,0.23529411764705882,Robbery,val,Robbery_085,True,True,False,2,filter
Robbery_137,2.3890293626224293,3.761134147644043,1.0,0.23529411764705882,Robbery,val,Robbery_137,True,True,False,2,filter
Robbery_075,2.3347525736864876,3.6504034996032715,1.0,0.23529411764705882,Robbery,val,Robbery_075,True,True,False,2,filter
Robbery_005,2.217228230308084,3.749511241912842,1.0,0.23529411764705882,Robbery,val,Robbery_005,True,True,False,2,filter
Robbery_146,2.0961529647602752,3.517434597015381,1.0,0.23529411764705882,Robbery,val,Robbery_146,True,True,False,2,filter
Robbery_018,1.6596898883581161,3.5930511951446533,1.0,0.23529411764705882,Robbery,val,Robbery_018,True,True,False,2,filter
Normal_046,1.2229519712136072,4.212225437164307,1.0,0.23529411764705882,Normal,val,Normal_046,True,True,False,2,filter
Robbery_074,0.5531120483544382,2.553417205810547,1.0,0.23529411764705882,Robbery,val,Robbery_074,True,True,False,2,filter
