number,value,datetime_start,datetime_complete,duration,params_batch_size,params_bidirectional,params_dropout_fc,params_hidden_size,params_lr,params_num_layers,params_weight_decay,user_attrs_best_val_auc,user_attrs_seed,state
0,0.6238436698913574,2026-03-12 15:59:10.987300,2026-03-12 15:59:22.877880,0 days 00:00:11.890580,32,False,0.28493564427131046,96,0.0011504753106625046,1,0.0002607024758370766,0.8129032258064517,42,COMPLETE
1,0.583329975605011,2026-03-12 15:59:22.877880,2026-03-12 15:59:31.922406,0 days 00:00:09.044526,32,True,0.4056937753654446,192,0.0007496501097315302,1,5.4041038546473305e-05,0.8274193548387097,43,COMPLETE
2,0.6649512052536011,2026-03-12 15:59:31.922406,2026-03-12 15:59:42.990021,0 days 00:00:11.067615,16,True,0.39807076404450803,128,0.0007627211116577326,3,1.5679933916722995e-05,0.8145161290322582,44,COMPLETE
3,0.5621882230043411,2026-03-12 15:59:42.992530,2026-03-12 15:59:53.572641,0 days 00:00:10.580111,16,True,0.5687496940092467,96,0.0019174238140216384,2,0.0003550304858128307,0.7822580645161291,45,COMPLETE
4,0.5560940355062485,2026-03-12 15:59:53.574647,2026-03-12 16:00:03.010321,0 days 00:00:09.435674,32,True,0.5947547746402069,256,0.0007380901894391266,1,0.00012172847081122418,0.8435483870967742,46,COMPLETE
5,0.6073845773935318,2026-03-12 16:00:03.011321,2026-03-12 16:00:23.643622,0 days 00:00:20.632301,16,True,0.22542334011440945,192,0.0008218411404269376,3,1.70505392602693e-05,0.7903225806451613,47,COMPLETE
6,0.6166176199913025,2026-03-12 16:00:23.644497,2026-03-12 16:00:38.033127,0 days 00:00:14.388630,16,False,0.37101640734341984,256,0.0014355166831664403,2,0.0001326033192269654,0.8193548387096775,48,COMPLETE
7,0.5880902409553528,2026-03-12 16:00:38.033799,2026-03-12 16:00:46.949641,0 days 00:00:08.915842,64,True,0.26448851490160175,192,0.000883171698312604,2,0.0003244160088734161,0.8338709677419355,49,COMPLETE
8,0.611928790807724,2026-03-12 16:00:46.950646,2026-03-12 16:00:56.619701,0 days 00:00:09.669055,16,True,0.3708431154505025,64,0.0015314309403948435,1,0.0006197015748809143,0.7983870967741936,50,COMPLETE
9,0.5430689454078674,2026-03-12 16:00:56.619701,2026-03-12 16:01:03.754810,0 days 00:00:07.135109,32,False,0.5887128330883842,96,0.0018478138267043395,1,4.4300218067679785e-05,0.8225806451612904,51,COMPLETE
10,0.5690485835075378,2026-03-12 16:01:03.754810,2026-03-12 16:01:09.909399,0 days 00:00:06.154589,64,False,0.4921467580828037,96,0.0005126065261429245,2,3.7669826973855905e-05,0.8790322580645161,52,COMPLETE
11,0.586771696805954,2026-03-12 16:01:09.909399,2026-03-12 16:01:17.932416,0 days 00:00:08.023017,32,False,0.598237672246704,256,0.0005860782216960012,1,8.776006475933925e-05,0.8322580645161289,53,COMPLETE
12,0.47912442684173584,2026-03-12 16:01:17.932416,2026-03-12 16:01:25.892291,0 days 00:00:07.959875,32,False,0.5216429084331137,256,0.0011355311414388252,1,3.4196538382062763e-05,0.846774193548387,54,COMPLETE
13,0.6068011820316315,2026-03-12 16:01:25.893291,2026-03-12 16:01:33.104613,0 days 00:00:07.211322,32,False,0.48479112088536463,64,0.0011666203612577433,1,3.02915356019767e-05,0.8064516129032258,55,COMPLETE
14,0.5836391150951385,2026-03-12 16:01:33.104613,2026-03-12 16:01:40.415110,0 days 00:00:07.310497,32,False,0.5192754306869389,128,0.0018644973006178918,2,1.1248613366724763e-05,0.8258064516129033,56,COMPLETE
15,0.6150087416172028,2026-03-12 16:01:40.416903,2026-03-12 16:01:48.740838,0 days 00:00:08.323935,32,False,0.5261319099212011,256,0.0014501679273690585,1,5.670559548915518e-05,0.8225806451612904,57,COMPLETE
16,0.6474261581897736,2026-03-12 16:01:48.741836,2026-03-12 16:01:55.996072,0 days 00:00:07.254236,32,False,0.4524022468206216,96,0.0011402212539482978,1,2.529780017292485e-05,0.8064516129032258,58,COMPLETE
17,0.557847797870636,2026-03-12 16:01:55.996072,2026-03-12 16:02:04.352689,0 days 00:00:08.356617,64,False,0.545053899466985,256,0.0016696524987049256,3,7.434889941563343e-05,0.8290322580645162,59,COMPLETE
18,0.5882706940174103,2026-03-12 16:02:04.352689,2026-03-12 16:02:11.310367,0 days 00:00:06.957678,32,False,0.4480595631138229,96,0.0009971663888463972,1,4.154965859016112e-05,0.8290322580645162,60,COMPLETE
19,0.6483243405818939,2026-03-12 16:02:11.310367,2026-03-12 16:02:18.651457,0 days 00:00:07.341090,32,False,0.5580004237519345,128,0.0012963922167505532,2,0.00017904319826816606,0.8129032258064516,61,COMPLETE
20,0.5123156905174255,2026-03-12 16:02:18.651457,2026-03-12 16:02:25.069372,0 days 00:00:06.417915,64,False,0.4972723042039826,64,0.0009503967828634026,2,2.3260053624374046e-05,0.8193548387096774,62,COMPLETE
21,0.4656384587287903,2026-03-12 16:02:25.069372,2026-03-12 16:02:31.547979,0 days 00:00:06.478607,64,False,0.4895174031941692,64,0.0009905955774994087,2,2.072639891078943e-05,0.8725806451612903,63,COMPLETE
22,0.554149329662323,2026-03-12 16:02:31.548979,2026-03-12 16:02:37.841001,0 days 00:00:06.292022,64,False,0.4506069966101462,64,0.0009764793022946812,3,2.11077985755627e-05,0.7887096774193549,64,COMPLETE
