number,value,datetime_start,datetime_complete,duration,params_batch_size,params_bidirectional,params_dropout_fc,params_hidden_size,params_lr,params_num_layers,params_weight_decay,user_attrs_best_val_auc,state
0,0.3873017728328705,2026-03-27 15:56:55.946138,2026-03-27 15:57:04.707216,0 days 00:00:08.761078,32,False,0.28493564427131046,96,0.0011504753106625046,1,0.0002607024758370766,0.8588709677419355,COMPLETE
1,0.36923375725746155,2026-03-27 15:57:04.717119,2026-03-27 15:57:25.651302,0 days 00:00:20.934183,32,True,0.4056937753654446,192,0.0007496501097315302,1,5.4041038546473305e-05,0.9092741935483871,COMPLETE
2,0.3544723192850749,2026-03-27 15:57:25.651302,2026-03-27 15:57:39.829699,0 days 00:00:14.178397,16,True,0.39807076404450803,128,0.0007627211116577326,3,1.5679933916722995e-05,0.8447580645161291,COMPLETE
3,0.44458847244580585,2026-03-27 15:57:39.829699,2026-03-27 15:57:51.225163,0 days 00:00:11.395464,16,True,0.5687496940092467,96,0.0019174238140216384,2,0.0003550304858128307,0.8387096774193549,COMPLETE
4,0.2895284742116928,2026-03-27 15:57:51.226159,2026-03-27 15:58:12.299790,0 days 00:00:21.073631,32,True,0.5947547746402069,256,0.0007380901894391266,1,0.00012172847081122418,0.8911290322580645,COMPLETE
5,0.3478680153687795,2026-03-27 15:58:12.299790,2026-03-27 15:59:16.237075,0 days 00:01:03.937285,16,True,0.22542334011440945,192,0.0008218411404269376,3,1.70505392602693e-05,0.8911290322580645,COMPLETE
6,0.35941608746846515,2026-03-27 15:59:16.237075,2026-03-27 15:59:51.623425,0 days 00:00:35.386350,16,False,0.37101640734341984,256,0.0014355166831664403,2,0.0001326033192269654,0.8608870967741935,COMPLETE
7,0.3524923324584961,2026-03-27 15:59:51.623425,2026-03-27 16:00:26.886057,0 days 00:00:35.262632,64,True,0.26448851490160175,192,0.000883171698312604,2,0.0003244160088734161,0.8991935483870969,COMPLETE
8,0.361911137898763,2026-03-27 16:00:26.886057,2026-03-27 16:00:37.478293,0 days 00:00:10.592236,16,True,0.3708431154505025,64,0.0015314309403948435,1,0.0006197015748809143,0.8911290322580645,COMPLETE
9,0.43266893923282623,2026-03-27 16:00:37.478293,2026-03-27 16:00:45.980526,0 days 00:00:08.502233,32,False,0.5887128330883842,96,0.0018478138267043395,1,4.4300218067679785e-05,0.9213709677419355,COMPLETE
10,0.3468681871891022,2026-03-27 16:00:45.982528,2026-03-27 16:01:02.348977,0 days 00:00:16.366449,64,False,0.4921467580828037,256,0.0005126065261429245,2,0.00010117248921128361,0.905241935483871,COMPLETE
11,0.3906378149986267,2026-03-27 16:01:02.348977,2026-03-27 16:01:18.906048,0 days 00:00:16.557071,64,False,0.48907214115801195,256,0.0005063996376266946,2,8.776006475933925e-05,0.8709677419354839,COMPLETE
12,0.40157216787338257,2026-03-27 16:01:18.906048,2026-03-27 16:01:39.129652,0 days 00:00:20.223604,64,False,0.5165877328999808,256,0.0005160892407926308,3,0.00012978744214559815,0.8870967741935484,COMPLETE
13,0.5579884648323059,2026-03-27 16:01:39.129652,2026-03-27 16:01:41.231479,0 days 00:00:02.101827,64,False,0.48479112088536463,256,0.0005850676174094601,1,4.458101266201131e-05,,PRUNED
14,0.375755712389946,2026-03-27 16:01:41.231479,2026-03-27 16:02:15.363555,0 days 00:00:34.132076,32,True,0.5375920406844779,256,0.0006401440431137046,2,0.00018766870441105796,0.9112903225806452,COMPLETE
15,0.22715094685554504,2026-03-27 16:02:15.364880,2026-03-27 16:02:23.266539,0 days 00:00:07.901659,64,False,0.44369859809751167,64,0.0010625757420629157,2,0.0009818247569037453,0.9314516129032258,COMPLETE
16,0.3903019428253174,2026-03-27 16:02:23.266539,2026-03-27 16:02:32.057245,0 days 00:00:08.790706,32,True,0.4360087168311541,64,0.0010998528865704144,1,0.0009717031809864157,0.907258064516129,COMPLETE
17,0.5321221947669983,2026-03-27 16:02:32.067100,2026-03-27 16:02:33.596461,0 days 00:00:01.529361,64,False,0.3229119899307298,64,0.0009541554777817087,3,0.0005405580350673245,,PRUNED
18,0.3864918053150177,2026-03-27 16:02:33.596461,2026-03-27 16:02:42.649492,0 days 00:00:09.053031,32,True,0.4480595631138229,128,0.0013120927792776684,1,1.042147531545888e-05,0.9233870967741935,COMPLETE
19,0.3197171092033386,2026-03-27 16:02:42.649492,2026-03-27 16:02:50.589370,0 days 00:00:07.939878,64,False,0.5529348841049405,64,0.0006613957746816417,2,2.7973264053749052e-05,0.9193548387096775,COMPLETE
20,0.6054030656814575,2026-03-27 16:02:50.589370,2026-03-27 16:02:52.290885,0 days 00:00:01.701515,32,True,0.33700912738741806,64,0.0010022896585329324,2,0.0008830089009817001,,PRUNED
21,0.31715092062950134,2026-03-27 16:02:52.290885,2026-03-27 16:03:00.257460,0 days 00:00:07.966575,64,False,0.5518003183552279,64,0.0006632519371207582,2,2.991453403060736e-05,0.8951612903225806,COMPLETE
22,0.2901820242404938,2026-03-27 16:03:00.261615,2026-03-27 16:03:08.397406,0 days 00:00:08.135791,64,False,0.5819038198762263,64,0.0006910352988063553,2,2.7929802481018125e-05,0.905241935483871,COMPLETE
23,0.5412484407424927,2026-03-27 16:03:08.397406,2026-03-27 16:03:09.938965,0 days 00:00:01.541559,64,False,0.5953611425674831,64,0.0007760160405826214,3,6.730527848231237e-05,,PRUNED
24,0.4315204620361328,2026-03-27 16:03:09.938965,2026-03-27 16:03:11.633799,0 days 00:00:01.694834,64,False,0.5255927049724197,64,0.0009295632227344046,1,2.680401603612848e-05,,PRUNED
25,0.5671406984329224,2026-03-27 16:03:11.633799,2026-03-27 16:03:13.475303,0 days 00:00:01.841504,64,False,0.4578734749937795,128,0.0011024808841214038,2,0.00023215851010548703,,PRUNED
26,0.6260169148445129,2026-03-27 16:03:13.475303,2026-03-27 16:03:15.147096,0 days 00:00:01.671793,32,False,0.59310737766693,64,0.0005849325404022977,3,0.0005312443860865522,,PRUNED
27,0.34247928857803345,2026-03-27 16:03:15.148097,2026-03-27 16:03:23.076425,0 days 00:00:07.928328,64,False,0.5076846243377495,64,0.0008391885198786576,2,0.00016939058426785082,0.8568548387096775,COMPLETE
28,0.28291550278663635,2026-03-27 16:03:23.078932,2026-03-27 16:03:38.896370,0 days 00:00:15.817438,64,True,0.5671200181857221,256,0.0006994685370818169,1,1.7909932178133218e-05,0.8951612903225806,COMPLETE
29,0.3642912358045578,2026-03-27 16:03:38.896370,2026-03-27 16:03:59.940364,0 days 00:00:21.043994,32,True,0.5635464993207371,256,0.0013017828530155636,1,0.00034041639754613123,0.8870967741935484,COMPLETE
30,0.7633047178387642,2026-03-27 16:03:59.940364,2026-03-27 16:04:04.646298,0 days 00:00:04.705934,32,True,0.4630826230398993,256,0.0010313447754585895,1,1.0203492239788047e-05,,PRUNED
31,0.30826205015182495,2026-03-27 16:04:04.648303,2026-03-27 16:04:12.741313,0 days 00:00:08.093010,64,True,0.5665994062255768,96,0.0007207032353896757,1,1.5882112928723188e-05,0.9173387096774194,COMPLETE
32,0.3314443528652191,2026-03-27 16:04:12.741313,2026-03-27 16:04:28.373679,0 days 00:00:15.632366,64,True,0.5972075164711438,256,0.0005850939608637025,1,2.1362516282412912e-05,0.8629032258064516,COMPLETE
33,0.34520217776298523,2026-03-27 16:04:28.373679,2026-03-27 16:04:48.054052,0 days 00:00:19.680373,64,True,0.5406704083819365,192,0.0007131837537411908,1,3.668162694244868e-05,0.909274193548387,COMPLETE
34,0.282095342874527,2026-03-27 16:04:48.054052,2026-03-27 16:04:56.639871,0 days 00:00:08.585819,64,True,0.4104738005449251,128,0.0007999201015144507,1,5.820604352019536e-05,0.9334677419354839,COMPLETE
35,0.3616231357057889,2026-03-27 16:04:56.639871,2026-03-27 16:05:07.656561,0 days 00:00:11.016690,16,True,0.40964002434544944,128,0.0007868619004178224,1,6.692146345929238e-05,0.909274193548387,COMPLETE
36,0.3465668559074402,2026-03-27 16:05:07.657559,2026-03-27 16:05:16.327809,0 days 00:00:08.670250,64,True,0.4218028289604989,128,0.000881547818118968,1,8.627225590909436e-05,0.8951612903225805,COMPLETE
37,0.3902813990910848,2026-03-27 16:05:16.327809,2026-03-27 16:05:26.886682,0 days 00:00:10.558873,16,True,0.384856089027284,128,0.001195035759210581,1,5.414170172318981e-05,0.9435483870967741,COMPLETE
38,0.4129841923713684,2026-03-27 16:05:26.886682,2026-03-27 16:05:35.957172,0 days 00:00:09.070490,32,True,0.3380477239984505,128,0.0008222811234567391,1,1.3844113362840338e-05,0.8891129032258065,COMPLETE
39,0.3496478497982025,2026-03-27 16:05:35.958172,2026-03-27 16:05:44.000905,0 days 00:00:08.042733,64,True,0.2842423810722204,96,0.000761348149916183,1,0.00025215409386911163,0.8911290322580645,COMPLETE
40,0.32636847098668414,2026-03-27 16:05:44.000905,2026-03-27 16:06:09.538489,0 days 00:00:25.537584,16,True,0.36402024360260965,192,0.0008959551559408528,1,0.0004222412516105004,0.9133064516129032,COMPLETE
41,0.3247850239276886,2026-03-27 16:06:09.539497,2026-03-27 16:06:34.676185,0 days 00:00:25.136688,64,True,0.5766862489901368,256,0.0006259936558202015,2,2.3080624265367463e-05,0.8931451612903225,COMPLETE
42,0.44653668999671936,2026-03-27 16:06:34.676549,2026-03-27 16:06:37.712426,0 days 00:00:03.035877,64,False,0.2211024033612567,256,0.0007188813437341702,2,3.980019318259715e-05,,PRUNED
43,0.347700297832489,2026-03-27 16:06:37.712426,2026-03-27 16:06:45.979121,0 days 00:00:08.266695,64,False,0.4752101163729779,128,0.000701144758963825,2,1.936644930143512e-05,0.8245967741935485,COMPLETE
44,0.28056496381759644,2026-03-27 16:06:45.979121,2026-03-27 16:07:05.749780,0 days 00:00:19.770659,64,True,0.579584018583988,192,0.0008506802550255946,1,1.3003640614724752e-05,0.905241935483871,COMPLETE
45,0.3458780348300934,2026-03-27 16:07:05.749780,2026-03-27 16:07:25.519035,0 days 00:00:19.769255,64,True,0.5048137912402512,192,0.0008371817427097883,1,1.1730653169892577e-05,0.8971774193548386,COMPLETE
46,0.2768973112106323,2026-03-27 16:07:25.519035,2026-03-27 16:07:45.302175,0 days 00:00:19.783140,64,True,0.5249755064926694,192,0.0009673059473792775,1,1.4998695333078855e-05,0.875,COMPLETE
47,0.3656526803970337,2026-03-27 16:07:45.302175,2026-03-27 16:08:05.089988,0 days 00:00:19.787813,64,True,0.5258190998772869,192,0.0010190320763541424,1,1.3700935080799173e-05,0.9153225806451613,COMPLETE
48,0.49051380157470703,2026-03-27 16:08:05.089988,2026-03-27 16:08:09.405612,0 days 00:00:04.315624,64,True,0.43956965416684823,192,0.0010803467164753383,1,1.9254290498297362e-05,,PRUNED
49,0.3627771735191345,2026-03-27 16:08:09.405612,2026-03-27 16:08:29.155416,0 days 00:00:19.749804,64,True,0.41919022356340024,192,0.0012195424308932734,1,1.3586916197044095e-05,0.9213709677419355,COMPLETE
