number,value,datetime_start,datetime_complete,duration,params_batch_size,params_bidirectional,params_dropout_fc,params_hidden_size,params_lr,params_num_layers,params_weight_decay,state
0,0.6045759469270706,2026-03-07 22:20:25.002561,2026-03-07 22:20:41.607173,0 days 00:00:16.604612,32,False,0.28493564427131046,96,0.0011504753106625046,1,0.0002607024758370766,COMPLETE
1,0.6035875827074051,2026-03-07 22:20:41.608171,2026-03-07 22:20:49.235595,0 days 00:00:07.627424,32,True,0.4056937753654446,192,0.0007496501097315302,1,5.4041038546473305e-05,COMPLETE
2,0.6992031037807465,2026-03-07 22:20:49.236596,2026-03-07 22:20:58.574885,0 days 00:00:09.338289,16,True,0.39807076404450803,128,0.0007627211116577326,3,1.5679933916722995e-05,COMPLETE
3,0.5616706162691116,2026-03-07 22:20:58.575884,2026-03-07 22:21:07.424606,0 days 00:00:08.848722,16,True,0.5687496940092467,96,0.0019174238140216384,2,0.0003550304858128307,COMPLETE
4,0.5775834619998932,2026-03-07 22:21:07.425605,2026-03-07 22:21:15.453670,0 days 00:00:08.028065,32,True,0.5947547746402069,256,0.0007380901894391266,1,0.00012172847081122418,COMPLETE
5,0.5852550305426121,2026-03-07 22:21:15.454670,2026-03-07 22:21:32.227577,0 days 00:00:16.772907,16,True,0.22542334011440945,192,0.0008218411404269376,3,1.70505392602693e-05,COMPLETE
6,0.5750536322593689,2026-03-07 22:21:32.228578,2026-03-07 22:21:44.133440,0 days 00:00:11.904862,16,False,0.37101640734341984,256,0.0014355166831664403,2,0.0001326033192269654,COMPLETE
7,0.5639421939849854,2026-03-07 22:21:44.133440,2026-03-07 22:21:51.522477,0 days 00:00:07.389037,64,True,0.26448851490160175,192,0.000883171698312604,2,0.0003244160088734161,COMPLETE
8,0.6397961378097534,2026-03-07 22:21:51.525642,2026-03-07 22:21:59.575445,0 days 00:00:08.049803,16,True,0.3708431154505025,64,0.0015314309403948435,1,0.0006197015748809143,COMPLETE
9,0.5847465395927429,2026-03-07 22:21:59.576446,2026-03-07 22:22:05.531925,0 days 00:00:05.955479,32,False,0.5887128330883842,96,0.0018478138267043395,1,4.4300218067679785e-05,COMPLETE
10,0.36226901412010193,2026-03-07 22:22:05.532434,2026-03-07 22:22:10.498565,0 days 00:00:04.966131,64,False,0.4921467580828037,96,0.0005126065261429245,2,0.000909776644746289,COMPLETE
11,0.4325694441795349,2026-03-07 22:22:10.499567,2026-03-07 22:22:15.471681,0 days 00:00:04.972114,64,False,0.4899883294469092,96,0.0005110329249550081,2,0.000862899481396777,COMPLETE
12,0.42501506209373474,2026-03-07 22:22:15.472784,2026-03-07 22:22:20.637222,0 days 00:00:05.164438,64,False,0.4927299818207691,96,0.0005029998748782448,2,0.000800756687074443,COMPLETE
13,0.463005006313324,2026-03-07 22:22:20.637222,2026-03-07 22:22:25.668973,0 days 00:00:05.031751,64,False,0.48479112088536463,96,0.0005101747711318096,3,0.0009568905727207965,COMPLETE
14,0.45135369896888733,2026-03-07 22:22:25.669972,2026-03-07 22:22:30.639872,0 days 00:00:04.969900,64,False,0.49678462104608806,64,0.0005976695470614513,2,0.0004831514346383663,COMPLETE
15,0.5778980255126953,2026-03-07 22:22:30.640873,2026-03-07 22:22:35.622344,0 days 00:00:04.981471,64,False,0.5296862291824506,128,0.0006060991292865514,2,0.00016415509799988208,COMPLETE
16,0.39109212160110474,2026-03-07 22:22:35.623348,2026-03-07 22:22:40.566292,0 days 00:00:04.942944,64,False,0.4431896154975373,96,0.0006325628781136261,2,0.0009929890307691753,COMPLETE
17,0.5267688632011414,2026-03-07 22:22:40.567291,2026-03-07 22:22:45.757990,0 days 00:00:05.190699,64,False,0.44052143725297943,96,0.0006084322301520073,3,0.0002154917959744153,COMPLETE
18,0.4747507870197296,2026-03-07 22:22:45.758988,2026-03-07 22:22:50.714410,0 days 00:00:04.955422,64,False,0.32538327298994807,96,0.001022469123512183,3,6.115169502141577e-05,COMPLETE
19,0.6057057976722717,2026-03-07 22:22:50.715409,2026-03-07 22:22:55.672026,0 days 00:00:04.956617,64,False,0.4481912427659057,128,0.0006613957746816417,2,0.000422560727201728,COMPLETE
20,0.4947342872619629,2026-03-07 22:22:55.672026,2026-03-07 22:23:00.650073,0 days 00:00:04.978047,64,False,0.5415250273275387,64,0.0010265640396809241,2,2.9880920724717516e-05,COMPLETE
21,0.4349086284637451,2026-03-07 22:23:00.651578,2026-03-07 22:23:05.645712,0 days 00:00:04.994134,64,False,0.457121099605596,96,0.0005074641055946259,2,0.0006750355373735028,COMPLETE
