clip_id,mean_loss,max_loss,conf_error,error_freq,cls,split,video_id,rule_high_loss,rule_conf_error,rule_error_freq,n_rules_triggered,decision
Robbery_069,3.063869916340884,4.83812141418457,1.0,0.2647058823529412,Robbery,val,Robbery_069,True,True,False,2,filter
Robbery_007,2.751883205245523,4.4522247314453125,1.0,0.2647058823529412,Robbery,val,Robbery_007,True,True,False,2,filter
Robbery_146,2.7268583792097427,4.518767356872559,1.0,0.2647058823529412,Robbery,val,Robbery_146,True,True,False,2,filter
Normal_177,2.356765256537234,5.260410308837891,1.0,0.2647058823529412,Normal,val,Normal_177,True,True,False,2,filter
Robbery_137,1.8484592567033626,4.039783954620361,1.0,0.2647058823529412,Robbery,val,Robbery_137,True,True,False,2,filter
Robbery_129,1.309759574367062,3.9899065494537354,1.0,0.2647058823529412,Robbery,val,Robbery_129,True,True,False,2,filter
Robbery_085,1.0453251433723114,4.264006614685059,1.0,0.2647058823529412,Robbery,val,Robbery_085,True,True,False,2,filter
Normal_948,0.9948528989163392,4.626472473144531,1.0,0.2647058823529412,Normal,val,Normal_948,True,True,False,2,filter
Robbery_109,0.6815396215602317,3.781789779663086,1.0,0.2647058823529412,Robbery,val,Robbery_109,True,True,False,2,filter
Robbery_018,0.6667391909697258,3.4792327880859375,1.0,0.2647058823529412,Robbery,val,Robbery_018,True,True,False,2,filter
Robbery_005,0.6214528980610126,2.88348650932312,1.0,0.2647058823529412,Robbery,val,Robbery_005,True,True,False,2,filter
