number,value,datetime_start,datetime_complete,duration,params_batch_size,params_bidirectional,params_dropout_fc,params_hidden_size,params_lr,params_num_layers,params_weight_decay,state
0,0.6268422901630402,2026-03-06 19:13:27.299347,2026-03-06 19:13:35.533179,0 days 00:00:08.233832,32,False,0.28493564427131046,96,0.0011504753106625046,1,0.0002607024758370766,COMPLETE
1,0.5874287188053131,2026-03-06 19:13:35.533179,2026-03-06 19:13:56.679777,0 days 00:00:21.146598,32,True,0.4056937753654446,192,0.0007496501097315302,1,5.4041038546473305e-05,COMPLETE
2,0.5985225290060043,2026-03-06 19:13:56.680850,2026-03-06 19:14:11.509206,0 days 00:00:14.828356,16,True,0.39807076404450803,128,0.0007627211116577326,3,1.5679933916722995e-05,COMPLETE
3,0.6385842114686966,2026-03-06 19:14:11.509206,2026-03-06 19:14:23.160165,0 days 00:00:11.650959,16,True,0.5687496940092467,96,0.0019174238140216384,2,0.0003550304858128307,COMPLETE
4,0.5826502442359924,2026-03-06 19:14:23.160597,2026-03-06 19:14:41.794057,0 days 00:00:18.633460,32,True,0.5947547746402069,256,0.0007380901894391266,1,0.00012172847081122418,COMPLETE
5,0.6605058461427689,2026-03-06 19:14:41.795056,2026-03-06 19:15:43.935926,0 days 00:01:02.140870,16,True,0.22542334011440945,192,0.0008218411404269376,3,1.70505392602693e-05,COMPLETE
6,0.6447160243988037,2026-03-06 19:15:43.936925,2026-03-06 19:16:16.496183,0 days 00:00:32.559258,16,False,0.37101640734341984,256,0.0014355166831664403,2,0.0001326033192269654,COMPLETE
7,0.6060780882835388,2026-03-06 19:16:16.497180,2026-03-06 19:16:48.024903,0 days 00:00:31.527723,64,True,0.26448851490160175,192,0.000883171698312604,2,0.0003244160088734161,COMPLETE
8,0.6412914097309113,2026-03-06 19:16:48.024903,2026-03-06 19:16:58.194486,0 days 00:00:10.169583,16,True,0.3708431154505025,64,0.0015314309403948435,1,0.0006197015748809143,COMPLETE
9,0.5937919467687607,2026-03-06 19:16:58.195489,2026-03-06 19:17:06.273177,0 days 00:00:08.077688,32,False,0.5887128330883842,96,0.0018478138267043395,1,4.4300218067679785e-05,COMPLETE
10,0.5879312753677368,2026-03-06 19:17:06.273177,2026-03-06 19:17:19.597860,0 days 00:00:13.324683,64,False,0.4921467580828037,256,0.0005126065261429245,2,0.00010117248921128361,COMPLETE
11,0.6082284599542618,2026-03-06 19:17:19.597860,2026-03-06 19:17:38.361212,0 days 00:00:18.763352,32,True,0.4874636446733286,192,0.0005912311074574223,1,4.4555231186862686e-05,COMPLETE
12,0.5872372388839722,2026-03-06 19:17:38.362213,2026-03-06 19:17:58.136290,0 days 00:00:19.774077,32,True,0.4811379902507809,256,0.0006762868316632412,1,4.306606669763109e-05,COMPLETE
13,0.5706145465373993,2026-03-06 19:17:58.138301,2026-03-06 19:18:24.614736,0 days 00:00:26.476435,32,True,0.5325130837991332,256,0.0006709730705296772,1,2.4178832312014988e-05,COMPLETE
14,0.5719174891710281,2026-03-06 19:18:24.616736,2026-03-06 19:19:01.377952,0 days 00:00:36.761216,32,True,0.5443869474272272,256,0.0009489492164138128,2,1.1248613366724763e-05,COMPLETE
15,0.5619350373744965,2026-03-06 19:19:01.378958,2026-03-06 19:19:33.222126,0 days 00:00:31.843168,32,True,0.5277529563280929,256,0.001081582483886326,2,1.0082329989484583e-05,COMPLETE
16,0.589178666472435,2026-03-06 19:19:33.223131,2026-03-06 19:19:45.633015,0 days 00:00:12.409884,32,True,0.5251704578362913,128,0.0010907693109195595,3,2.4346596102796976e-05,COMPLETE
17,0.554561197757721,2026-03-06 19:19:45.634015,2026-03-06 19:19:53.736457,0 days 00:00:08.102442,64,True,0.43928963748202743,64,0.0012599275407302122,3,2.6687493824589202e-05,COMPLETE
18,0.5091923475265503,2026-03-06 19:19:53.737961,2026-03-06 19:20:01.292665,0 days 00:00:07.554704,64,False,0.4480595631138229,64,0.0012934219302418984,3,1.004946589270317e-05,COMPLETE
19,0.6039636731147766,2026-03-06 19:20:01.293665,2026-03-06 19:20:09.091404,0 days 00:00:07.797739,64,False,0.43470572280903064,64,0.0012963922167505532,3,3.1005722752889965e-05,COMPLETE
20,0.5008518099784851,2026-03-06 19:20:09.092407,2026-03-06 19:20:16.586086,0 days 00:00:07.493679,64,False,0.33212070374532215,64,0.001591571240177906,3,8.054153964359096e-05,COMPLETE
21,0.48319104313850403,2026-03-06 19:20:16.587086,2026-03-06 19:20:24.184114,0 days 00:00:07.597028,64,False,0.2945865875154516,64,0.0015723442494604124,3,6.42900218497509e-05,COMPLETE
22,0.530342698097229,2026-03-06 19:20:24.186117,2026-03-06 19:20:31.712863,0 days 00:00:07.526746,64,False,0.32257962980103716,64,0.0016354519192735583,3,7.127510706721937e-05,COMPLETE
23,0.4745732247829437,2026-03-06 19:20:31.713865,2026-03-06 19:20:39.172995,0 days 00:00:07.459130,64,False,0.32396799632958995,64,0.0016941567814203744,3,0.00016327209046884366,COMPLETE
24,0.5055985450744629,2026-03-06 19:20:39.173995,2026-03-06 19:20:46.585286,0 days 00:00:07.411291,64,False,0.323819408991232,64,0.00169471583909223,3,0.00015555598761144714,COMPLETE
25,0.4303337037563324,2026-03-06 19:20:46.586284,2026-03-06 19:20:54.200914,0 days 00:00:07.614630,64,False,0.314885814144193,64,0.0014387709813655453,3,7.519615179139895e-05,COMPLETE
26,0.41621139645576477,2026-03-06 19:20:54.201912,2026-03-06 19:21:01.519520,0 days 00:00:07.317608,64,False,0.27078955877061717,64,0.0019929971636038694,3,0.00019826748746920686,COMPLETE
27,0.5334779620170593,2026-03-06 19:21:01.520518,2026-03-06 19:21:09.366912,0 days 00:00:07.846394,64,False,0.21975692676221137,64,0.0019969450984321244,3,0.00020612366472581186,COMPLETE
28,0.4595167338848114,2026-03-06 19:21:09.368417,2026-03-06 19:21:17.031923,0 days 00:00:07.663506,64,False,0.24810308458322836,64,0.001774312655912671,3,0.0007030703275360173,COMPLETE
29,0.6263176798820496,2026-03-06 19:21:17.032924,2026-03-06 19:21:24.896497,0 days 00:00:07.863573,64,False,0.2579560389933016,128,0.0017837696391641796,3,0.0008816958498076114,COMPLETE
30,0.5178940892219543,2026-03-06 19:21:24.897999,2026-03-06 19:21:32.433732,0 days 00:00:07.535733,64,False,0.2511902506473827,64,0.0014321579568112896,2,0.0005249062074948534,COMPLETE
31,0.41521841287612915,2026-03-06 19:21:32.434729,2026-03-06 19:21:42.484851,0 days 00:00:10.050122,64,False,0.29540005502543965,64,0.0017511685890256707,3,0.00021313332787526216,COMPLETE
32,0.5246880650520325,2026-03-06 19:21:42.485851,2026-03-06 19:21:53.034844,0 days 00:00:10.548993,64,False,0.20133021600949516,64,0.0018071644671790676,3,0.0002449390118046812,COMPLETE
33,0.49958884716033936,2026-03-06 19:21:53.035842,2026-03-06 19:22:02.609244,0 days 00:00:09.573402,64,False,0.28593393724780924,64,0.0019927320908523292,3,0.0003968389251696105,COMPLETE
34,0.5031311511993408,2026-03-06 19:22:02.610250,2026-03-06 19:22:11.899493,0 days 00:00:09.289243,64,False,0.29818104293872527,96,0.0014170753198764568,3,0.0008874990983893902,COMPLETE
35,0.5256587862968445,2026-03-06 19:22:11.901500,2026-03-06 19:22:20.829071,0 days 00:00:08.927571,64,False,0.3560888181606725,64,0.0018119995520170552,3,0.0002301862977827607,COMPLETE
36,0.5791624784469604,2026-03-06 19:22:20.829829,2026-03-06 19:22:30.252040,0 days 00:00:09.422211,64,False,0.24411981011777234,128,0.0014681328342995746,3,0.0005130222183573083,COMPLETE
37,0.6776979267597198,2026-03-06 19:22:30.253041,2026-03-06 19:22:42.993045,0 days 00:00:12.740004,16,False,0.2727701521041706,64,0.001195035759210581,3,9.273132128019525e-05,COMPLETE
38,0.524316132068634,2026-03-06 19:22:42.994043,2026-03-06 19:22:51.467200,0 days 00:00:08.473157,64,False,0.23649543508897639,96,0.0013493060885225062,2,0.0002933704050270163,COMPLETE
39,0.5759104341268539,2026-03-06 19:22:51.468202,2026-03-06 19:23:04.436460,0 days 00:00:12.968258,16,False,0.30594410246718745,64,0.0018838595086891666,3,0.0001896349629157741,COMPLETE
40,0.5254314541816711,2026-03-06 19:23:04.437564,2026-03-06 19:23:28.760630,0 days 00:00:24.323066,64,False,0.40101352826923203,192,0.001739952009170903,3,0.0004222412516105,COMPLETE
41,0.4971220791339874,2026-03-06 19:23:28.760630,2026-03-06 19:23:36.570478,0 days 00:00:07.809848,64,False,0.3492973097318042,64,0.001692634954659743,3,0.00015636529386496356,COMPLETE
42,0.45920059084892273,2026-03-06 19:23:36.571477,2026-03-06 19:23:44.541802,0 days 00:00:07.970325,64,False,0.27588358725366496,64,0.0015289919027889679,3,0.00011491076590667541,COMPLETE
43,0.48499366641044617,2026-03-06 19:23:44.543305,2026-03-06 19:23:52.018494,0 days 00:00:07.475189,64,False,0.27164378423399527,64,0.0015622779256883985,3,0.00010663772917343725,COMPLETE
44,0.5203148722648621,2026-03-06 19:23:52.019733,2026-03-06 19:23:59.840996,0 days 00:00:07.821263,64,False,0.21671250170333625,64,0.0019054042030802,3,0.00013560828998503743,COMPLETE
45,0.5561246275901794,2026-03-06 19:23:59.843001,2026-03-06 19:24:23.712591,0 days 00:00:23.869590,64,False,0.27695099928681166,192,0.0014728461657709596,3,5.676192442061314e-05,COMPLETE
46,0.6944704204797745,2026-03-06 19:24:23.713591,2026-03-06 19:24:34.130719,0 days 00:00:10.417128,16,False,0.30727150766889266,64,0.0013788307788350203,2,0.0006679045922700671,COMPLETE
47,0.5470704436302185,2026-03-06 19:24:34.131719,2026-03-06 19:24:41.593307,0 days 00:00:07.461588,64,False,0.23761732106868722,96,0.0016372340003086418,3,0.00011394841867384559,COMPLETE
48,0.5420344471931458,2026-03-06 19:24:41.593307,2026-03-06 19:24:48.969268,0 days 00:00:07.375961,64,False,0.20111560730708378,64,0.0015097991511607107,2,0.0002924729282173724,COMPLETE
49,0.6190837025642395,2026-03-06 19:24:48.970268,2026-03-06 19:24:56.867353,0 days 00:00:07.897085,64,False,0.3826635858136468,128,0.00119187300747355,3,8.743316910051133e-05,COMPLETE
50,0.6570222228765488,2026-03-06 19:24:56.868353,2026-03-06 19:25:07.468694,0 days 00:00:10.600341,16,False,0.28832926096489314,64,0.001996210317281834,3,0.0001878285825329048,COMPLETE
51,0.5232402086257935,2026-03-06 19:25:07.468694,2026-03-06 19:25:15.048035,0 days 00:00:07.579341,64,False,0.33999392497854286,64,0.0016996785587175358,3,0.00014079438549768447,COMPLETE
52,0.4935016930103302,2026-03-06 19:25:15.049036,2026-03-06 19:25:22.576813,0 days 00:00:07.527777,64,False,0.31670105855994735,64,0.0018450397690087585,3,0.00018588071782728977,COMPLETE
53,0.5179592967033386,2026-03-06 19:25:22.577816,2026-03-06 19:25:30.038192,0 days 00:00:07.460376,64,False,0.25655482617413267,64,0.0017091627432521729,3,0.0001183701454063209,COMPLETE
