class,directoryname,directorypath,numclips,split
Normal,Normal_007,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_007,122,train
Normal,Normal_008,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_008,180,train
Normal,Normal_012,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_012,180,train
Normal,Normal_020,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_020,59,train
Normal,Normal_021,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_021,180,train
Normal,Normal_023,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_023,180,train
Normal,Normal_032,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_032,103,train
Normal,Normal_039,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_039,180,train
Normal,Normal_043,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_043,180,train
Normal,Normal_047,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_047,180,train
Normal,Normal_054,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_054,180,train
Normal,Normal_057,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_057,180,train
Normal,Normal_058,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_058,122,train
Normal,Normal_061,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_061,180,train
Normal,Normal_064,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_064,180,train
Normal,Normal_066,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_066,125,train
Normal,Normal_069,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_069,114,train
Normal,Normal_080,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_080,180,train
Normal,Normal_083,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_083,72,train
Normal,Normal_085,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_085,180,train
Normal,Normal_086,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_086,180,train
Normal,Normal_092,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_092,180,train
Normal,Normal_096,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_096,96,train
Normal,Normal_099,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_099,180,train
Normal,Normal_100,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_100,77,train
Normal,Normal_115,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_115,36,train
Normal,Normal_130,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_130,180,train
Normal,Normal_135,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_135,180,train
Normal,Normal_142,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_142,180,train
Normal,Normal_143,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_143,180,train
Normal,Normal_144,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_144,180,train
Normal,Normal_150,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_150,107,train
Normal,Normal_152,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_152,180,train
Normal,Normal_158,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_158,66,train
Normal,Normal_162,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_162,145,train
Normal,Normal_163,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_163,180,train
Normal,Normal_172,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_172,180,train
Normal,Normal_173,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_173,74,train
Normal,Normal_174,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_174,114,train
Normal,Normal_181,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_181,180,train
Normal,Normal_199,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_199,180,train
Normal,Normal_205,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_205,180,train
Normal,Normal_206,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_206,180,train
Normal,Normal_213,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_213,180,train
Normal,Normal_214,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_214,180,train
Normal,Normal_237,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_237,180,train
Normal,Normal_239,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_239,180,train
Normal,Normal_247,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_247,180,train
Normal,Normal_255,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_255,180,train
Normal,Normal_289,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_289,106,train
Normal,Normal_299,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_299,176,train
Normal,Normal_303,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_303,180,train
Normal,Normal_305,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_305,180,train
Normal,Normal_306,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_306,180,train
Normal,Normal_314,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_314,140,train
Normal,Normal_317,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_317,115,train
Normal,Normal_318,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_318,161,train
Normal,Normal_335,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_335,180,train
Normal,Normal_341,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_341,110,train
Normal,Normal_342,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_342,180,train
Normal,Normal_345,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_345,25,train
Normal,Normal_346,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_346,180,train
Normal,Normal_350,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_350,180,train
Normal,Normal_353,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_353,149,train
Normal,Normal_361,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_361,176,train
Normal,Normal_365,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_365,180,train
Normal,Normal_375,data/interim/clips_recortados_len16_seg180_overlap_str8/Normal/Normal_375,180,train
