clip_id,mean_loss,max_loss,conf_error,error_freq,cls,split,video_id,rule_high_loss,rule_conf_error,rule_error_freq,n_rules_triggered,decision
Robbery_069,3.9463031933857846,6.10262393951416,1.0,0.23076923076923078,Robbery,val,Robbery_069,True,True,False,2,filter
Robbery_007,3.732045088823025,6.05825662612915,1.0,0.23076923076923078,Robbery,val,Robbery_007,True,True,False,2,filter
Robbery_124,2.796202212572098,5.882377624511719,0.3638001280800941,0.23076923076923078,Robbery,train,Robbery_124,True,True,False,2,filter
Normal_177,2.7368940573472242,8.056303977966309,1.0,0.23076923076923078,Normal,val,Normal_177,True,True,False,2,filter
Robbery_085,2.408444122626231,5.283769607543945,1.0,0.23076923076923078,Robbery,val,Robbery_085,True,True,False,2,filter
Robbery_018,2.3369243993208957,5.032163619995117,1.0,0.23076923076923078,Robbery,val,Robbery_018,True,True,False,2,filter
Robbery_146,2.2575836319189806,5.5614142417907715,1.0,0.23076923076923078,Robbery,val,Robbery_146,True,True,False,2,filter
Robbery_129,2.0935032276006846,5.4345221519470215,1.0,0.23076923076923078,Robbery,val,Robbery_129,True,True,False,2,filter
Robbery_137,1.8342128969155824,4.937814235687256,1.0,0.23076923076923078,Robbery,val,Robbery_137,True,True,False,2,filter
Normal_209,1.7339702856082182,6.779765605926514,1.0,0.23076923076923078,Normal,val,Normal_209,True,True,False,2,filter
Robbery_075,1.4570366518858533,3.9845244884490967,1.0,0.23076923076923078,Robbery,val,Robbery_075,True,True,False,2,filter
Normal_046,1.234139440724483,6.28915548324585,1.0,0.23076923076923078,Normal,val,Normal_046,True,True,False,2,filter
Robbery_109,1.0247957253797302,2.8230412006378174,1.0,0.23076923076923078,Robbery,val,Robbery_109,True,True,False,2,filter
