number,value,datetime_start,datetime_complete,duration,params_batch_size,params_bidirectional,params_dropout_fc,params_hidden_size,params_lr,params_num_layers,params_weight_decay,user_attrs_best_val_auc,state
0,0.5460604727268219,2026-03-15 23:12:45.330764,2026-03-15 23:12:54.847403,0 days 00:00:09.516639,32,False,0.28493564427131046,96,0.0011504753106625046,1,0.0002607024758370766,0.8241935483870968,COMPLETE
1,0.5422564148902893,2026-03-15 23:12:54.847403,2026-03-15 23:13:02.277862,0 days 00:00:07.430459,32,True,0.4056937753654446,192,0.0007496501097315302,1,5.4041038546473305e-05,0.8290322580645162,COMPLETE
2,0.6021752804517746,2026-03-15 23:13:02.282684,2026-03-15 23:13:11.132755,0 days 00:00:08.850071,16,True,0.39807076404450803,128,0.0007627211116577326,3,1.5679933916722995e-05,0.8580645161290322,COMPLETE
3,0.5284058526158333,2026-03-15 23:13:11.132755,2026-03-15 23:13:19.587643,0 days 00:00:08.454888,16,True,0.5687496940092467,96,0.0019174238140216384,2,0.0003550304858128307,0.8032258064516129,COMPLETE
4,0.5500786006450653,2026-03-15 23:13:19.587643,2026-03-15 23:13:27.467398,0 days 00:00:07.879755,32,True,0.5947547746402069,256,0.0007380901894391266,1,0.00012172847081122418,0.8080645161290323,COMPLETE
5,0.557743214070797,2026-03-15 23:13:27.467398,2026-03-15 23:13:44.102758,0 days 00:00:16.635360,16,True,0.22542334011440945,192,0.0008218411404269376,3,1.70505392602693e-05,0.8112903225806452,COMPLETE
6,0.5728533789515495,2026-03-15 23:13:44.103760,2026-03-15 23:13:55.400816,0 days 00:00:11.297056,16,False,0.37101640734341984,256,0.0014355166831664403,2,0.0001326033192269654,0.8129032258064517,COMPLETE
7,0.5344051718711853,2026-03-15 23:13:55.400816,2026-03-15 23:14:02.584510,0 days 00:00:07.183694,64,True,0.26448851490160175,192,0.000883171698312604,2,0.0003244160088734161,0.8306451612903225,COMPLETE
8,0.4975638911128044,2026-03-15 23:14:02.585509,2026-03-15 23:14:09.973882,0 days 00:00:07.388373,16,True,0.3708431154505025,64,0.0015314309403948435,1,0.0006197015748809143,0.8209677419354839,COMPLETE
9,0.5492995977401733,2026-03-15 23:14:09.975388,2026-03-15 23:14:15.876487,0 days 00:00:05.901099,32,False,0.5887128330883842,96,0.0018478138267043395,1,4.4300218067679785e-05,0.8306451612903226,COMPLETE
10,0.4449053108692169,2026-03-15 23:14:15.877484,2026-03-15 23:14:20.899046,0 days 00:00:05.021562,64,False,0.4911632730863661,64,0.0005126065261429245,2,0.0009275780771398699,0.8709677419354839,COMPLETE
