clip_id,mean_loss,max_loss,conf_error,error_freq,cls,split,video_id,rule_high_loss,rule_conf_error,rule_error_freq,n_rules_triggered,decision
Robbery_124,3.195861369371414,5.033066272735596,0.417372916569002,0.25,Robbery,train,Robbery_124,True,True,False,2,filter
Robbery_007,3.0888542771339416,4.535341739654541,1.0,0.25,Robbery,val,Robbery_007,True,True,False,2,filter
Robbery_069,2.8382808685302736,4.596039772033691,1.0,0.25,Robbery,val,Robbery_069,True,True,False,2,filter
Robbery_137,2.719529356062412,4.338769435882568,1.0,0.25,Robbery,val,Robbery_137,True,True,False,2,filter
Normal_177,2.386624207533896,5.441793441772461,1.0,0.25,Normal,val,Normal_177,True,True,False,2,filter
Robbery_129,2.264589321613312,4.4136061668396,1.0,0.25,Robbery,val,Robbery_129,True,True,False,2,filter
Robbery_146,2.0614315174520015,4.368236541748047,1.0,0.25,Robbery,val,Robbery_146,True,True,False,2,filter
Robbery_018,1.9905553430318832,4.335572242736816,1.0,0.25,Robbery,val,Robbery_018,True,True,False,2,filter
Robbery_075,1.9232609670609235,4.274783611297607,1.0,0.25,Robbery,val,Robbery_075,True,True,False,2,filter
Robbery_085,1.79926865324378,4.182807922363281,1.0,0.25,Robbery,val,Robbery_085,True,True,False,2,filter
Robbery_109,1.1764167823828757,3.6212730407714844,1.0,0.25,Robbery,val,Robbery_109,True,True,False,2,filter
Normal_209,1.080471344711259,2.279438018798828,1.0,0.25,Normal,val,Normal_209,True,True,False,2,filter
Normal_570,1.0327746126800776,2.785494804382324,1.0,0.25,Normal,val,Normal_570,True,True,False,2,filter
