clip_id,mean_loss,max_loss,conf_error,error_freq,cls,split,video_id,rule_high_loss,rule_conf_error,rule_error_freq,n_rules_triggered,decision
Robbery_007,3.7567291761699475,5.727376461029053,1.0,0.2631578947368421,Robbery,val,Robbery_007,True,True,False,2,filter
Robbery_069,3.6784714209405998,5.622077941894531,1.0,0.2631578947368421,Robbery,val,Robbery_069,True,True,False,2,filter
Robbery_129,3.533875741456684,5.544371128082275,1.0,0.2631578947368421,Robbery,val,Robbery_129,True,True,False,2,filter
Robbery_124,3.477434334002043,5.859558582305908,0.4082647811523394,0.2631578947368421,Robbery,train,Robbery_124,True,True,False,2,filter
Robbery_085,3.3550887390186914,5.404767990112305,1.0,0.2631578947368421,Robbery,val,Robbery_085,True,True,False,2,filter
Robbery_146,2.8482604685582613,5.469173431396484,1.0,0.2631578947368421,Robbery,val,Robbery_146,True,True,False,2,filter
Robbery_137,2.6655096003883765,5.274847507476807,1.0,0.2631578947368421,Robbery,val,Robbery_137,True,True,False,2,filter
Robbery_018,2.647443440399672,5.435688018798828,1.0,0.2631578947368421,Robbery,val,Robbery_018,True,True,False,2,filter
Robbery_075,2.324781241483594,4.212629795074463,1.0,0.2631578947368421,Robbery,val,Robbery_075,True,True,False,2,filter
Robbery_005,2.2981109732860014,4.958116054534912,1.0,0.2631578947368421,Robbery,val,Robbery_005,True,True,False,2,filter
Normal_046,1.7232704868442135,5.223178863525391,1.0,0.2631578947368421,Normal,val,Normal_046,True,True,False,2,filter
Normal_570,1.6747338889460814,4.747807025909424,1.0,0.2631578947368421,Normal,val,Normal_570,True,True,False,2,filter
Robbery_109,1.303289968471386,4.162100791931152,1.0,0.2631578947368421,Robbery,val,Robbery_109,True,True,False,2,filter
Normal_177,1.0557998421749002,3.3331918716430664,1.0,0.2631578947368421,Normal,val,Normal_177,True,True,False,2,filter
Robbery_004,0.9873803446167394,4.466812610626221,1.0,0.2631578947368421,Robbery,val,Robbery_004,True,True,False,2,filter
