number,value,datetime_start,datetime_complete,duration,params_batch_size,params_bidirectional,params_dropout_fc,params_hidden_size,params_lr,params_num_layers,params_weight_decay,user_attrs_best_val_auc,user_attrs_seed,state
0,0.5891174674034119,2026-03-15 18:47:21.004247,2026-03-15 18:47:44.544395,0 days 00:00:23.540148,32,False,0.28493564427131046,96,0.0011504753106625046,1,0.0002607024758370766,0.8354838709677419,42,COMPLETE
1,0.61478491127491,2026-03-15 18:47:44.544395,2026-03-15 18:47:53.748705,0 days 00:00:09.204310,32,True,0.4056937753654446,192,0.0007496501097315302,1,5.4041038546473305e-05,0.8306451612903225,43,COMPLETE
2,0.5261699184775352,2026-03-15 18:47:53.748705,2026-03-15 18:48:05.894232,0 days 00:00:12.145527,16,True,0.39807076404450803,128,0.0007627211116577326,3,1.5679933916722995e-05,0.7774193548387096,44,COMPLETE
3,0.6325095668435097,2026-03-15 18:48:05.894232,2026-03-15 18:48:17.096314,0 days 00:00:11.202082,16,True,0.5687496940092467,96,0.0019174238140216384,2,0.0003550304858128307,0.8080645161290323,45,COMPLETE
4,0.5986330211162567,2026-03-15 18:48:17.098316,2026-03-15 18:48:27.588671,0 days 00:00:10.490355,32,True,0.5947547746402069,256,0.0007380901894391266,1,0.00012172847081122418,0.8129032258064517,46,COMPLETE
5,0.7197206094861031,2026-03-15 18:48:27.590674,2026-03-15 18:48:50.414286,0 days 00:00:22.823612,16,True,0.22542334011440945,192,0.0008218411404269376,3,1.70505392602693e-05,0.7951612903225806,47,COMPLETE
6,0.6254860460758209,2026-03-15 18:48:50.414286,2026-03-15 18:49:06.509193,0 days 00:00:16.094907,16,False,0.37101640734341984,256,0.0014355166831664403,2,0.0001326033192269654,0.7725806451612904,48,COMPLETE
7,0.5458606481552124,2026-03-15 18:49:06.509685,2026-03-15 18:49:15.513773,0 days 00:00:09.004088,64,True,0.26448851490160175,192,0.000883171698312604,2,0.0003244160088734161,0.7870967741935484,49,COMPLETE
8,0.6053265258669853,2026-03-15 18:49:15.514773,2026-03-15 18:49:25.959378,0 days 00:00:10.444605,16,True,0.3708431154505025,64,0.0015314309403948435,1,0.0006197015748809143,0.8129032258064517,50,COMPLETE
9,0.6275066286325455,2026-03-15 18:49:25.959378,2026-03-15 18:49:33.444701,0 days 00:00:07.485323,32,False,0.5887128330883842,96,0.0018478138267043395,1,4.4300218067679785e-05,0.8096774193548387,51,COMPLETE
10,0.5678588151931763,2026-03-15 18:49:33.444701,2026-03-15 18:49:39.954353,0 days 00:00:06.509652,64,False,0.4778751436886507,128,0.0005126065261429245,3,1.0699098455538697e-05,0.7338709677419355,52,COMPLETE
11,0.5100354552268982,2026-03-15 18:49:39.954353,2026-03-15 18:49:46.954492,0 days 00:00:07.000139,64,True,0.286305337475061,128,0.0009721621847621669,3,0.0007791470666172773,0.7967741935483871,53,COMPLETE
12,0.563499391078949,2026-03-15 18:49:46.954492,2026-03-15 18:49:54.004650,0 days 00:00:07.050158,64,True,0.3161399627700829,128,0.0006111022798466909,3,2.8383466643042105e-05,0.8129032258064516,54,COMPLETE
13,0.5002710223197937,2026-03-15 18:49:54.004650,2026-03-15 18:50:00.971946,0 days 00:00:06.967296,64,True,0.4579178144028041,128,0.0010564615151250837,3,0.0009568680611696875,0.817741935483871,55,COMPLETE
14,0.6166180372238159,2026-03-15 18:50:00.974300,2026-03-15 18:50:07.944723,0 days 00:00:06.970423,64,True,0.47529180478007954,128,0.001105955389828651,3,0.0008150253704987233,0.8048387096774194,56,COMPLETE
15,0.5660916566848755,2026-03-15 18:50:07.945759,2026-03-15 18:50:14.916430,0 days 00:00:06.970671,64,True,0.47422023978482003,128,0.0010130914129004246,3,0.0009818247569037453,0.7838709677419355,57,COMPLETE
16,0.5527236461639404,2026-03-15 18:50:14.916869,2026-03-15 18:50:21.589142,0 days 00:00:06.672273,64,True,0.20439567569750852,64,0.001256347830674345,2,0.0004973541716877471,0.814516129032258,58,COMPLETE
17,0.6011359095573425,2026-03-15 18:50:21.589142,2026-03-15 18:50:29.349193,0 days 00:00:07.760051,64,True,0.5311149037830162,128,0.0009303294376026157,3,0.0001926300832284274,0.8354838709677419,59,COMPLETE
18,0.5563364028930664,2026-03-15 18:50:29.349193,2026-03-15 18:50:35.844487,0 days 00:00:06.495294,64,False,0.32538327298994807,128,0.0013467436393859722,2,0.00045256190590816546,0.7983870967741936,60,COMPLETE
19,0.5638870000839233,2026-03-15 18:50:35.844487,2026-03-15 18:50:42.834339,0 days 00:00:06.989852,64,True,0.4312074359810897,128,0.0006480597467914865,3,7.382259579527677e-05,0.7774193548387096,61,COMPLETE
20,0.6042013764381409,2026-03-15 18:50:42.839771,2026-03-15 18:50:49.836575,0 days 00:00:06.996804,64,True,0.5276269504938003,64,0.0010287976279374207,3,0.00020561539781973218,0.8483870967741935,62,COMPLETE
21,0.5918340682983398,2026-03-15 18:50:49.836575,2026-03-15 18:51:02.079462,0 days 00:00:12.242887,16,True,0.4358957344010781,128,0.0008102734106840192,3,2.315674483528322e-05,0.7967741935483871,63,COMPLETE
22,0.6206915527582169,2026-03-15 18:51:02.079462,2026-03-15 18:51:14.254099,0 days 00:00:12.174637,16,True,0.3434121073776754,128,0.0006595121615032668,3,0.0006584540988976448,0.8145161290322581,64,COMPLETE
23,0.5232227519154549,2026-03-15 18:51:14.254099,2026-03-15 18:51:26.473097,0 days 00:00:12.218998,16,True,0.4331892775445352,128,0.0009460285547252738,3,0.0009098835491605506,0.8354838709677419,65,COMPLETE
24,0.532504141330719,2026-03-15 18:51:26.474603,2026-03-15 18:51:33.854269,0 days 00:00:07.379666,64,True,0.441616351470336,128,0.0011644223785975967,2,0.0009529868562634554,0.7983870967741936,66,COMPLETE
25,0.6524365097284317,2026-03-15 18:51:33.859317,2026-03-15 18:52:01.184311,0 days 00:00:27.324994,16,True,0.514425613000947,256,0.0009288692630359282,3,0.0005382497251875969,0.7774193548387096,67,COMPLETE
26,0.530012309551239,2026-03-15 18:52:01.184311,2026-03-15 18:52:07.614265,0 days 00:00:06.429954,64,False,0.26573746101046763,128,0.001601045323132056,2,0.0006688334758382736,0.8225806451612903,68,COMPLETE
27,0.587907612323761,2026-03-15 18:52:07.619302,2026-03-15 18:52:14.734340,0 days 00:00:07.115038,64,True,0.3975716287254809,128,0.001039606926633837,3,0.00041267624812792755,0.8048387096774194,69,COMPLETE
28,0.5597955733537674,2026-03-15 18:52:14.734340,2026-03-15 18:52:23.423387,0 days 00:00:08.689047,32,True,0.5041855398964337,128,0.0012815777039248235,3,0.0009769771082699644,0.8403225806451612,70,COMPLETE
29,0.6427413374185562,2026-03-15 18:52:23.424418,2026-03-15 18:52:34.461964,0 days 00:00:11.037546,16,False,0.29911705761501883,96,0.0011516301182863632,3,0.00026902893679443894,0.7451612903225806,71,COMPLETE
30,0.6674096286296844,2026-03-15 18:52:34.461964,2026-03-15 18:52:45.842648,0 days 00:00:11.380684,32,True,0.3622053437802606,192,0.0009185557298539009,2,0.0002463052239525748,0.8209677419354839,72,COMPLETE
31,0.6123464107513428,2026-03-15 18:52:45.843849,2026-03-15 18:52:58.065011,0 days 00:00:12.221162,16,True,0.3984011666458743,128,0.000846115345201968,3,1.1237176196413646e-05,0.7693548387096774,73,COMPLETE
32,0.6924135386943817,2026-03-15 18:52:58.065011,2026-03-15 18:53:10.190058,0 days 00:00:12.125047,16,True,0.44171249349229974,128,0.0007703532836838597,3,3.9123798844222296e-05,0.7999999999999999,74,COMPLETE
33,0.6306570246815681,2026-03-15 18:53:10.190058,2026-03-15 18:53:22.316850,0 days 00:00:12.126792,16,True,0.4154909979372129,128,0.0007220066982625238,3,9.142495042714803e-05,0.7806451612903226,75,COMPLETE
34,0.6902090907096863,2026-03-15 18:53:22.318856,2026-03-15 18:53:34.960520,0 days 00:00:12.641664,16,True,0.4570610471034414,96,0.0009733303735398477,3,0.0006927947083105121,0.8016129032258064,76,COMPLETE
35,0.6052045449614525,2026-03-15 18:53:34.960520,2026-03-15 18:54:02.808995,0 days 00:00:27.848475,16,True,0.25420105369504303,256,0.0005682106948714689,3,6.459960312899354e-05,0.8064516129032259,77,COMPLETE
36,0.5852642804384232,2026-03-15 18:54:02.809995,2026-03-15 18:54:11.467284,0 days 00:00:08.657289,32,True,0.5601206299925422,128,0.0007024525957425871,3,0.00015020268128520931,0.7596774193548387,78,COMPLETE
37,0.5966594591736794,2026-03-15 18:54:11.468283,2026-03-15 18:54:33.592873,0 days 00:00:22.124590,16,True,0.384856089027284,192,0.0007732181659599387,3,0.00039511557590877805,0.8274193548387097,79,COMPLETE
38,0.6764503568410873,2026-03-15 18:54:33.592873,2026-03-15 18:54:44.025315,0 days 00:00:10.432442,16,True,0.49331870561633295,64,0.0010852473846772418,1,1.4368671785216523e-05,0.8209677419354837,80,COMPLETE
