number,value,datetime_start,datetime_complete,duration,params_batch_size,params_bidirectional,params_dropout_fc,params_hidden_size,params_lr,params_num_layers,params_weight_decay,state
0,0.6060648262500763,2026-03-07 22:57:43.691844,2026-03-07 22:57:53.125482,0 days 00:00:09.433638,32,False,0.28493564427131046,96,0.0011504753106625046,1,0.0002607024758370766,COMPLETE
1,0.5995031893253326,2026-03-07 22:57:53.125817,2026-03-07 22:58:00.844774,0 days 00:00:07.718957,32,True,0.4056937753654446,192,0.0007496501097315302,1,5.4041038546473305e-05,COMPLETE
2,0.6866202279925346,2026-03-07 22:58:00.847699,2026-03-07 22:58:09.666504,0 days 00:00:08.818805,16,True,0.39807076404450803,128,0.0007627211116577326,3,1.5679933916722995e-05,COMPLETE
3,0.703767865896225,2026-03-07 22:58:09.667503,2026-03-07 22:58:17.941154,0 days 00:00:08.273651,16,True,0.5687496940092467,96,0.0019174238140216384,2,0.0003550304858128307,COMPLETE
4,0.5534908324480057,2026-03-07 22:58:17.942659,2026-03-07 22:58:25.666242,0 days 00:00:07.723583,32,True,0.5947547746402069,256,0.0007380901894391266,1,0.00012172847081122418,COMPLETE
5,0.5330563560128212,2026-03-07 22:58:25.667241,2026-03-07 22:58:42.133967,0 days 00:00:16.466726,16,True,0.22542334011440945,192,0.0008218411404269376,3,1.70505392602693e-05,COMPLETE
6,0.6598635762929916,2026-03-07 22:58:42.134966,2026-03-07 22:58:53.814469,0 days 00:00:11.679503,16,False,0.37101640734341984,256,0.0014355166831664403,2,0.0001326033192269654,COMPLETE
7,0.5448790192604065,2026-03-07 22:58:53.815472,2026-03-07 22:59:01.041040,0 days 00:00:07.225568,64,True,0.26448851490160175,192,0.000883171698312604,2,0.0003244160088734161,COMPLETE
8,0.6267182976007462,2026-03-07 22:59:01.042041,2026-03-07 22:59:08.513743,0 days 00:00:07.471702,16,True,0.3708431154505025,64,0.0015314309403948435,1,0.0006197015748809143,COMPLETE
9,0.576614260673523,2026-03-07 22:59:08.514745,2026-03-07 22:59:14.699232,0 days 00:00:06.184487,32,False,0.5887128330883842,96,0.0018478138267043395,1,4.4300218067679785e-05,COMPLETE
10,0.4633012115955353,2026-03-07 22:59:14.701232,2026-03-07 22:59:21.429858,0 days 00:00:06.728626,64,False,0.20606196111708655,192,0.0005126065261429245,3,1.0705898417259883e-05,COMPLETE
11,0.4784468412399292,2026-03-07 22:59:21.430857,2026-03-07 22:59:27.908937,0 days 00:00:06.478080,64,False,0.21142581910883507,192,0.0005081685547372364,3,1.0417360920350827e-05,COMPLETE
12,0.4733937680721283,2026-03-07 22:59:27.910940,2026-03-07 22:59:34.486747,0 days 00:00:06.575807,64,False,0.21800721067498022,192,0.0005029606553779942,3,1.0364134664518936e-05,COMPLETE
13,0.5503899455070496,2026-03-07 22:59:34.487736,2026-03-07 22:59:40.987765,0 days 00:00:06.500029,64,False,0.31273836666859933,192,0.000510172978443385,3,3.102886020363029e-05,COMPLETE
14,0.476057767868042,2026-03-07 22:59:40.988270,2026-03-07 22:59:45.974109,0 days 00:00:04.985839,64,False,0.47529180478007954,64,0.0005976695470614513,3,2.713174617134943e-05,COMPLETE
15,0.6164124608039856,2026-03-07 22:59:45.975112,2026-03-07 22:59:50.975284,0 days 00:00:05.000172,64,False,0.20749957665052818,128,0.0006060991292865514,3,1.0077654197527967e-05,COMPLETE
16,0.5864899754524231,2026-03-07 22:59:50.976284,2026-03-07 22:59:56.772029,0 days 00:00:05.795745,64,False,0.3184860530221357,192,0.0006325628781136261,2,7.182079444575472e-05,COMPLETE
17,0.6088960766792297,2026-03-07 22:59:56.773028,2026-03-07 23:00:03.001559,0 days 00:00:06.228531,64,False,0.25752003547403185,192,0.001023713973908705,3,2.012539243917756e-05,COMPLETE
18,0.525477409362793,2026-03-07 23:00:03.002555,2026-03-07 23:00:08.611724,0 days 00:00:05.609169,64,False,0.46661425572308757,192,0.0006444167977098167,2,3.353838630183223e-05,COMPLETE
19,0.629304051399231,2026-03-07 23:00:08.612724,2026-03-07 23:00:13.549722,0 days 00:00:04.936998,64,False,0.32036888580187245,128,0.0005443407747336067,3,1.3811058250835796e-05,COMPLETE
20,0.5480498671531677,2026-03-07 23:00:13.550720,2026-03-07 23:00:18.535415,0 days 00:00:04.984695,64,False,0.24640907183117267,64,0.0012618889016637873,3,2.3260053624374046e-05,COMPLETE
21,0.5020895600318909,2026-03-07 23:00:18.536414,2026-03-07 23:00:23.415213,0 days 00:00:04.878799,64,False,0.5023621595311243,64,0.0005824161480895023,3,2.446590690988518e-05,COMPLETE
22,0.461499959230423,2026-03-07 23:00:23.416211,2026-03-07 23:00:28.322005,0 days 00:00:04.905794,64,False,0.4859765673301057,64,0.000663590884012856,3,1.0758882065446813e-05,COMPLETE
23,0.5178125500679016,2026-03-07 23:00:28.324005,2026-03-07 23:00:33.283210,0 days 00:00:04.959205,64,False,0.5320448173575199,64,0.0006603219908637431,3,1.268727484545238e-05,COMPLETE
24,0.5575884580612183,2026-03-07 23:00:33.284210,2026-03-07 23:00:39.055764,0 days 00:00:05.771554,64,False,0.4390531267621395,256,0.0005044994212834037,2,1.7164934453339896e-05,COMPLETE
25,0.4514271020889282,2026-03-07 23:00:39.056766,2026-03-07 23:00:43.824833,0 days 00:00:04.768067,64,False,0.5334672453524211,64,0.0006928689712654617,3,4.326170406587939e-05,COMPLETE
26,0.4971281588077545,2026-03-07 23:00:43.825833,2026-03-07 23:00:48.637883,0 days 00:00:04.812050,64,False,0.5281073263797638,64,0.000679100246051613,2,9.108374146641411e-05,COMPLETE
27,0.5037487149238586,2026-03-07 23:00:48.638883,2026-03-07 23:00:53.656194,0 days 00:00:05.017311,64,False,0.5471397936075645,64,0.0009085227770575491,3,4.7202898454584805e-05,COMPLETE
28,0.5149459838867188,2026-03-07 23:00:53.657227,2026-03-07 23:00:58.707471,0 days 00:00:05.050244,64,False,0.4878880595158793,64,0.0007124897416215561,3,0.00017487833696648288,COMPLETE
29,0.5400099009275436,2026-03-07 23:00:58.707471,2026-03-07 23:01:04.744220,0 days 00:00:06.036749,32,False,0.443357229001661,96,0.0010854255518626518,3,6.188014321042805e-05,COMPLETE
30,0.559868335723877,2026-03-07 23:01:04.744220,2026-03-07 23:01:10.636966,0 days 00:00:05.892746,32,False,0.5113288087686907,64,0.0008561983110024028,2,3.1060412253882064e-05,COMPLETE
31,0.571566641330719,2026-03-07 23:01:10.636966,2026-03-07 23:01:16.975586,0 days 00:00:06.338620,64,False,0.27303754781145073,192,0.0005824060721968611,3,1.2322174148638323e-05,COMPLETE
32,0.5479247570037842,2026-03-07 23:01:16.985439,2026-03-07 23:01:23.143817,0 days 00:00:06.158378,64,False,0.28904340134521733,192,0.0005503809592116961,3,1.8760082579684576e-05,COMPLETE
33,0.5122391581535339,2026-03-07 23:01:23.145819,2026-03-07 23:01:28.051593,0 days 00:00:04.905774,64,False,0.24189037610857925,64,0.000802054096669461,3,1.0344444550108747e-05,COMPLETE
34,0.6357258558273315,2026-03-07 23:01:28.051593,2026-03-07 23:01:33.001794,0 days 00:00:04.950201,64,False,0.5585136213179442,128,0.0005393025560808565,3,3.7339735027206854e-05,COMPLETE
35,0.6166007369756699,2026-03-07 23:01:33.006626,2026-03-07 23:01:41.729328,0 days 00:00:08.722702,16,True,0.4136410934815234,96,0.0006988675247622276,3,1.3409457230289556e-05,COMPLETE
36,0.5596697628498077,2026-03-07 23:01:41.730337,2026-03-07 23:01:51.073975,0 days 00:00:09.343638,32,False,0.3469821935089738,256,0.0009655861212850601,3,0.00020001737047299856,COMPLETE
37,0.582897424697876,2026-03-07 23:01:51.073975,2026-03-07 23:02:00.488485,0 days 00:00:09.414510,64,True,0.20072922009597868,192,0.0007730492639890931,3,1.7265014304000087e-05,COMPLETE
38,0.6137550249695778,2026-03-07 23:02:00.495001,2026-03-07 23:02:10.053388,0 days 00:00:09.558387,16,False,0.45387793834716483,192,0.0005584960900170897,2,0.0007307776112653593,COMPLETE
39,0.5783957839012146,2026-03-07 23:02:10.053388,2026-03-07 23:02:14.984004,0 days 00:00:04.930616,64,True,0.578805931853476,64,0.0007285934535852423,2,2.1108384667096558e-05,COMPLETE
40,0.49549031257629395,2026-03-07 23:02:14.984004,2026-03-07 23:02:22.847439,0 days 00:00:07.863435,32,False,0.40101352826923203,192,0.0006266361307594127,3,1.4596304032390832e-05,COMPLETE
41,0.5106247663497925,2026-03-07 23:02:22.847439,2026-03-07 23:02:27.704548,0 days 00:00:04.857109,64,False,0.4898470775845506,64,0.0006016435459338265,3,2.5987590858329227e-05,COMPLETE
42,0.5253095030784607,2026-03-07 23:02:27.704548,2026-03-07 23:02:32.748800,0 days 00:00:05.044252,64,False,0.4723628551080519,64,0.0005649212178121757,3,8.302441218629228e-05,COMPLETE
43,0.5087286233901978,2026-03-07 23:02:32.750804,2026-03-07 23:02:37.704961,0 days 00:00:04.954157,64,False,0.23107675198595026,64,0.0005252816860704604,3,4.120708679085471e-05,COMPLETE
44,0.5376790538430214,2026-03-07 23:02:37.704961,2026-03-07 23:02:51.743219,0 days 00:00:14.038258,16,False,0.43105377474415707,256,0.0006041846766197071,3,5.1829555609283944e-05,COMPLETE
45,0.5168412327766418,2026-03-07 23:02:51.743219,2026-03-07 23:02:56.542338,0 days 00:00:04.799119,64,True,0.5239175196267565,64,0.0006567738674016312,1,1.1634056312154103e-05,COMPLETE
46,0.5806956887245178,2026-03-07 23:02:56.542338,2026-03-07 23:03:01.479720,0 days 00:00:04.937382,64,False,0.549289103132937,96,0.0007566329741142693,3,2.7858587614982948e-05,COMPLETE
47,0.6153150796890259,2026-03-07 23:03:01.479720,2026-03-07 23:03:06.430143,0 days 00:00:04.950423,64,False,0.3731591601654397,128,0.0005230960651849091,3,6.237721704281646e-05,COMPLETE
48,0.5389671325683594,2026-03-07 23:03:06.430143,2026-03-07 23:03:12.655714,0 days 00:00:06.225571,64,False,0.5989784048089946,192,0.0005025274740985993,3,1.540582583122401e-05,COMPLETE
49,0.33756766282022,2026-03-07 23:03:12.655714,2026-03-07 23:03:20.345688,0 days 00:00:07.689974,16,False,0.21850614652277944,64,0.0006134166029380689,3,1.90006541617579e-05,COMPLETE
50,0.6591092646121979,2026-03-07 23:03:20.345688,2026-03-07 23:03:36.675809,0 days 00:00:16.330121,16,True,0.22124756129711431,192,0.0006877748237291957,3,0.00012260860500882374,COMPLETE
51,0.6543361842632294,2026-03-07 23:03:36.675809,2026-03-07 23:03:44.386471,0 days 00:00:07.710662,16,False,0.2204034998490848,64,0.0006194022758687096,3,2.07903355300854e-05,COMPLETE
52,0.5935888960957527,2026-03-07 23:03:44.386471,2026-03-07 23:03:52.286253,0 days 00:00:07.899782,16,False,0.2856241785517216,64,0.0005815736154147594,3,1.0362398319780805e-05,COMPLETE
53,0.5711343884468079,2026-03-07 23:03:52.289024,2026-03-07 23:04:00.278895,0 days 00:00:07.989871,16,False,0.2429646650733282,64,0.0016999102092878423,3,1.711586709207581e-05,COMPLETE
54,0.5079649090766907,2026-03-07 23:04:00.278895,2026-03-07 23:04:05.025893,0 days 00:00:04.746998,64,False,0.2600279004806046,64,0.0006397372474776552,1,1.4041351172429796e-05,COMPLETE
55,0.613337054848671,2026-03-07 23:04:05.025893,2026-03-07 23:04:12.956129,0 days 00:00:07.930236,16,False,0.4673650777406872,64,0.001228080530088215,3,1.1897450636398788e-05,COMPLETE
56,0.5908822417259216,2026-03-07 23:04:12.956129,2026-03-07 23:04:19.314621,0 days 00:00:06.358492,64,False,0.49659794018202547,192,0.0005624160140924645,3,2.205316893441098e-05,COMPLETE
57,0.5127044320106506,2026-03-07 23:04:19.314621,2026-03-07 23:04:24.148754,0 days 00:00:04.834133,64,False,0.5157428730607607,64,0.0006711847393830766,3,3.610832334701063e-05,COMPLETE
58,0.6433724164962769,2026-03-07 23:04:24.148754,2026-03-07 23:04:29.102923,0 days 00:00:04.954169,64,False,0.305627429693899,128,0.0005305334824065339,3,0.0004696843351530406,COMPLETE
59,0.591677337884903,2026-03-07 23:04:29.102923,2026-03-07 23:04:38.388969,0 days 00:00:09.286046,32,False,0.20360477214022926,256,0.0005943629475881843,3,2.9821908917919666e-05,COMPLETE
60,0.4773460924625397,2026-03-07 23:04:38.388969,2026-03-07 23:04:43.148099,0 days 00:00:04.759130,64,False,0.47805439184630344,64,0.0007906733796532407,2,1.5409240914558808e-05,COMPLETE
61,0.4817011058330536,2026-03-07 23:04:43.148099,2026-03-07 23:04:48.068883,0 days 00:00:04.920784,64,False,0.41567340337402303,64,0.0007921074110592639,2,1.5487312414327033e-05,COMPLETE
62,0.4862997531890869,2026-03-07 23:04:48.068883,2026-03-07 23:04:52.989635,0 days 00:00:04.920752,64,False,0.4742289607589268,64,0.0007255931440523864,2,1.8941995894049272e-05,COMPLETE
63,0.478712797164917,2026-03-07 23:04:52.989635,2026-03-07 23:04:58.105944,0 days 00:00:05.116309,64,False,0.4552283841748779,64,0.0006527563144361988,2,1.1888722066070568e-05,COMPLETE
64,0.5246404409408569,2026-03-07 23:04:58.105944,2026-03-07 23:05:03.474890,0 days 00:00:05.368946,64,False,0.5370105565233375,64,0.0008959351539932998,2,2.454908578776305e-05,COMPLETE
65,0.5189816951751709,2026-03-07 23:05:03.474890,2026-03-07 23:05:09.056408,0 days 00:00:05.581518,64,False,0.38543935527971074,96,0.0008491098890996857,3,1.0310416559807638e-05,COMPLETE
66,0.5109160542488098,2026-03-07 23:05:09.056408,2026-03-07 23:05:14.651018,0 days 00:00:05.594610,64,False,0.5058454043608488,192,0.0005726611411243996,2,1.645047359244088e-05,COMPLETE
