number,value,datetime_start,datetime_complete,duration,params_batch_size,params_bidirectional,params_dropout_fc,params_hidden_size,params_lr,params_num_layers,params_weight_decay,user_attrs_best_val_auc,user_attrs_seed,state
0,0.4915779232978821,2026-03-08 20:29:10.309656,2026-03-08 20:29:17.602831,0 days 00:00:07.293175,32,False,0.28493564427131046,96,0.0011504753106625046,1,0.0002607024758370766,0.8225806451612904,42,COMPLETE
1,0.6038831174373627,2026-03-08 20:29:17.602831,2026-03-08 20:29:33.978909,0 days 00:00:16.376078,32,True,0.4056937753654446,192,0.0007496501097315302,1,5.4041038546473305e-05,0.814516129032258,43,COMPLETE
2,0.6049649566411972,2026-03-08 20:29:33.978909,2026-03-08 20:29:45.721660,0 days 00:00:11.742751,16,True,0.39807076404450803,128,0.0007627211116577326,3,1.5679933916722995e-05,0.7516129032258065,44,COMPLETE
3,0.6571508944034576,2026-03-08 20:29:45.721660,2026-03-08 20:29:55.061014,0 days 00:00:09.339354,16,True,0.5687496940092467,96,0.0019174238140216384,2,0.0003550304858128307,0.7741935483870966,45,COMPLETE
4,0.5725565552711487,2026-03-08 20:29:55.062619,2026-03-08 20:30:10.902381,0 days 00:00:15.839762,32,True,0.5947547746402069,256,0.0007380901894391266,1,0.00012172847081122418,0.8096774193548387,46,COMPLETE
5,0.6570506021380424,2026-03-08 20:30:10.903380,2026-03-08 20:31:03.180305,0 days 00:00:52.276925,16,True,0.22542334011440945,192,0.0008218411404269376,3,1.70505392602693e-05,0.7983870967741935,47,COMPLETE
6,0.561304546892643,2026-03-08 20:31:03.181313,2026-03-08 20:31:29.869879,0 days 00:00:26.688566,16,False,0.37101640734341984,256,0.0014355166831664403,2,0.0001326033192269654,0.8112903225806452,48,COMPLETE
7,0.6118901968002319,2026-03-08 20:31:29.870881,2026-03-08 20:31:58.275220,0 days 00:00:28.404339,64,True,0.26448851490160175,192,0.000883171698312604,2,0.0003244160088734161,0.7612903225806451,49,COMPLETE
8,0.6645219959318638,2026-03-08 20:31:58.276221,2026-03-08 20:32:07.142052,0 days 00:00:08.865831,16,True,0.3708431154505025,64,0.0015314309403948435,1,0.0006197015748809143,0.7548387096774194,50,COMPLETE
9,0.5839602053165436,2026-03-08 20:32:07.143056,2026-03-08 20:32:14.041776,0 days 00:00:06.898720,32,False,0.5887128330883842,96,0.0018478138267043395,1,4.4300218067679785e-05,0.8435483870967742,51,COMPLETE
10,0.6427054405212402,2026-03-08 20:32:14.042872,2026-03-08 20:32:20.755481,0 days 00:00:06.712609,64,False,0.30217738350607953,96,0.0005126065261429245,2,0.0008896597012019069,0.7112903225806451,52,COMPLETE
11,0.6085665822029114,2026-03-08 20:32:20.756481,2026-03-08 20:32:37.670194,0 days 00:00:16.913713,32,False,0.32840376306971514,256,0.0012367370223067419,2,0.0001632273719771778,0.8161290322580644,53,COMPLETE
12,0.6649870425462723,2026-03-08 20:32:37.671193,2026-03-08 20:33:13.783902,0 days 00:00:36.112709,16,False,0.48312379648624776,256,0.0011355311414388252,3,0.0002039103799849561,0.8161290322580645,54,COMPLETE
13,0.5618050694465637,2026-03-08 20:33:13.784903,2026-03-08 20:33:20.691387,0 days 00:00:06.906484,32,False,0.4611719000163913,64,0.0014158033388589513,1,6.694653933471384e-05,0.7806451612903226,55,COMPLETE
