clip_id,mean_loss,max_loss,conf_error,error_freq,cls,split,video_id,rule_high_loss,rule_conf_error,rule_error_freq,n_rules_triggered,decision
Robbery_007,3.2163302352031073,5.968547344207764,1.0,0.25,Robbery,val,Robbery_007,True,True,False,2,filter
Robbery_085,2.7717464665571847,5.756849765777588,1.0,0.25,Robbery,val,Robbery_085,True,True,False,2,filter
Robbery_069,2.118557423353195,4.1028151512146,1.0,0.25,Robbery,val,Robbery_069,True,True,False,2,filter
Robbery_129,1.9965785505870979,5.446824073791504,1.0,0.25,Robbery,val,Robbery_129,True,True,False,2,filter
Robbery_137,1.8784676988919575,5.575313091278076,1.0,0.25,Robbery,val,Robbery_137,True,True,False,2,filter
Robbery_075,1.8353949735562007,5.293878078460693,1.0,0.25,Robbery,val,Robbery_075,True,True,False,2,filter
Normal_177,1.3627512206633885,2.7470204830169678,1.0,0.25,Normal,val,Normal_177,True,True,False,2,filter
Robbery_018,1.2708245341976483,4.453542232513428,1.0,0.25,Robbery,val,Robbery_018,True,True,False,2,filter
Robbery_146,1.2238232046365738,3.852599620819092,1.0,0.25,Robbery,val,Robbery_146,True,True,False,2,filter
Robbery_109,1.056517709667484,4.040671348571777,1.0,0.25,Robbery,val,Robbery_109,True,True,False,2,filter
Normal_570,1.0458054666717846,2.2066192626953125,1.0,0.25,Normal,val,Normal_570,True,True,False,2,filter
Normal_046,1.0117740963275235,2.5100555419921875,1.0,0.25,Normal,val,Normal_046,True,True,False,2,filter
