clip_id,mean_loss,max_loss,conf_error,error_freq,cls,split,video_id,rule_high_loss,rule_conf_error,rule_error_freq,n_rules_triggered,decision
Robbery_124,2.8615776555878774,4.9428534507751465,0.3659566843416542,0.2857142857142857,Robbery,train,Robbery_124,True,True,False,2,filter
Robbery_007,2.7561396828719547,4.2748541831970215,1.0,0.2857142857142857,Robbery,val,Robbery_007,True,True,False,2,filter
Robbery_085,2.6196000235421315,4.067103862762451,1.0,0.2857142857142857,Robbery,val,Robbery_085,True,True,False,2,filter
Robbery_075,2.4303914649145946,3.8727519512176514,1.0,0.2857142857142857,Robbery,val,Robbery_075,True,True,False,2,filter
Robbery_069,2.2351246220724925,3.736987829208374,1.0,0.2857142857142857,Robbery,val,Robbery_069,True,True,False,2,filter
Robbery_018,2.199977728937353,3.878403663635254,1.0,0.2857142857142857,Robbery,val,Robbery_018,True,True,False,2,filter
Robbery_137,2.1882422225815907,3.87896466255188,1.0,0.2857142857142857,Robbery,val,Robbery_137,True,True,False,2,filter
Robbery_129,1.6054964262459959,3.628396511077881,1.0,0.2857142857142857,Robbery,val,Robbery_129,True,True,False,2,filter
Normal_177,1.5976558865181036,3.0670878887176514,1.0,0.2857142857142857,Normal,val,Normal_177,True,True,False,2,filter
Robbery_109,1.0696796077702726,2.3007864952087402,1.0,0.2857142857142857,Robbery,val,Robbery_109,True,True,False,2,filter
Normal_209,1.0608701195035661,1.7307946681976318,1.0,0.2857142857142857,Normal,val,Normal_209,True,True,False,2,filter
